School Name,District Name,Reading/Writing Score,Math Score,Tests Taken,# Students SAT ELA Participation,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
Libertyville High School,CHSD 128,572.9,567.5,452.0,452.0,Illinois,42.2845453,-87.9662754,708 West Park Avenue,60048,Lake County,Libertyville,17097,"708 West Park Avenue, Libertyville, Illinois, 60048",863604,17097863604,2021.0,863604.0,Lake County,Illinois,217.0,62.0,16.0,85.0,54.0,2112.0,25.0,39.0,161.0,370.0,44.0,622.0,851.0,28.6,7.4,39.2,24.9,1.2,1.8,7.6,17.5,2.1,29.5,40.3,1079.0,148599.0,205398.0,2876.0,159.0,5.5,2717.0,94.5,2590.0,90.1,51.0,1.8,0.0,0.0,32.0,1.1,0.0,0.0,6.0,0.2,38.0,1.3
Vernon Hills High School,CHSD 128,577.3,588.3,379.0,379.0,Illinois,42.227246,-87.949483,145 Lakeview Parkway,60061,Lake County,Vernon Hills,17097,"145 Lakeview Parkway, Vernon Hills, Illinois, 60061",864513,17097864513,2021.0,864512.0,Lake County,Illinois,463.0,15.0,137.0,100.0,211.0,4035.0,90.0,69.0,342.0,508.0,261.0,1672.0,1093.0,3.2,29.6,21.6,45.6,2.2,1.7,8.5,12.6,6.5,41.4,27.1,2140.0,153947.0,163157.0,6207.0,234.0,3.8,5973.0,96.2,4621.0,74.4,154.0,2.5,0.0,0.0,1022.0,16.5,0.0,0.0,11.0,0.2,165.0,2.7
North Chicago Community High S,North Chicago SD 187,412.3,400.5,155.0,155.0,Illinois,42.3284093,-87.8529248,1717 17th Street,60064,Lake County,North Chicago,17097,"1717 17th Street, North Chicago, Illinois, 60064",862902,17097862902,2021.0,862902.0,Lake County,Illinois,563.0,292.0,197.0,72.0,2.0,1296.0,200.0,115.0,559.0,283.0,67.0,57.0,15.0,51.9,35.0,12.8,0.4,15.4,8.9,43.1,21.8,5.2,4.4,1.2,903.0,58017.0,71786.0,2632.0,1691.0,64.2,941.0,35.8,155.0,5.9,702.0,26.7,5.0,0.2,3.0,0.1,0.0,0.0,0.0,0.0,76.0,2.9
Barrington High School,Barrington CUSD 220,571.5,577.3,667.0,667.0,Illinois,42.155948,-88.147437,616 West Main Street,60010,Lake County,Barrington,17097,"616 West Main Street, Barrington, Illinois, 60010",864308,17097864308,2021.0,864308.0,Lake County,Illinois,305.0,31.0,88.0,172.0,14.0,3090.0,14.0,0.0,249.0,514.0,181.0,1225.0,907.0,10.2,28.9,56.4,4.6,0.5,0.0,8.1,16.6,5.9,39.6,29.4,1699.0,148683.0,183590.0,4691.0,281.0,6.0,4410.0,94.0,3936.0,83.9,84.0,1.8,0.0,0.0,267.0,5.7,0.0,0.0,0.0,0.0,123.0,2.6
Leland High School,Leland CUSD 1,470.8,468.5,13.0,13.0,Illinois,41.6171462,-88.799387,300 North Main Street,60531,LaSalle County,Leland,17099,"300 North Main Street, Leland, Illinois, 60531",961702,17099961702,2021.0,961702.0,LaSalle County,Illinois,212.0,67.0,104.0,41.0,0.0,2283.0,39.0,143.0,831.0,582.0,170.0,340.0,178.0,31.6,49.1,19.3,0.0,1.7,6.3,36.4,25.5,7.4,14.9,7.8,1263.0,68848.0,94105.0,3213.0,134.0,4.2,3079.0,95.8,3032.0,94.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,1.4
Serena High School,Serena CUSD 2,455.6,432.4,41.0,41.0,Illinois,41.4879953,-88.7310255,2283 North 3812nd Road,60549,LaSalle County,Serena,17099,"2283 North 3812nd Road, Serena, Illinois, 60549",962300,17099962300,2021.0,962300.0,LaSalle County,Illinois,604.0,221.0,104.0,249.0,30.0,5536.0,97.0,825.0,1868.0,1288.0,556.0,654.0,248.0,36.6,17.2,41.2,5.0,1.8,14.9,33.7,23.3,10.0,11.8,4.5,2291.0,79362.0,98524.0,7231.0,457.0,6.3,6774.0,93.7,5332.0,73.7,1201.0,16.6,0.0,0.0,13.0,0.2,0.0,0.0,0.0,0.0,228.0,3.2
Earlville Jr/Sr High School,Earlville CUSD 9,474.1,479.5,37.0,37.0,Illinois,41.5846686,-88.9248908,415 West Union Street,60518,LaSalle County,Earlville,17099,"415 West Union Street, Earlville, Illinois, 60518",961800,17099961800,2021.0,961800.0,LaSalle County,Illinois,323.0,131.0,88.0,93.0,11.0,2659.0,40.0,193.0,1063.0,680.0,238.0,287.0,158.0,40.6,27.2,28.8,3.4,1.5,7.3,40.0,25.6,9.0,10.8,5.9,1558.0,67670.0,72866.0,3709.0,475.0,12.8,3234.0,87.2,3080.0,83.0,5.0,0.1,0.0,0.0,17.0,0.5,0.0,0.0,0.0,0.0,132.0,3.6
Streator Twp High School,Streator Twp HSD 40,457.2,441.8,194.0,194.0,Illinois,41.1266441,-88.8373184,202 West Lincoln Avenue,61364,LaSalle County,Streator,17099,"202 West Lincoln Avenue, Streator, Illinois, 61364",963900,17099963900,2021.0,963900.0,LaSalle County,Illinois,496.0,0.0,265.0,227.0,4.0,3302.0,42.0,356.0,865.0,1054.0,352.0,443.0,190.0,0.0,53.4,45.8,0.8,1.3,10.8,26.2,31.9,10.7,13.4,5.8,2452.0,38289.0,56174.0,4827.0,424.0,8.8,4403.0,91.2,3988.0,82.6,163.0,3.4,0.0,0.0,220.0,4.6,0.0,0.0,0.0,0.0,32.0,0.7
La Salle-Peru Twp High School,La Salle-Peru Twp HSD 120,474.4,453.2,282.0,282.0,Illinois,41.3275349,-89.1289728,,N/A,LaSalle County,Peru,17099,,963200,17099963200,2021.0,963200.0,LaSalle County,Illinois,185.0,18.0,93.0,60.0,14.0,1710.0,16.0,84.0,565.0,491.0,243.0,177.0,134.0,9.7,50.3,32.4,7.6,0.9,4.9,33.0,28.7,14.2,10.4,7.8,1128.0,46032.0,57481.0,2509.0,427.0,17.0,2082.0,83.0,1928.0,76.8,112.0,4.5,0.0,0.0,28.0,1.1,0.0,0.0,0.0,0.0,14.0,0.6
Ottawa Township High School,Ottawa Twp HSD 140,479.7,460.8,264.0,264.0,Illinois,41.3454502,-88.8372553,211 East Main Street,61350,LaSalle County,Ottawa,17099,"211 East Main Street, Ottawa, Illinois, 61350",962300,17099962300,2021.0,962300.0,LaSalle County,Illinois,604.0,221.0,104.0,249.0,30.0,5536.0,97.0,825.0,1868.0,1288.0,556.0,654.0,248.0,36.6,17.2,41.2,5.0,1.8,14.9,33.7,23.3,10.0,11.8,4.5,2291.0,79362.0,98524.0,7231.0,457.0,6.3,6774.0,93.7,5332.0,73.7,1201.0,16.6,0.0,0.0,13.0,0.2,0.0,0.0,0.0,0.0,228.0,3.2
Seneca High School,Seneca Twp HSD 160,495.8,498.4,85.0,85.0,Illinois,41.3152293,-88.6028431,307 East Scott Street,61360,LaSalle County,Seneca,17099,"307 East Scott Street, Seneca, Illinois, 61360",962400,17099962400,2021.0,962400.0,LaSalle County,Illinois,245.0,74.0,62.0,71.0,38.0,2609.0,26.0,92.0,1028.0,634.0,249.0,339.0,241.0,30.2,25.3,29.0,15.5,1.0,3.5,39.4,24.3,9.5,13.0,9.2,1493.0,70139.0,87774.0,3803.0,188.0,4.9,3615.0,95.1,3403.0,89.5,28.0,0.7,0.0,0.0,104.0,2.7,0.0,0.0,13.0,0.3,67.0,1.8
Mendota Twp High School,Mendota Twp HSD 280,468.9,476.8,132.0,132.0,Illinois,41.566809,-89.1378186,2300 West Main Street,61342,LaSalle County,Mendota,17099,"2300 West Main Street, Mendota, Illinois, 61342",961900,17099961900,2021.0,961900.0,LaSalle County,Illinois,384.0,24.0,163.0,135.0,62.0,2994.0,80.0,191.0,1010.0,596.0,461.0,421.0,235.0,6.3,42.4,35.2,16.1,2.7,6.4,33.7,19.9,15.4,14.1,7.8,1829.0,65250.0,88717.0,4237.0,773.0,18.2,3464.0,81.8,3400.0,80.2,14.0,0.3,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,6.0,0.1
Henry-Senachwine High School,Henry-Senachwine CUSD 5,497.8,473.4,32.0,32.0,Illinois,41.1159443,-89.3681752,1023 College Avenue,61537,Marshall County,Henry,17123,"1023 College Avenue, Henry, Illinois, 61537",961200,17123961200,2021.0,961200.0,Marshall County,Illinois,139.0,27.0,70.0,37.0,5.0,1820.0,34.0,127.0,745.0,458.0,155.0,226.0,75.0,19.4,50.4,26.6,3.6,1.9,7.0,40.9,25.2,8.5,12.4,4.1,1068.0,51111.0,59866.0,2509.0,18.0,0.7,2491.0,99.3,2423.0,96.6,0.0,0.0,0.0,0.0,10.0,0.4,0.0,0.0,0.0,0.0,58.0,2.3
Midland High School,Midland CUSD 7,509.8,479.6,51.0,51.0,Illinois,41.0271682,-89.28990929999999,1830 Illinois 17,61375,Marshall County,Varna,17123,"1830 Illinois 17, Varna, Illinois, 61375",961100,17123961100,2021.0,961100.0,Marshall County,Illinois,212.0,56.0,77.0,75.0,4.0,1874.0,10.0,182.0,632.0,547.0,136.0,279.0,88.0,26.4,36.3,35.4,1.9,0.5,9.7,33.7,29.2,7.3,14.9,4.7,1099.0,56453.0,67236.0,2741.0,86.0,3.1,2655.0,96.9,2554.0,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,3.7
Putnam County High School,Putnam County CUSD 535,502.6,493.3,54.0,54.0,Illinois,41.2659461,-89.21752339999999,402 East Silverspoon Avenue,61326,Putnam County,Granville,17155,"402 East Silverspoon Avenue, Granville, Illinois, 61326",954500,17155954500,2021.0,954500.0,Putnam County,Illinois,195.0,51.0,70.0,53.0,21.0,2009.0,51.0,146.0,820.0,387.0,269.0,225.0,111.0,26.2,35.9,27.2,10.8,2.5,7.3,40.8,19.3,13.4,11.2,5.5,1159.0,60152.0,72974.0,2826.0,216.0,7.6,2610.0,92.4,2558.0,90.5,0.0,0.0,2.0,0.1,2.0,0.1,0.0,0.0,36.0,1.3,12.0,0.4
Argenta-Oreana High School,Argenta-Oreana CUSD 1,468.6,439.5,65.0,65.0,Illinois,39.9864007,-88.8193507,500 North Main Street,62501,Macon County,Argenta,17115,"500 North Main Street, Argenta, Illinois, 62501",003000,17115003000,2021.0,3000.0,Macon County,Illinois,235.0,34.0,113.0,75.0,13.0,2328.0,2.0,126.0,647.0,654.0,224.0,453.0,222.0,14.5,48.1,31.9,5.5,0.1,5.4,27.8,28.1,9.6,19.5,9.5,1326.0,72778.0,92587.0,3658.0,193.0,5.3,3465.0,94.7,2910.0,79.6,120.0,3.3,0.0,0.0,96.0,2.6,0.0,0.0,17.0,0.5,322.0,8.8
Maroa-Forsyth Senior High Sch,Maroa Forsyth CUSD 2,502.7,473.7,89.0,89.0,Illinois,40.035226,-88.9625179,610 West Washington Street Road,61756,Macon County,Maroa,17115,"610 West Washington Street Road, Maroa, Illinois, 61756",003000,17115003000,2021.0,3000.0,Macon County,Illinois,235.0,34.0,113.0,75.0,13.0,2328.0,2.0,126.0,647.0,654.0,224.0,453.0,222.0,14.5,48.1,31.9,5.5,0.1,5.4,27.8,28.1,9.6,19.5,9.5,1326.0,72778.0,92587.0,3658.0,193.0,5.3,3465.0,94.7,2910.0,79.6,120.0,3.3,0.0,0.0,96.0,2.6,0.0,0.0,17.0,0.5,322.0,8.8
Mt Zion High School,Mt Zion CUSD 3,520.9,518.5,171.0,171.0,Illinois,39.7672987,-88.8760485,315 South Henderson Street,62549,Macon County,Mount Zion,17115,"315 South Henderson Street, Mount Zion, Illinois, 62549",002500,17115002500,2021.0,2500.0,Macon County,Illinois,444.0,0.0,139.0,255.0,50.0,4688.0,19.0,75.0,1474.0,1283.0,471.0,1039.0,327.0,0.0,31.3,57.4,11.3,0.4,1.6,31.4,27.4,10.0,22.2,7.0,2627.0,88706.0,100780.0,7146.0,73.0,1.0,7073.0,99.0,6604.0,92.4,233.0,3.3,0.0,0.0,10.0,0.1,0.0,0.0,34.0,0.5,192.0,2.7
Sangamon Valley High School,Sangamon Valley CUSD 9,449.2,438.0,61.0,61.0,Illinois,39.8567345,-89.1605232,398 North Illinois Street,62551,Macon County,Niantic,17115,"398 North Illinois Street, Niantic, Illinois, 62551",002800,17115002800,2021.0,2800.0,Macon County,Illinois,376.0,67.0,105.0,185.0,19.0,2727.0,62.0,105.0,1018.0,680.0,295.0,368.0,199.0,17.8,27.9,49.2,5.1,2.3,3.9,37.3,24.9,10.8,13.5,7.3,1537.0,69076.0,81130.0,4206.0,147.0,3.5,4059.0,96.5,3930.0,93.4,12.0,0.3,3.0,0.1,9.0,0.2,0.0,0.0,2.0,0.0,103.0,2.4
Warrensburg-Latham High School,Warrensburg-Latham CUSD 11,513.0,457.6,79.0,79.0,Illinois,39.9317752,-89.0688356,430 North Street,62573,Macon County,Warrensburg,17115,"430 North Street, Warrensburg, Illinois, 62573",002800,17115002800,2021.0,2800.0,Macon County,Illinois,376.0,67.0,105.0,185.0,19.0,2727.0,62.0,105.0,1018.0,680.0,295.0,368.0,199.0,17.8,27.9,49.2,5.1,2.3,3.9,37.3,24.9,10.8,13.5,7.3,1537.0,69076.0,81130.0,4206.0,147.0,3.5,4059.0,96.5,3930.0,93.4,12.0,0.3,3.0,0.1,9.0,0.2,0.0,0.0,2.0,0.0,103.0,2.4
Meridian High School,Meridian CUSD 15,488.7,466.6,70.0,70.0,Illinois,39.7028054,-88.99690489999999,728 South Wall Street,62544,Macon County,Macon,17115,"728 South Wall Street, Macon, Illinois, 62544",002602,17115002602,2021.0,2602.0,Macon County,Illinois,100.0,4.0,21.0,49.0,26.0,1289.0,21.0,63.0,541.0,304.0,102.0,193.0,65.0,4.0,21.0,49.0,26.0,1.6,4.9,42.0,23.6,7.9,15.0,5.0,706.0,69615.0,82978.0,1763.0,9.0,0.5,1754.0,99.5,1689.0,95.8,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.4,23.0,1.3
Eisenhower High School,Decatur SD 61,425.2,402.6,180.0,180.0,Illinois,39.8292995,-88.93467270000001,1200 South 16th Street,62521,Macon County,Decatur,17115,"1200 South 16th Street, Decatur, Illinois, 62521",001200,17115001200,2021.0,1200.0,Macon County,Illinois,432.0,213.0,173.0,46.0,0.0,1815.0,66.0,39.0,746.0,531.0,124.0,243.0,66.0,49.3,40.0,10.6,0.0,3.6,2.1,41.1,29.3,6.8,13.4,3.6,1137.0,55036.0,61127.0,2987.0,132.0,4.4,2855.0,95.6,1836.0,61.5,875.0,29.3,0.0,0.0,10.0,0.3,46.0,1.5,25.0,0.8,63.0,2.1
MacArthur High School,Decatur SD 61,435.0,411.3,197.0,197.0,Illinois,39.8537301,-88.9792341,1499 West Grand Avenue,62522,Macon County,Decatur,17115,"1499 West Grand Avenue, Decatur, Illinois, 62522",001700,17115001700,2021.0,1700.0,Macon County,Illinois,167.0,54.0,64.0,49.0,0.0,1436.0,74.0,41.0,653.0,281.0,49.0,261.0,77.0,32.3,38.3,29.3,0.0,5.2,2.9,45.5,19.6,3.4,18.2,5.4,770.0,44844.0,65278.0,1962.0,136.0,6.9,1826.0,93.1,1280.0,65.2,437.0,22.3,0.0,0.0,7.0,0.4,0.0,0.0,13.0,0.7,89.0,4.5
Bement High School,Bement CUSD 5,451.3,445.7,23.0,23.0,Illinois,39.9215545,-88.56894679999999,201 South Champaign Street,61813,Piatt County,Bement,17147,"201 South Champaign Street, Bement, Illinois, 61813",954700,17147954700,2021.0,954700.0,Piatt County,Illinois,225.0,16.0,151.0,49.0,9.0,2200.0,11.0,146.0,972.0,545.0,215.0,236.0,75.0,7.1,67.1,21.8,4.0,0.5,6.6,44.2,24.8,9.8,10.7,3.4,1240.0,60000.0,78404.0,3081.0,25.0,0.8,3056.0,99.2,2991.0,97.1,28.0,0.9,0.0,0.0,2.0,0.1,0.0,0.0,0.0,0.0,35.0,1.1
Monticello High School,Monticello CUSD 25,531.0,508.5,120.0,120.0,Illinois,40.0194996,-88.57189029999999,1 Sage Drive,61856,Piatt County,Monticello,17147,"1 Sage Drive, Monticello, Illinois, 61856",954600,17147954600,2021.0,954600.0,Piatt County,Illinois,434.0,4.0,214.0,112.0,104.0,4759.0,112.0,210.0,1208.0,650.0,622.0,1366.0,591.0,0.9,49.3,25.8,24.0,2.4,4.4,25.4,13.7,13.1,28.7,12.4,2767.0,83355.0,86327.0,6685.0,103.0,1.5,6582.0,98.5,6377.0,95.4,51.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,43.0,0.6,110.0,1.6
Deland-Weldon High School,Deland-Weldon CUSD 57,455.4,414.6,13.0,13.0,Illinois,40.1282691,-88.6867599,304 Illinois 10,61839,Piatt County,De Land,17147,"304 Illinois 10, De Land, Illinois, 61839",954500,17147954500,2021.0,954500.0,Piatt County,Illinois,350.0,64.0,135.0,136.0,15.0,2883.0,26.0,128.0,836.0,613.0,299.0,637.0,344.0,18.3,38.6,38.9,4.3,0.9,4.4,29.0,21.3,10.4,22.1,11.9,1589.0,86132.0,110311.0,4042.0,105.0,2.6,3937.0,97.4,3782.0,93.6,16.0,0.4,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,136.0,3.4
Calhoun High School,Calhoun CUSD 40,474.6,478.9,28.0,28.0,Illinois,39.1771466,-90.61330989999999,102 Calhoun Drive,62047,Calhoun County,Hardin,17013,"102 Calhoun Drive, Hardin, Illinois, 62047",951200,17013951200,2021.0,951200.0,Calhoun County,Illinois,146.0,11.0,65.0,69.0,1.0,1670.0,48.0,127.0,676.0,337.0,274.0,145.0,63.0,7.5,44.5,47.3,0.7,2.9,7.6,40.5,20.2,16.4,8.7,3.8,623.0,66397.0,73424.0,2285.0,19.0,0.8,2266.0,99.2,2150.0,94.1,29.0,1.3,7.0,0.3,2.0,0.1,0.0,0.0,0.0,0.0,78.0,3.4
Brussels High School,Brussels CUSD 42,475.0,486.7,12.0,12.0,Illinois,38.9472323,-90.5879739,155 School Street,62013,Calhoun County,Brussels,17013,"155 School Street, Brussels, Illinois, 62013",951300,17013951300,2021.0,951300.0,Calhoun County,Illinois,145.0,35.0,42.0,48.0,20.0,1659.0,26.0,40.0,676.0,273.0,275.0,226.0,143.0,24.1,29.0,33.1,13.8,1.6,2.4,40.7,16.5,16.6,13.6,8.6,649.0,96250.0,103816.0,2252.0,14.0,0.6,2238.0,99.4,2204.0,97.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.5
Carrollton High School,Carrollton CUSD 1,455.9,470.2,51.0,51.0,Illinois,39.2938653,-90.4027052,950 3rd Street,62016,Greene County,Carrollton,17061,"950 3rd Street, Carrollton, Illinois, 62016",974000,17061974000,2021.0,974000.0,Greene County,Illinois,301.0,39.0,125.0,131.0,6.0,2358.0,42.0,177.0,916.0,535.0,251.0,314.0,123.0,13.0,41.5,43.5,2.0,1.8,7.5,38.8,22.7,10.6,13.3,5.2,1275.0,59097.0,82390.0,3358.0,55.0,1.6,3303.0,98.4,3247.0,96.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.6
North Greene Jr/Sr High Sch,North Greene CUSD 3,431.0,425.8,62.0,62.0,Illinois,39.43704109999999,-90.40082459999999,250 East Sherman Street,62092,Greene County,White Hall,17061,"250 East Sherman Street, White Hall, Illinois, 62092",973900,17061973900,2021.0,973900.0,Greene County,Illinois,137.0,17.0,79.0,34.0,7.0,1518.0,37.0,101.0,819.0,313.0,77.0,94.0,77.0,12.4,57.7,24.8,5.1,2.4,6.7,54.0,20.6,5.1,6.2,5.1,893.0,42540.0,59054.0,2208.0,0.0,0.0,2208.0,100.0,2163.0,98.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.4,15.0,0.7
Greenfield High School,Greenfield CUSD 10,470.5,468.9,37.0,37.0,Illinois,39.3432015,-90.2086588,502 East Street,62044,Greene County,Greenfield,17061,"502 East Street, Greenfield, Illinois, 62044",973600,17061973600,2021.0,973600.0,Greene County,Illinois,258.0,57.0,111.0,66.0,24.0,2269.0,69.0,128.0,962.0,461.0,200.0,327.0,122.0,22.1,43.0,25.6,9.3,3.0,5.6,42.4,20.3,8.8,14.4,5.4,1029.0,61188.0,84191.0,3257.0,53.0,1.6,3204.0,98.4,3021.0,92.8,117.0,3.6,8.0,0.2,5.0,0.2,0.0,0.0,0.0,0.0,53.0,1.6
Jersey Comm High School,Jersey CUSD 100,492.4,483.5,186.0,186.0,Illinois,39.12583610000001,-90.328536,801 North State Street,62052,Jersey County,Jerseyville,17083,"801 North State Street, Jerseyville, Illinois, 62052",010100,17083010100,2021.0,10100.0,Jersey County,Illinois,367.0,16.0,162.0,103.0,86.0,3626.0,145.0,237.0,1302.0,617.0,567.0,466.0,292.0,4.4,44.1,28.1,23.4,4.0,6.5,35.9,17.0,15.6,12.9,8.1,1853.0,68706.0,81594.0,5074.0,36.0,0.7,5038.0,99.3,4864.0,95.9,10.0,0.2,0.0,0.0,12.0,0.2,39.0,0.8,0.0,0.0,113.0,2.2
Carlinville High School,Carlinville CUSD 1,517.0,500.8,92.0,92.0,Illinois,39.2793381,-89.89293529999999,829 West Main Street,62626,Macoupin County,Carlinville,17117,"829 West Main Street, Carlinville, Illinois, 62626",956400,17117956400,2021.0,956400.0,Macoupin County,Illinois,511.0,9.0,248.0,173.0,81.0,3730.0,173.0,474.0,1356.0,652.0,254.0,542.0,279.0,1.8,48.5,33.9,15.9,4.6,12.7,36.4,17.5,6.8,14.5,7.5,2052.0,46558.0,58188.0,5314.0,145.0,2.7,5169.0,97.3,4873.0,91.7,88.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,3.9
Northwestern High School,Northwestern CUSD 2,440.0,428.1,21.0,21.0,Illinois,39.4464216,-89.9931476,30889 Illinois 111,62674,Macoupin County,Palmyra,17117,"30889 Illinois 111, Palmyra, Illinois, 62674",956200,17117956200,2021.0,956200.0,Macoupin County,Illinois,141.0,9.0,104.0,26.0,2.0,1904.0,44.0,124.0,904.0,376.0,165.0,222.0,69.0,6.4,73.8,18.4,1.4,2.3,6.5,47.5,19.7,8.7,11.7,3.6,1025.0,51010.0,60663.0,2543.0,11.0,0.4,2532.0,99.6,2506.0,98.5,12.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.6
Mt Olive High School,Mount Olive CUSD 5,491.4,453.0,37.0,37.0,Illinois,39.0715972,-89.7384359,804 West Main Street,62069,Macoupin County,Mount Olive,17117,"804 West Main Street, Mount Olive, Illinois, 62069",957100,17117957100,2021.0,957100.0,Macoupin County,Illinois,173.0,26.0,62.0,75.0,10.0,2096.0,19.0,137.0,745.0,422.0,350.0,281.0,142.0,15.0,35.8,43.4,5.8,0.9,6.5,35.5,20.1,16.7,13.4,6.8,1192.0,53529.0,76163.0,2867.0,12.0,0.4,2855.0,99.6,2779.0,96.9,15.0,0.5,0.0,0.0,58.0,2.0,0.0,0.0,0.0,0.0,3.0,0.1
Staunton High School,Staunton CUSD 6,479.0,475.3,81.0,81.0,Illinois,39.0184376,-89.79522999999999,801 North Deneen Street,62088,Macoupin County,Staunton,17117,"801 North Deneen Street, Staunton, Illinois, 62088",957200,17117957200,2021.0,957200.0,Macoupin County,Illinois,437.0,33.0,241.0,111.0,52.0,3335.0,0.0,86.0,1422.0,1035.0,269.0,485.0,38.0,7.6,55.1,25.4,11.9,0.0,2.6,42.6,31.0,8.1,14.5,1.1,2014.0,53019.0,62843.0,4684.0,15.0,0.3,4669.0,99.7,4500.0,96.1,10.0,0.2,0.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,110.0,2.3
Gillespie High School,Gillespie CUSD 7,489.3,495.6,75.0,75.0,Illinois,39.1286642,-89.82632690000001,612 Broadway Street,62033,Macoupin County,Gillespie,17117,"612 Broadway Street, Gillespie, Illinois, 62033",956900,17117956900,2021.0,956900.0,Macoupin County,Illinois,175.0,25.0,79.0,71.0,0.0,2456.0,86.0,171.0,1015.0,588.0,146.0,305.0,145.0,14.3,45.1,40.6,0.0,3.5,7.0,41.3,23.9,5.9,12.4,5.9,1458.0,46613.0,64874.0,3399.0,1.0,0.0,3398.0,100.0,3296.0,97.0,7.0,0.2,15.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,80.0,2.4
Bunker Hill High School,Bunker Hill CUSD 8,470.4,437.6,51.0,51.0,Illinois,39.0400055,-89.96069659999999,314 South Meissner Street,62014,Macoupin County,Bunker Hill,17117,"314 South Meissner Street, Bunker Hill, Illinois, 62014",956700,17117956700,2021.0,956700.0,Macoupin County,Illinois,332.0,15.0,183.0,49.0,85.0,2712.0,59.0,226.0,1106.0,679.0,296.0,279.0,67.0,4.5,55.1,14.8,25.6,2.2,8.3,40.8,25.0,10.9,10.3,2.5,1408.0,63281.0,81275.0,3874.0,70.0,1.8,3804.0,98.2,3501.0,90.4,241.0,6.2,8.0,0.2,19.0,0.5,0.0,0.0,0.0,0.0,35.0,0.9
Southwestern High School,Southwestern CUSD 9,472.4,465.4,106.0,106.0,Illinois,39.1194911,-90.14037599999999,8226 Illinois 111,62079,Macoupin County,Piasa,17117,"8226 Illinois 111, Piasa, Illinois, 62079",956600,17117956600,2021.0,956600.0,Macoupin County,Illinois,277.0,38.0,76.0,152.0,11.0,3273.0,56.0,116.0,1300.0,670.0,461.0,493.0,177.0,13.7,27.4,54.9,4.0,1.7,3.5,39.7,20.5,14.1,15.1,5.4,1698.0,70179.0,85924.0,4739.0,76.0,1.6,4663.0,98.4,4529.0,95.6,9.0,0.2,13.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,112.0,2.4
North Mac High School,North Mac CUSD 34,481.4,448.3,69.0,69.0,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,021701,17179021701,2021.0,21701.0,Tazewell County,Illinois,384.0,82.0,111.0,114.0,77.0,3911.0,19.0,156.0,921.0,918.0,449.0,1009.0,439.0,21.4,28.9,29.7,20.1,0.5,4.0,23.5,23.5,11.5,25.8,11.2,2351.0,86202.0,97340.0,5805.0,110.0,1.9,5695.0,98.1,5626.0,96.9,16.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.9
