School Name,District Name,City,County,District Type,District Size,School Type,Grades Served,SAT Reading Average Score,SAT Math Average Score,SAT Reading Total Students Level 1 %,SAT Reading Total Students Level 2 %,SAT Reading Total Students Level 3 %,SAT Reading Total Students Level 4 %,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,SAT Reading Total Male Students Level 1 %,SAT Reading Total Male Students Level 2 %,SAT Reading Total Male Students Level 3 %,SAT Reading Total Male Students Level 4 %,Tests Taken,# Students SAT ELA Participation
Astoria High School,Astoria CUSD 1,Astoria,Fulton,UNIT,SMALL,HIGH SCHOOL,9 - 12,444.7,393.2,47.4,31.6,15.8,5.3,73.7,21.1,5.3,0.0,50.0,25.0,16.7,8.3,19.0,19.0
V I T Sr High School,V I T CUSD 2,Table Grove,Fulton,UNIT,SMALL,HIGH SCHOOL,9 - 12,450.8,410.0,37.5,41.7,16.7,4.2,66.7,20.8,12.5,0.0,44.4,33.3,16.7,5.6,24.0,24.0
Cuba Sr High School,CUSD 3 Fulton County,Cuba,Fulton,UNIT,SMALL,HIGH SCHOOL,9 - 12,457.7,422.3,30.0,63.3,6.7,0.0,63.3,33.3,3.3,0.0,35.7,64.3,0.0,0.0,30.0,30.0
Spoon River Valley Sr High Sch,Spoon River Valley CUSD 4,London Mills,Fulton,UNIT,SMALL,HIGH SCHOOL,9 - 12,465.2,420.0,30.4,47.8,21.7,0.0,60.9,30.4,8.7,0.0,42.9,35.7,21.4,0.0,23.0,23.0
Canton High School,Canton Union SD 66,Canton,Fulton,UNIT,LARGE,HIGH SCHOOL,9 - 12,477.6,478.7,30.0,42.0,24.0,4.0,40.0,31.3,26.0,2.7,36.4,35.1,23.4,5.2,150.0,150.0
Lewistown Jr/Sr High School,Lewistown CUSD 97,Lewistown,Fulton,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,456.9,406.4,42.2,42.2,13.3,2.2,75.6,15.6,8.9,0.0,45.8,41.7,12.5,0.0,45.0,45.0
Illini West High School,Illini West H S Dist 307,Carthage,Hancock,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,454.3,423.1,43.1,33.3,23.6,0.0,68.1,26.4,5.6,0.0,46.2,35.9,17.9,0.0,72.0,72.0
Warsaw Sr High School,Warsaw CUSD 316,Warsaw,Hancock,UNIT,SMALL,HIGH SCHOOL,9 - 12,487.1,443.6,23.8,42.9,33.3,0.0,54.8,35.7,9.5,0.0,20.0,55.0,25.0,0.0,42.0,42.0
Hamilton High School,Hamilton CCSD 328,Hamilton,Hancock,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,465.5,443.9,35.5,45.2,19.4,0.0,58.1,19.4,22.6,0.0,33.3,40.0,26.7,0.0,31.0,31.0
Southeastern Jr/Sr High School,Southeastern CUSD 337,Augusta,Hancock,UNIT,SMALL,HIGH SCHOOL,7 - 12,481.5,491.5,29.6,40.7,22.2,7.4,33.3,33.3,33.3,0.0,21.4,35.7,28.6,14.3,27.0,27.0
West Prairie Senior High School,West Prairie CUSD 103,Sciota,McDonough,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,461.5,431.3,30.8,59.0,10.3,0.0,61.5,30.8,7.7,0.0,30.4,56.5,13.0,0.0,39.0,39.0
Bushnell-Prairie City High Sch,Bushnell Prairie City CUSD 170,Bushnell,McDonough,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,422.7,412.0,58.2,36.4,5.5,0.0,70.4,27.8,1.9,0.0,77.8,18.5,3.7,0.0,54.0,55.0
Macomb Senior High School,Macomb CUSD 185,Macomb,McDonough,UNIT,LARGE,HIGH SCHOOL,9 - 12,508.4,464.9,27.3,35.7,22.4,14.7,46.5,26.8,23.9,2.8,33.3,37.3,17.3,12.0,142.0,143.0
Rushville-Industry High School,Schuyler-Industry CUSD 5,Rushville,Schuyler,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,477.1,469.6,30.6,49.0,14.3,6.1,44.9,30.6,22.4,2.0,32.3,45.2,12.9,9.7,49.0,49.0
DePue High School,DePue USD 103,DePue,Bureau,UNIT,SMALL,HIGH SCHOOL,9 - 12,412.2,425.0,72.2,22.2,5.6,0.0,61.1,38.9,0.0,0.0,,,,,18.0,18.0
La Moille Jr/Sr High School,La Moille CUSD 303,La Moille,Bureau,UNIT,SMALL,HIGH SCHOOL,7 - 12,468.6,460.0,50.0,21.4,21.4,7.1,57.1,7.1,35.7,0.0,,,,,14.0,14.0
Bureau Valley High School,Bureau Valley CUSD 340,Manlius,Bureau,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,497.4,489.1,19.5,49.4,24.7,6.5,33.8,37.7,24.7,3.9,24.4,53.3,17.8,4.4,77.0,77.0
Princeton High School,Princeton HSD 500,Princeton,Bureau,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,483.8,454.0,24.8,49.5,21.0,4.8,51.4,23.8,22.9,1.9,33.3,42.1,21.1,3.5,105.0,105.0
Hall High School,Hall HSD 502,Spring Valley,Bureau,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,460.7,455.5,36.2,47.8,13.0,2.9,46.4,30.4,20.3,2.9,39.5,41.9,14.0,4.7,69.0,69.0
Orion High School,Orion CUSD 223,Orion,Henry,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,492.8,504.8,26.6,39.2,31.6,2.5,39.2,13.9,39.2,7.6,31.9,36.2,29.8,2.1,79.0,79.0
Galva Jr-Sr High School,Galva CUSD 224,Galva,Henry,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,493.3,479.3,29.6,37.0,29.6,3.7,40.7,33.3,25.9,0.0,46.2,30.8,23.1,0.0,27.0,27.0
AlWood  Middle/High School,AlWood CUSD 225,Woodhull,Henry,UNIT,SMALL,HIGH SCHOOL,7 - 12,494.7,435.8,36.8,36.8,15.8,10.5,57.9,26.3,15.8,0.0,50.0,40.0,10.0,0.0,19.0,19.0
Annawan High School,Annawan CUSD 226,Annawan,Henry,UNIT,SMALL,HIGH SCHOOL,9 - 12,456.4,462.1,46.4,39.3,3.6,10.7,50.0,28.6,17.9,3.6,52.9,41.2,0.0,5.9,28.0,28.0
Cambridge Jr/Sr High School,Cambridge CUSD 227,Cambridge,Henry,UNIT,SMALL,HIGH SCHOOL,6 - 12,514.6,465.7,17.1,45.7,31.4,5.7,40.0,37.1,22.9,0.0,17.6,58.8,23.5,0.0,35.0,35.0
Geneseo High School,Geneseo CUSD 228,Geneseo,Henry,UNIT,LARGE,HIGH SCHOOL,9 - 12,520.7,503.1,17.3,39.8,30.1,12.8,31.4,29.6,33.6,5.3,26.6,33.9,25.7,13.8,226.0,226.0
Kewanee High School,Kewanee CUSD 229,Kewanee,Henry,UNIT,LARGE,HIGH SCHOOL,9 - 12,441.5,420.8,48.9,38.2,9.9,3.1,69.5,21.4,9.2,0.0,58.3,31.9,8.3,1.4,131.0,131.0
Wethersfield Jr/Sr High School,Wethersfield CUSD 230,Kewanee,Henry,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,482.0,449.3,23.3,53.3,16.7,6.7,50.0,33.3,13.3,3.3,29.4,52.9,17.6,0.0,30.0,30.0
Stark County High School,Stark County CUSD 100,Toulon,Stark,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,462.3,454.2,32.7,50.0,13.5,3.8,55.8,26.9,15.4,1.9,33.3,50.0,10.0,6.7,52.0,52.0
Cairo Jr/Sr High School,Cairo USD 1,Cairo,Alexander,UNIT,SMALL,HIGH SCHOOL,7 - 12,390.0,356.4,80.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,11.0,10.0
Egyptian Sr High School,Egyptian CUSD 5,Tamms,Alexander,UNIT,SMALL,HIGH SCHOOL,9 - 12,461.6,436.5,41.9,35.5,16.1,6.5,58.1,25.8,16.1,0.0,50.0,33.3,5.6,11.1,31.0,31.0
Carbondale Comm H S,Carbondale CHSD 165,Carbondale,Jackson,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,485.9,470.8,37.7,30.0,22.0,10.3,49.8,20.2,24.2,5.8,40.2,24.7,19.6,15.5,223.0,223.0
Trico Senior High School,Trico CUSD 176,Campbell Hill,Jackson,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,481.1,442.9,31.1,40.0,22.2,6.7,62.2,20.0,17.8,0.0,36.8,26.3,26.3,10.5,45.0,45.0
Murphysboro High School,Murphysboro CUSD 186,Murphysboro,Jackson,UNIT,LARGE,HIGH SCHOOL,9 - 12,469.6,455.5,38.6,43.6,10.0,7.9,54.7,19.7,22.6,2.9,37.5,40.6,14.1,7.8,137.0,140.0
Elverado High School,Elverado CUSD 196,Elkville,Jackson,UNIT,SMALL,HIGH SCHOOL,9 - 12,457.9,420.0,46.4,28.6,17.9,7.1,60.7,21.4,17.9,0.0,50.0,25.0,18.8,6.3,28.0,28.0
Pinckneyville Comm High School,Pinckneyville CHSD 101,Pinckneyville,Perry,HIGH SCHOOL,SMALL,HIGH SCHOOL,PK - 12,477.3,481.4,31.4,47.1,14.7,6.9,37.3,34.3,23.5,4.9,42.1,43.9,5.3,8.8,102.0,102.0
Du Quoin High School,Du Quoin CUSD 300,Du Quoin,Perry,UNIT,MEDIUM,HIGH SCHOOL,PK - 12,432.9,405.1,53.3,36.7,10.0,0.0,71.1,22.2,6.7,0.0,64.7,29.4,5.9,0.0,90.0,90.0
Century Jr/Sr High School,Century CUSD 100,Ullin,Pulaski,UNIT,SMALL,HIGH SCHOOL,6 - 12,438.3,410.3,50.0,36.7,13.3,0.0,66.7,30.0,3.3,0.0,57.9,31.6,10.5,0.0,30.0,30.0
Meridian High School,Meridian CUSD 101,Mounds,Pulaski,UNIT,SMALL,HIGH SCHOOL,6 - 12,420.3,389.7,60.0,33.3,6.7,0.0,83.3,13.3,3.3,0.0,64.3,28.6,7.1,0.0,30.0,30.0
Cobden High School,Cobden SUD 17,Cobden,Union,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,462.0,445.8,38.0,46.0,12.0,4.0,56.0,34.0,10.0,0.0,37.5,54.2,0.0,8.3,50.0,50.0
Dongola High School,Dongola USD 66,Dongola,Union,UNIT,SMALL,HIGH SCHOOL,9 - 12,444.7,415.3,47.4,31.6,21.1,0.0,68.4,21.1,10.5,0.0,,,,,19.0,19.0
Anna-Jonesboro High School,Anna Jonesboro CHSD 81,Anna,Union,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,460.3,437.7,37.5,44.2,15.0,3.3,50.8,40.0,9.2,0.0,36.2,48.3,13.8,1.7,120.0,120.0
Shawnee High School,Shawnee CUSD 84,Wolf Lake,Union,UNIT,SMALL,HIGH SCHOOL,9 - 12,442.8,423.3,33.3,61.1,5.6,0.0,61.1,38.9,0.0,0.0,30.0,70.0,0.0,0.0,18.0,18.0
Elgin High School,SD U-46,Elgin,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,432.0,425.1,54.6,34.5,8.0,2.9,69.5,18.8,10.2,1.6,56.5,31.8,8.2,3.4,688.0,689.0
Larkin High School,SD U-46,Elgin,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,431.1,410.8,52.5,37.5,8.4,1.7,73.0,20.0,6.4,0.6,56.6,33.5,7.0,2.8,646.0,647.0
Streamwood High School,SD U-46,Streamwood,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,446.6,435.3,46.7,38.6,10.2,4.6,63.9,20.6,12.5,3.0,53.3,33.3,9.3,4.0,569.0,569.0
Bartlett High School,SD U-46,Bartlett,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,481.0,461.8,32.4,37.9,22.1,7.5,51.5,24.4,19.9,4.3,36.4,37.1,20.7,5.8,584.0,584.0
South Elgin High School,SD U-46,South Elgin,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,482.7,471.6,30.8,38.8,22.3,8.1,46.8,24.9,23.0,5.4,36.0,35.7,19.9,8.4,710.0,710.0
Batavia Sr High School,Batavia USD 101,Batavia,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,533.5,531.5,15.4,35.9,31.9,16.9,23.5,27.1,38.1,11.2,18.2,39.4,28.6,13.9,472.0,474.0
West Aurora High School,Aurora West USD 129,Aurora,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,459.8,442.9,39.2,42.4,14.2,4.2,58.2,25.3,14.6,1.9,44.6,35.5,15.1,4.8,909.0,927.0
East High School,Aurora East USD 131,Aurora,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,422.4,407.3,57.9,34.2,6.7,1.1,74.3,18.3,6.8,0.6,64.0,29.2,6.0,0.7,1056.0,1060.0
Dundee-Crown High School,CUSD 300,Carpentersville,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,450.0,444.4,43.9,38.2,14.9,3.0,54.8,29.2,15.0,0.9,47.5,36.3,12.9,3.3,635.0,638.0
Hampshire High School,CUSD 300,Hampshire,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,503.8,490.2,20.2,45.3,24.9,9.5,36.8,30.2,29.4,3.6,25.6,43.1,22.4,8.9,495.0,495.0
Harry D Jacobs High School,CUSD 300,Algonquin,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,513.9,492.3,18.7,40.4,29.4,11.5,33.1,31.7,31.0,4.2,22.4,37.6,29.0,11.0,497.0,498.0
Central High School,Central CUSD 301,Burlington,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,527.3,526.5,13.2,41.0,32.6,13.2,21.9,25.8,43.9,8.4,15.1,40.3,30.8,13.8,312.0,312.0
Kaneland Senior High School,Kaneland CUSD 302,Maple Park,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,500.1,493.4,23.5,40.6,26.0,9.8,36.6,25.2,34.1,4.1,29.3,37.6,25.5,7.6,314.0,315.0
St Charles East High School,St Charles CUSD 303,Saint Charles,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,536.8,533.7,16.9,32.2,31.5,19.4,25.3,24.0,34.5,16.2,17.7,35.0,26.9,20.4,530.0,531.0
St Charles North High School,St Charles CUSD 303,Saint Charles,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,540.9,546.3,14.3,35.8,30.8,19.1,20.5,22.9,40.7,15.9,18.6,34.8,32.0,14.6,477.0,477.0
Geneva Community High School,Geneva CUSD 304,Geneva,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,549.1,548.1,8.6,35.5,36.9,19.1,17.4,28.5,40.7,13.4,9.3,38.0,34.1,18.5,403.0,409.0
Donovan Sr High School,Donovan CUSD 3,Donovan,Iroquois,UNIT,SMALL,HIGH SCHOOL,9 - 12,451.3,447.5,43.8,43.8,12.5,0.0,50.0,50.0,0.0,0.0,,,,,16.0,16.0
Central High School,Central CUSD 4,Clifton,Iroquois,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,492.2,459.6,16.2,58.8,25.0,0.0,47.1,38.2,14.7,0.0,12.8,61.5,25.6,0.0,68.0,68.0
Cissna Park Sr High School,Cissna Park CUSD 6,Cissna Park,Iroquois,UNIT,SMALL,HIGH SCHOOL,9 - 12,467.7,445.0,40.9,45.5,4.5,9.1,54.5,27.3,13.6,4.5,61.5,23.1,0.0,15.4,22.0,22.0
Watseka Comm High School,Iroquois County CUSD 9,Watseka,Iroquois,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,467.4,455.3,42.1,36.8,12.3,8.8,52.6,26.3,21.1,0.0,52.0,40.0,8.0,0.0,57.0,57.0
Iroquois West High School,Iroquois West CUSD 10,Gilman,Iroquois,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,450.4,433.9,40.2,47.6,11.0,1.2,64.6,22.0,13.4,0.0,33.3,56.9,7.8,2.0,82.0,82.0
Milford High School Campus,Milford Area Public Schools District 124,Milford,Iroquois,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,484.9,478.4,24.5,44.9,26.5,4.1,34.7,38.8,26.5,0.0,22.6,48.4,22.6,6.5,49.0,49.0
Momence High School,Momence CUSD 1,Momence,Kankakee,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,458.6,435.4,38.2,44.7,13.2,3.9,59.2,27.6,13.2,0.0,40.9,47.7,6.8,4.5,76.0,76.0
Herscher High School,Herscher CUSD 2,Herscher,Kankakee,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,484.6,496.5,22.6,47.0,27.8,2.6,33.0,27.0,34.8,5.2,22.7,51.5,24.2,1.5,116.0,116.0
Manteno High School,Manteno CUSD 5,Manteno,Kankakee,UNIT,LARGE,HIGH SCHOOL,8 - 12,476.8,455.5,33.7,36.1,24.3,5.9,52.1,23.1,21.9,3.0,39.1,32.6,23.9,4.3,170.0,170.0
Grant Park High School,Grant Park CUSD 6,Grant Park,Kankakee,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,498.6,460.0,24.5,38.8,32.7,4.1,44.9,34.7,18.4,2.0,30.0,40.0,25.0,5.0,49.0,49.0
Kankakee High School,Kankakee SD 111,Kankakee,Kankakee,UNIT,LARGE,HIGH SCHOOL,9 - 12,422.1,401.2,58.8,31.3,8.4,1.6,77.7,15.4,6.9,0.0,63.0,29.2,7.1,0.6,318.0,320.0
St Anne Comm High School,St Anne CHSD 302,Saint Anne,Kankakee,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,457.7,434.6,41.7,35.4,20.8,2.1,56.3,29.2,14.6,0.0,48.1,33.3,18.5,0.0,48.0,48.0
Bradley-Bourbonnais C High School,Bradley Bourbonnais CHSD 307,Bradley,Kankakee,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,483.2,455.1,32.1,39.8,21.0,7.0,50.5,24.3,23.9,1.4,38.6,34.9,21.6,5.0,440.0,442.0
West Central High School,West Central CUSD 235,Biggsville,Henderson,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,441.4,386.9,51.0,31.4,15.7,2.0,80.4,11.8,7.8,0.0,68.8,21.9,9.4,0.0,51.0,51.0
Knoxville Sr High School,Knoxville CUSD 202,Knoxville,Knox,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,462.4,451.8,36.8,43.4,18.4,1.3,48.7,27.6,22.4,1.3,39.5,39.5,18.6,2.3,76.0,76.0
Galesburg Senior High School,Galesburg CUSD 205,Galesburg,Knox,UNIT,LARGE,HIGH SCHOOL,9 - 12,457.6,434.5,41.6,39.3,15.2,4.0,60.6,25.8,10.9,2.6,44.9,37.0,13.8,4.3,302.0,303.0
R O W V A Jr and  Sr High School,R O W V A CUSD 208,Oneida,Knox,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,468.6,430.2,31.8,47.7,18.2,2.3,65.9,18.2,15.9,0.0,50.0,34.6,11.5,3.8,44.0,44.0
Williamsfield High School,Williamsfield CUSD 210,Williamsfield,Knox,UNIT,SMALL,HIGH SCHOOL,9 - 12,481.3,436.3,25.0,58.3,16.7,0.0,66.7,20.8,12.5,0.0,,,,,24.0,24.0
Abingdon-Avon High Sch,Abingdon-Avon CUSD 276,Abingdon,Knox,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,457.7,401.4,39.3,42.9,8.9,8.9,82.1,8.9,8.9,0.0,27.3,40.9,13.6,18.2,56.0,56.0
Mercer County High School,Mercer County School District 404,Aledo,Mercer,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,469.6,457.9,29.9,46.4,22.7,1.0,43.3,40.2,15.5,1.0,27.1,54.2,16.9,1.7,97.0,97.0
Monmouth-Roseville High Sch,Monmouth-Roseville CUSD 238,Monmouth,Warren,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,453.4,437.3,41.6,41.6,14.4,2.4,55.2,30.4,14.4,0.0,46.2,41.5,9.2,3.1,125.0,125.0
United High School,United CUSD 304,Monmouth,Warren,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,465.6,455.2,29.6,48.1,20.4,1.9,53.7,22.2,22.2,1.9,37.9,37.9,20.7,3.4,54.0,54.0
Waukegan High School,Waukegan CUSD 60,Waukegan,Lake,UNIT,LARGE,HIGH SCHOOL,9 - 12,418.6,402.4,58.6,34.7,6.0,0.7,76.0,17.5,6.3,0.2,63.2,30.4,5.9,0.5,1045.0,1048.0
Lake Zurich High School,Lake Zurich CUSD 95,Lake Zurich,Lake,UNIT,LARGE,HIGH SCHOOL,9 - 12,560.4,546.2,9.0,30.8,33.9,26.3,18.5,24.7,42.0,14.7,12.4,32.6,35.3,19.7,423.0,424.0
Deerfield High School,Twp HSD 113,Deerfield,Lake,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,580.9,585.0,8.4,23.4,31.5,36.7,14.4,15.5,43.6,26.4,7.6,20.5,31.4,40.5,368.0,369.0
Highland Park High School,Twp HSD 113,Highland Park,Lake,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,550.8,540.0,20.0,23.6,28.6,27.9,24.3,25.0,31.6,19.1,20.3,24.4,26.3,29.0,440.0,441.0
Lake Forest High School,Lake Forest CHSD 115,Lake Forest,Lake,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,571.3,570.0,7.8,31.6,30.7,29.9,15.2,20.6,43.9,20.3,10.8,30.6,31.7,26.9,374.0,374.0
Round Lake Senior High School,Round Lake CUSD 116,Round Lake,Lake,UNIT,LARGE,HIGH SCHOOL,9 - 12,434.9,417.9,48.6,41.0,8.8,1.6,67.8,23.7,8.1,0.3,57.9,32.4,8.3,1.4,582.0,583.0
Antioch Comm High School,CHSD 117,Antioch,Lake,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,498.4,478.5,23.0,44.6,23.6,8.9,43.5,24.5,26.8,5.2,26.7,43.6,21.2,8.5,306.0,305.0
Lakes Community High School,CHSD 117,Lake Villa,Lake,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,505.8,495.3,25.5,38.0,24.0,12.5,33.3,33.7,27.0,5.9,28.5,41.0,18.1,12.5,270.0,271.0
Wauconda High School,Wauconda CUSD 118,Wauconda,Lake,UNIT,LARGE,HIGH SCHOOL,9 - 12,502.6,478.4,21.6,44.8,24.5,9.1,42.6,32.0,19.7,5.6,22.7,44.2,25.6,7.6,319.0,319.0
Mundelein Cons High School,Mundelein Cons HSD 120,Mundelein,Lake,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,497.7,477.3,27.9,37.9,21.2,13.0,44.4,25.3,24.5,5.8,30.9,36.1,22.1,10.8,500.0,503.0
Warren Township High School,Warren Twp HSD 121,Gurnee,Lake,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,497.9,483.4,24.6,42.7,21.2,11.4,45.2,24.1,22.6,8.0,27.6,43.5,19.2,9.6,912.0,914.0
Grant Community High School,Grant CHSD 124,Fox Lake,Lake,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,474.5,472.4,34.4,42.2,17.2,6.2,46.4,26.3,23.6,3.8,37.2,42.7,14.1,6.0,453.0,453.0
Adlai E Stevenson High School,Adlai E Stevenson HSD 125,Lincolnshire,Lake,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,599.1,615.8,6.3,21.5,31.3,41.0,9.2,15.1,39.1,36.6,6.6,22.6,29.4,41.5,1099.0,1100.0
Zion-Benton Twnshp Hi Sch,Zion-Benton Twp HSD 126,Zion,Lake,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,436.8,410.5,52.8,34.1,9.4,3.6,75.9,13.7,9.5,1.0,60.0,27.3,8.8,3.8,497.0,498.0
New Tech High - Zion-Benton East,Zion-Benton Twp HSD 126,Zion,Lake,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,450.5,413.3,42.7,46.3,8.5,2.4,73.2,19.5,7.3,0.0,46.8,40.4,8.5,4.3,82.0,82.0
Grayslake Central High School,Grayslake CHSD 127,Grayslake,Lake,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,531.8,505.9,16.7,36.0,31.4,15.9,31.1,30.8,31.1,6.9,18.8,31.2,32.3,17.7,347.0,347.0
Grayslake North High School,Grayslake CHSD 127,Grayslake,Lake,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,521.0,505.3,18.9,37.1,28.3,15.6,34.3,25.2,32.4,8.2,22.0,37.3,25.4,15.3,307.0,308.0
Libertyville High School,CHSD 128,Libertyville,Lake,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,572.5,564.2,6.6,28.3,37.5,27.6,14.1,24.1,46.8,15.0,7.3,30.5,34.1,28.0,453.0,453.0
Vernon Hills High School,CHSD 128,Vernon Hills,Lake,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,553.8,564.6,12.7,31.8,29.1,26.4,18.3,22.9,37.7,21.0,12.0,30.1,30.6,27.3,372.0,372.0
North Chicago Community High Sch,North Chicago SD 187,North Chicago,Lake,UNIT,LARGE,HIGH SCHOOL,9 - 12,404.6,387.8,62.4,30.0,7.5,0.0,81.0,13.3,5.7,0.0,62.4,30.8,6.8,0.0,212.0,214.0
Barrington High School,Barrington CUSD 220,Barrington,Lake,UNIT,LARGE,HIGH SCHOOL,9 - 12,549.6,547.9,11.5,34.4,31.0,23.0,21.0,24.1,37.4,17.4,14.0,35.0,30.0,21.0,729.0,729.0
Leland High School,Leland CUSD 1,Leland,La Salle,UNIT,SMALL,HIGH SCHOOL,9 - 12,425.0,419.0,50.0,40.0,10.0,0.0,50.0,50.0,0.0,0.0,,,,,10.0,10.0
Serena High School,Serena CUSD 2,Serena,La Salle,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,469.3,438.7,39.1,32.6,26.1,2.2,56.5,30.4,13.0,0.0,58.6,24.1,17.2,0.0,46.0,46.0
Earlville Jr/Sr High School,Earlville CUSD 9,Earlville,La Salle,UNIT,SMALL,HIGH SCHOOL,9 - 12,447.2,439.2,40.0,48.0,12.0,0.0,60.0,20.0,20.0,0.0,54.5,36.4,9.1,0.0,25.0,25.0
Streator Twp High School,Streator Twp HSD 40,Streator,La Salle,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,460.7,429.7,46.7,32.8,14.4,6.1,65.6,21.1,13.3,0.0,59.0,27.7,8.4,4.8,180.0,180.0
La Salle-Peru Twp High School,La Salle-Peru Twp HSD 120,La Salle,La Salle,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,477.7,442.3,33.5,39.3,19.5,7.8,56.4,28.0,13.2,2.3,39.8,39.8,15.4,4.9,257.0,257.0
Ottawa Township High School,Ottawa Twp HSD 140,Ottawa,La Salle,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,472.6,440.3,37.0,38.5,18.3,6.1,59.5,24.0,14.9,1.5,38.8,36.4,19.4,5.4,262.0,262.0
Seneca High School,Seneca Twp HSD 160,Seneca,La Salle,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,482.7,464.4,30.9,45.4,17.5,6.2,46.4,32.0,17.5,4.1,38.3,42.6,14.9,4.3,97.0,97.0
Mendota Twp High School,Mendota Twp HSD 280,Mendota,La Salle,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,469.8,469.9,30.2,48.4,18.3,3.2,36.5,40.5,18.3,4.8,28.2,50.7,16.9,4.2,127.0,127.0
Henry-Senachwine High School,Henry-Senachwine CUSD 5,Henry,Marshall,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,475.0,448.3,27.8,58.3,13.9,0.0,61.1,25.0,13.9,0.0,29.4,58.8,11.8,0.0,36.0,36.0
