School Name,District Name,City,County,District Type,District Size,School Type,Grades Served,SAT Reading Average Score,SAT Math Average Score,SAT Reading Total Students Level 1 %,SAT Reading Total Students Level 2 %,SAT Reading Total Students Level 3 %,SAT Reading Total Students Level 4 %,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,SAT Reading Total Male Students Level 1 %,SAT Reading Total Male Students Level 2 %,SAT Reading Total Male Students Level 3 %,SAT Reading Total Male Students Level 4 %,Tests Taken,# Students SAT ELA Participation,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),Math Scores,RW Scores
Horizon Sci Academy - Southwest Charter,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,CHARTER SCH,K - 12,422.4,413.3,66.7,24.2,9.1,0,75.8,18.2,6.1,0,75,20,5,0,33,33,Illinois,41.7954406,-87.6822357,5401 South Western Avenue,60609,Cook County,Chicago,17031,"5401 South Western Avenue, Chicago, Illinois, 60609",630600,17031630600,2022,630600,Cook County,Illinois,279,41,91,69,78,1735,245,190,639,454,35,118,54,14.7,32.6,24.7,28,14.1,11,36.8,26.2,2,6.8,3.1,856,51643,64390,2746,2400,87.4,346,12.6,132,4.8,158,5.8,0,0,56,2,0,0,0,0,0,0,413.3,422.4
CICS - Longwood Campus,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,CHARTER SCH,12-Mar,412.7,390.6,68.7,27.7,3.6,0,79.5,19.3,1.2,0,62.2,33.3,4.4,0,83,83,Illinois,41.7203213,-87.6557986,1309 West 95th Street,60643,Cook County,Chicago,17031,"1309 West 95th Street, Chicago, Illinois, 60643",730400,17031730400,2022,730400,Cook County,Illinois,336,44,119,172,1,2900,43,406,666,797,171,586,231,13.1,35.4,51.2,0.3,1.5,14,23,27.5,5.9,20.2,8,1434,91284,99116,4070,43,1.1,4027,98.9,127,3.1,3871,95.1,10,0.2,0,0,0,0,0,0,19,0.5,390.6,412.7
Marine Leadership Academy - Ames,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,ELEMENTARY,12-Jul,457.8,429.4,31.2,57.6,10.4,0.8,56.8,35.2,8,0,27.1,61,10.2,1.7,125,125,Illinois,41.8561467,-87.658113,,N/A,Cook County,Chicago,17031,,310600,17031310600,2022,310600,Cook County,Illinois,610,0,118,236,256,4146,306,585,1005,465,59,1030,696,0,19.3,38.7,42,7.4,14.1,24.2,11.2,1.4,24.8,16.8,2349,73508,78978,5542,3364,60.7,2178,39.3,1557,28.1,116,2.1,0,0,386,7,0,0,99,1.8,20,0.4,429.4,457.8
Horizon Science Acad-McKinley Park Charter Sch,Horizon Science Acad-McKinley Park Charter Sch,Chicago,Cook,UNIT,MEDIUM,CHARTER SCH,K - 12,501.1,498.1,25.8,43.5,19.4,11.3,37.1,21,37.1,4.8,27.3,36.4,24.2,12.1,62,62,Illinois,41.8316175,-87.6729074,,N/A,Cook County,Chicago,17031,,840400,17031840400,2022,840400,Cook County,Illinois,51,0,20,24,7,2678,343,228,849,375,170,361,352,0,39.2,47.1,13.7,12.8,8.5,31.7,14,6.3,13.5,13.1,1168,71667,87595,3434,1252,36.5,2182,63.5,248,7.2,0,0,0,0,1934,56.3,0,0,0,0,0,0,498.1,501.1
ACE Amandla Charter School,ACE Amandla Charter School,Chicago,Cook,HIGH SCHOOL,SMALL,CHARTER SCH,12-Sep,415.7,392.6,56.5,34.8,8.7,0,78.3,17.4,4.3,0,57.1,28.6,14.3,0,23,23,Illinois,41.7692066,-87.6909357,6820 South Washtenaw Avenue,60629,Cook County,Chicago,17031,"6820 South Washtenaw Avenue, Chicago, Illinois, 60629",660900,17031660900,2022,660900,Cook County,Illinois,655,142,152,302,59,3225,52,408,1388,1112,146,57,62,21.7,23.2,46.1,9,1.6,12.7,43,34.5,4.5,1.8,1.9,1643,41032,61192,5631,1520,27,4111,73,144,2.6,3872,68.8,0,0,0,0,0,0,95,1.7,0,0,392.6,415.7
Intrinsic 2 Charter High School,Intrinsic 2 Charter High School,Chicago,Cook,HIGH SCHOOL,SMALL,HIGH SCHOOL,12-Sep,453.8,444.3,40.4,48.5,6.1,5.1,52,30.6,15.3,2,38.3,55.3,4.3,2.1,98,99,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2022,21701,Tazewell County,Illinois,320,34,116,122,48,4046,24,105,1054,1022,473,962,406,10.6,36.3,38.1,15,0.6,2.6,26.1,25.3,11.7,23.8,10,2364,99375,109090,5894,71,1.2,5823,98.8,5752,97.6,16,0.3,0,0,8,0.1,0,0,0,0,47,0.8,444.3,453.8
Genoa-Kingston High School,Genoa Kingston CUSD 424,Genoa,Dekalb,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,466.5,455,36.7,38.8,19.7,4.8,46.9,33.3,19.7,0,51.9,29.1,15.2,3.8,147,147,Illinois,42.1100869,-88.6723578,,N/A,DeKalb County,N/A,17037,,100,17037000100,2022,100,DeKalb County,Illinois,1063,16,439,564,44,4450,360,176,1303,1367,537,519,188,1.5,41.3,53.1,4.1,8.1,4,29.3,30.7,12.1,11.7,4.2,2524,83542,108069,6449,902,14,5547,86,5474,84.9,21,0.3,0,0,0,0,0,0,15,0.2,37,0.6,455,466.5
Indian Creek High School,Indian Creek CUSD 425,Shabbona,Dekalb,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,471.8,454.3,30,48.3,16.7,5,50,30,18.3,1.7,37.9,44.8,17.2,0,60,60,Illinois,41.763283,-88.8758973,506 South Shabbona Road,60550,DeKalb County,Shabbona,17037,"506 South Shabbona Road, Shabbona, Illinois, 60550",1800,17037001800,2022,1800,DeKalb County,Illinois,426,37,107,221,61,2602,58,92,822,760,217,413,240,8.7,25.1,51.9,14.3,2.2,3.5,31.6,29.2,8.3,15.9,9.2,1473,81250,95986,3919,278,7.1,3641,92.9,3399,86.7,62,1.6,4,0.1,17,0.4,0,0,18,0.5,141,3.6,454.3,471.8
Hiawatha Jr/Sr High School,Hiawatha CUSD 426,Kirkland,Dekalb,UNIT,MEDIUM,HIGH SCHOOL,12-Jun,455.2,456.3,40.7,48.1,11.1,0,55.6,29.6,14.8,0,50,35.7,14.3,0,27,27,Illinois,42.0925554,-88.8838834,,N/A,DeKalb County,N/A,17037,,200,17037000200,2022,200,DeKalb County,Illinois,394,25,237,120,12,3184,67,134,1050,927,372,350,284,6.3,60.2,30.5,3,2.1,4.2,33,29.1,11.7,11,8.9,1807,85430,97733,4615,332,7.2,4283,92.8,4084,88.5,33,0.7,0,0,0,0,0,0,3,0.1,163,3.5,456.3,455.2
Sycamore High School,Sycamore CUSD 427,Sycamore,Dekalb,UNIT,LARGE,HIGH SCHOOL,12-Sep,512,497.8,21,39,28.3,11.7,40,23.4,27.6,9,24.1,39.3,27.6,9,290,290,Illinois,41.9844989,-88.7034053,427 Spartan Trail,60178,DeKalb County,Sycamore,17037,"427 Spartan Trail, Sycamore, Illinois, 60178",500,17037000500,2022,500,DeKalb County,Illinois,382,4,109,214,55,2822,85,98,616,647,417,705,254,1,28.5,56,14.4,3,3.5,21.8,22.9,14.8,25,9,1786,68446,91266,4065,576,14.2,3489,85.8,3204,78.8,137,3.4,0,0,43,1.1,0,0,7,0.2,98,2.4,497.8,512
DeKalb High School,DeKalb CUSD 428,Dekalb,Dekalb,UNIT,LARGE,HIGH SCHOOL,12-Sep,463.8,441.5,37,39.4,18,5.5,54.8,25.2,18.8,1.2,44.3,35.4,17.1,3.3,509,510,Illinois,41.9546512,-88.758502,501 West Dresser Road,60115,DeKalb County,DeKalb,17037,"501 West Dresser Road, DeKalb, Illinois, 60115",1004,17037001004,2022,1003,DeKalb County,Illinois,263,70,29,104,60,1235,37,44,272,203,79,287,313,26.6,11,39.5,22.8,3,3.6,22,16.4,6.4,23.2,25.3,671,78603,112600,1953,95,4.9,1858,95.1,1504,77,147,7.5,0,0,74,3.8,0,0,2,0.1,131,6.7,441.5,463.8
Hinckley-Big Rock High School,Hinckley Big Rock CUSD 429,Hinckley,Dekalb,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,484.5,461.4,35.7,38.1,19,7.1,40.5,38.1,21.4,0,44,36,20,0,42,42,Illinois,41.7705168,-88.6305496,700 East Lincoln Avenue,60520,DeKalb County,Hinckley,17037,"700 East Lincoln Avenue, Hinckley, Illinois, 60520",1700,17037001700,2022,1700,DeKalb County,Illinois,375,69,139,143,24,2206,28,92,586,625,288,379,208,18.4,37.1,38.1,6.4,1.3,4.2,26.6,28.3,13.1,17.2,9.4,1311,90391,102054,3515,260,7.4,3255,92.6,3057,87,14,0.4,0,0,45,1.3,0,0,9,0.3,130,3.7,461.4,484.5
Sandwich Community High School,Sandwich CUSD 430,Sandwich,Dekalb,UNIT,LARGE,HIGH SCHOOL,12-Sep,474.3,443,35.3,39.2,22.2,3.3,57.5,25.5,14.4,2.6,38.8,37.6,20,3.5,153,153,Illinois,41.6394015,-88.6150261,515 Lions Road,60548,DeKalb County,Sandwich,17037,"515 Lions Road, Sandwich, Illinois, 60548",2100,17037002100,2022,2100,DeKalb County,Illinois,128,13,57,51,7,1646,18,150,613,433,153,180,99,10.2,44.5,39.8,5.5,1.1,9.1,37.2,26.3,9.3,10.9,6,912,73750,80194,2387,349,14.6,2038,85.4,1868,78.3,47,2,4,0.2,71,3,0,0,0,0,48,2,443,474.3
Somonauk High School,Somonauk CUSD 432,Somonauk,Dekalb,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,486.7,475.2,27.6,48.3,15.5,8.6,44.8,24.1,24.1,6.9,47.4,26.3,15.8,10.5,58,58,Illinois,41.6317329,-88.6901245,501 West Market Street,60552,DeKalb County,Somonauk,17037,"501 West Market Street, Somonauk, Illinois, 60552",1900,17037001900,2022,1900,DeKalb County,Illinois,303,53,70,175,5,1573,6,50,567,447,180,215,108,17.5,23.1,57.8,1.7,0.4,3.2,36,28.4,11.4,13.7,6.9,873,90536,117989,2422,61,2.5,2361,97.5,2287,94.4,0,0,0,0,0,0,0,0,26,1.1,48,2,475.2,486.7
Clinton High School,Clinton CUSD 15,Clinton,Dewitt,UNIT,LARGE,HIGH SCHOOL,12-Sep,446.8,417.5,47.1,31.8,14.1,7.1,63.5,25.9,9.4,1.2,58,28,10,4,87,87,Illinois,40.1457402,-88.978033,1200 Illinois 54,61727,De Witt County,Clinton,17039,"1200 Illinois 54, Clinton, Illinois, 61727",971800,17039971800,2022,971800,De Witt County,Illinois,404,75,128,126,75,2344,61,101,997,617,163,287,118,18.6,31.7,31.2,18.6,2.6,4.3,42.5,26.3,7,12.2,5,1599,51217,73158,3561,139,3.9,3422,96.1,3304,92.8,0,0,0,0,0,0,0,0,0,0,118,3.3,417.5,446.8
Blue Ridge High School,Blue Ridge CUSD 18,Farmer City,Dewitt,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,488.9,459.1,25.7,42.9,25.7,5.7,48.6,28.6,22.9,0,38.9,38.9,11.1,11.1,35,35,Illinois,40.2475142,-88.646897,411 North John Street,61842,De Witt County,Farmer City,17039,"411 North John Street, Farmer City, Illinois, 61842",971400,17039971400,2022,971400,De Witt County,Illinois,171,30,58,83,0,1726,16,94,571,451,193,202,199,17.5,33.9,48.5,0,0.9,5.4,33.1,26.1,11.2,11.7,11.5,930,70000,79172,2310,16,0.7,2294,99.3,2284,98.9,1,0,0,0,9,0.4,0,0,0,0,0,0,459.1,488.9
Woodland High School,Woodland CUSD 5,Streator,Livingston,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,453.2,441.6,35.1,54.1,8.1,2.7,67.6,16.2,10.8,5.4,50,40,5,5,37,37,Illinois,41.0606875,-88.8178214,5800 East 3000 North Road,61364,Livingston County,Streator,17105,"5800 East 3000 North Road, Streator, Illinois, 61364",960300,17105960300,2022,960300,Livingston County,Illinois,147,49,19,56,23,2383,33,231,1033,554,220,206,106,33.3,12.9,38.1,15.6,1.4,9.7,43.3,23.2,9.2,8.6,4.4,1392,65455,78981,2860,214,7.5,2646,92.5,2614,91.4,30,1,0,0,0,0,0,0,0,0,2,0.1,441.6,453.2
Tri-Point High School,Tri Point CUSD 6-J,Cullom,Livingston,UNIT,SMALL,HIGH SCHOOL,12-Sep,442.3,415.2,45.2,38.7,12.9,3.2,74.2,12.9,12.9,0,41.2,35.3,23.5,0,31,31,Illinois,40.8819168,-88.2683583,100 East Van Alstyne Street,60929,Livingston County,Cullom,17105,"100 East Van Alstyne Street, Cullom, Illinois, 60929",960200,17105960200,2022,960200,Livingston County,Illinois,222,37,113,62,10,2175,80,124,767,624,212,272,96,16.7,50.9,27.9,4.5,3.7,5.7,35.3,28.7,9.7,12.5,4.4,1299,78385,98194,3244,81,2.5,3163,97.5,3066,94.5,0,0,0,0,2,0.1,0,0,0,0,95,2.9,415.2,442.3
Prairie Central High School,Prairie Central CUSD 8,Fairbury,Livingston,UNIT,LARGE,HIGH SCHOOL,12-Sep,482.5,463.1,29.1,47.3,17.3,6.4,44.5,35.5,19.1,0.9,29.6,51.9,13,5.6,110,110,Illinois,40.751677,-88.506211,411 North 7th Street,61739,Livingston County,Fairbury,17105,"411 North 7th Street, Fairbury, Illinois, 61739",960800,17105960800,2022,960800,Livingston County,Illinois,399,119,192,82,6,3787,136,120,1350,745,524,627,285,29.8,48.1,20.6,1.5,3.6,3.2,35.6,19.7,13.8,16.6,7.5,2298,77065,91644,5502,225,4.1,5277,95.9,5088,92.5,59,1.1,0,0,34,0.6,0,0,0,0,96,1.7,463.1,482.5
Flanagan-Cornell High School,Flanagan-Cornell Dist 74,Flanagan,Livingston,UNIT,SMALL,HIGH SCHOOL,12-Sep,462.1,424.6,28.6,57.1,14.3,0,64.3,28.6,7.1,0,46.2,53.8,0,0,28,28,Illinois,40.8716333,-88.8572328,202 East Falcon Highway,61740,Livingston County,Flanagan,17105,"202 East Falcon Highway, Flanagan, Illinois, 61740",960400,17105960400,2022,960400,Livingston County,Illinois,283,77,133,67,6,2223,45,84,811,435,222,497,129,27.2,47,23.7,2.1,2,3.8,36.5,19.6,10,22.4,5.8,1281,81250,97418,3234,72,2.2,3162,97.8,3084,95.4,11,0.3,0,0,9,0.3,0,0,0,0,58,1.8,424.6,462.1
Pontiac High School,Pontiac Twp HSD 90,Pontiac,Livingston,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,12-Sep,467.5,451.8,32.3,46.7,17.4,3.6,53.9,22.8,21,2.4,36.5,43.8,16.7,3.1,168,168,Illinois,40.9097631,-88.5951751,,N/A,Livingston County,N/A,17105,,960200,17105960200,2022,960200,Livingston County,Illinois,222,37,113,62,10,2175,80,124,767,624,212,272,96,16.7,50.9,27.9,4.5,3.7,5.7,35.3,28.7,9.7,12.5,4.4,1299,78385,98194,3244,81,2.5,3163,97.5,3066,94.5,0,0,0,0,2,0.1,0,0,0,0,95,2.9,451.8,467.5
Dwight High School,Dwight Twp HSD 230,Dwight,Livingston,HIGH SCHOOL,SMALL,HIGH SCHOOL,12-Sep,455.5,433.3,41.8,43.6,10.9,3.6,61.8,25.5,12.7,0,54.3,40,2.9,2.9,55,55,Illinois,41.0858605,-88.4263953,801 South Franklin Street,60420,Livingston County,Dwight,17105,"801 South Franklin Street, Dwight, Illinois, 60420",960100,17105960100,2022,960100,Livingston County,Illinois,392,70,182,119,21,2578,102,148,1053,585,159,298,233,17.9,46.4,30.4,5.4,4,5.7,40.8,22.7,6.2,11.6,9,1542,66948,85659,3814,351,9.2,3463,90.8,3313,86.9,42,1.1,0,0,0,0,0,0,0,0,108,2.8,433.3,455.5
Hartsburg-Emden Jr-Sr High School,Hartsburg Emden CUSD 21,Hartsburg,Logan,UNIT,SMALL,HIGH SCHOOL,12-Jun,467.9,456.3,31.6,47.4,21.1,0,47.4,31.6,15.8,5.3,33.3,41.7,25,0,19,19,Illinois,40.2490973,-89.4440717,400 West Front Street,62643,Logan County,Hartsburg,17107,"400 West Front Street, Hartsburg, Illinois, 62643",953000,17107953000,2022,953000,Logan County,Illinois,168,41,65,47,15,1644,18,41,569,372,193,326,125,24.4,38.7,28,8.9,1.1,2.5,34.6,22.6,11.7,19.8,7.6,1004,79020,96810,2483,112,4.5,2371,95.5,2250,90.6,0,0,2,0.1,24,1,0,0,0,0,95,3.8,456.3,467.9
Mount Pulaski High School,Mt Pulaski CUSD 23,Mount Pulaski,Logan,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,473.9,440.3,25,55.6,19.4,0,52.8,27.8,19.4,0,30,50,20,0,36,36,Illinois,39.9999016,-89.341667,,N/A,Logan County,N/A,17107,,953500,17107953500,2022,953500,Logan County,Illinois,232,62,105,59,6,3906,147,622,1151,1138,295,372,181,26.7,45.3,25.4,2.6,3.8,15.9,29.5,29.1,7.6,9.5,4.6,1001,90729,99552,4713,311,6.6,4402,93.4,3214,68.2,1038,22,8,0.2,0,0,1,0,14,0.3,127,2.7,440.3,473.9
Lincoln Comm High School,Lincoln CHSD 404,Lincoln,Logan,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,12-Sep,480.2,455.6,33.9,34.4,26.7,5,51.7,23.9,20,4.4,35.6,31,28.7,4.6,181,181,Illinois,40.1369548,-89.3571424,1000 Railer Way,62656,Logan County,Lincoln,17107,"1000 Railer Way, Lincoln, Illinois, 62656",953300,17107953300,2022,953300,Logan County,Illinois,306,20,46,88,152,2343,59,130,1055,667,185,175,72,6.5,15,28.8,49.7,2.5,5.5,45,28.5,7.9,7.5,3.1,1538,54015,68897,3223,0,0,3223,100,3099,96.2,4,0.1,0,0,0,0,0,0,0,0,120,3.7,455.6,480.2
LeRoy High School,LeRoy CUSD 2,Le Roy,McLean,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,496.7,499.1,22.2,44.4,26.7,6.7,31.1,35.6,31.1,2.2,30.8,50,19.2,0,45,45,Illinois,40.3467216,-88.7554602,505 East Center Street,61752,McLean County,Le Roy,17113,"505 East Center Street, Le Roy, Illinois, 61752",5501,17113005501,2022,5501,McLean County,Illinois,259,10,84,159,6,1637,0,29,705,288,148,362,105,3.9,32.4,61.4,2.3,0,1.8,43.1,17.6,9,22.1,6.4,927,83678,97506,2314,0,0,2314,100,2266,97.9,17,0.7,0,0,0,0,0,0,0,0,31,1.3,499.1,496.7
Tri-Valley High School,Tri Valley CUSD 3,Downs,McLean,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,522.6,510.6,14.6,41.5,31.7,12.2,26.8,40.2,25.6,7.3,18.4,39.5,26.3,15.8,82,82,Illinois,40.3944514,-88.8669409,503 East Washington Street,61736,McLean County,Downs,17113,"503 East Washington Street, Downs, Illinois, 61736",5401,17113005401,2022,5401,McLean County,Illinois,199,19,29,128,23,4359,15,53,974,572,328,1749,668,9.5,14.6,64.3,11.6,0.3,1.2,22.3,13.1,7.5,40.1,15.3,2300,148426,166679,6844,305,4.5,6539,95.5,6013,87.9,119,1.7,0,0,201,2.9,0,0,0,0,206,3,510.6,522.6
Heyworth Jr-Sr High School,Heyworth CUSD 4,Heyworth,McLean,UNIT,MEDIUM,HIGH SCHOOL,12-Jul,511.3,482.7,20,41.7,21.7,16.7,45,25,26.7,3.3,34.5,37.9,17.2,10.3,60,60,Illinois,40.3452065,-88.9796776,,N/A,McLean County,N/A,17113,,5401,17113005401,2022,5401,McLean County,Illinois,199,19,29,128,23,4359,15,53,974,572,328,1749,668,9.5,14.6,64.3,11.6,0.3,1.2,22.3,13.1,7.5,40.1,15.3,2300,148426,166679,6844,305,4.5,6539,95.5,6013,87.9,119,1.7,0,0,201,2.9,0,0,0,0,206,3,482.7,511.3
Normal Community High School,McLean County USD 5,Normal,McLean,UNIT,LARGE,HIGH SCHOOL,12-Sep,522.9,504.5,17.1,41.7,23.7,17.6,35.4,23.7,32.2,8.7,20.3,39.6,22.2,17.9,428,429,Illinois,40.5331469,-88.9148899,3900 East Raab Road,61761,McLean County,Normal,17113,"3900 East Raab Road, Normal, Illinois, 61761",5102,17113005102,2022,5102,McLean County,Illinois,467,47,161,229,30,5004,30,146,1465,934,442,1471,516,10.1,34.5,49,6.4,0.6,2.9,29.3,18.7,8.8,29.4,10.3,2792,98480,131539,7353,96,1.3,7257,98.7,6961,94.7,115,1.6,0,0,136,1.8,0,0,2,0,43,0.6,504.5,522.9
Normal Community West High School,McLean County USD 5,Normal,McLean,UNIT,LARGE,HIGH SCHOOL,12-Sep,494.8,471.8,23.2,45.4,21.5,9.9,45.3,28.6,22.8,3.4,25.6,41.4,23.3,9.7,414,415,Illinois,40.5227489,-89.0231607,501 North Parkside Road,61761,McLean County,Normal,17113,"501 North Parkside Road, Normal, Illinois, 61761",108,17113000108,2022,108,McLean County,Illinois,2292,0,319,1625,348,2078,0,44,522,509,116,635,252,0,13.9,70.9,15.2,0,2.1,25.1,24.5,5.6,30.6,12.1,2020,28645,55363,5574,244,4.4,5330,95.6,3423,61.4,1657,29.7,0,0,172,3.1,0,0,0,0,78,1.4,471.8,494.8
YBMC Charter Sch,McLean County USD 5,Normal,McLean,UNIT,LARGE,CHARTER SCH,12-Nov,374,356,80,20,0,0,100,0,0,0,,,,,15,15,Illinois,40.4964232,-89.0339033,360 Wylie Drive,61761,McLean County,Normal,17113,"360 Wylie Drive, Normal, Illinois, 61761",302,17113000302,2022,302,McLean County,Illinois,483,144,13,123,203,4061,16,56,921,852,350,1130,736,29.8,2.7,25.5,42,0.4,1.4,22.7,21,8.6,27.8,18.1,2466,74302,112699,5411,224,4.1,5187,95.9,4140,76.5,953,17.6,0,0,28,0.5,0,0,0,0,66,1.2,356,374
Lexington High School,Lexington CUSD 7,Lexington,McLean,UNIT,SMALL,HIGH SCHOOL,12-Sep,480.6,457.1,34.3,45.7,14.3,5.7,45.7,34.3,17.1,2.9,26.3,47.4,21.1,5.3,35,35,Illinois,40.6484484,-88.7686382,,N/A,McLean County,N/A,17113,,5700,17113005700,2022,5700,McLean County,Illinois,534,181,108,229,16,3248,37,105,1151,650,199,718,388,33.9,20.2,42.9,3,1.1,3.2,35.4,20,6.1,22.1,11.9,1918,81563,112936,4998,123,2.5,4875,97.5,4799,96,20,0.4,0,0,19,0.4,0,0,0,0,37,0.7,457.1,480.6
Olympia High School,Olympia CUSD 16,Stanford,McLean,UNIT,LARGE,HIGH SCHOOL,12-Sep,481.2,470.8,30.6,47.9,15.7,5.8,41.3,36.4,18.2,4.1,38.5,38.5,16.9,6.2,121,121,Illinois,40.396282,-89.2469168,7832 North 100 East Road,61774,McLean County,Stanford,17113,"7832 North 100 East Road, Stanford, Illinois, 61774",6000,17113006000,2022,6000,McLean County,Illinois,320,5,104,179,32,2358,7,52,864,478,265,439,253,1.6,32.5,55.9,10,0.3,2.2,36.6,20.3,11.2,18.6,10.7,1286,94500,112492,3473,120,3.5,3353,96.5,3248,93.5,11,0.3,0,0,22,0.6,0,0,0,0,72,2.1,470.8,481.2
Ridgeview High School,Ridgeview CUSD 19,Colfax,McLean,UNIT,MEDIUM,HIGH SCHOOL,12-Sep,474.2,461.1,23.7,60.5,10.5,5.3,52.6,23.7,21.1,2.6,26.3,52.6,10.5,10.5,38,38,Illinois,40.5636951,-88.6134282,202 East Wood Street,61728,McLean County,Colfax,17113,"202 East Wood Street, Colfax, Illinois, 61728",5601,17113005601,2022,5601,McLean County,Illinois,142,23,85,34,0,1184,0,42,502,233,151,167,89,16.2,59.9,23.9,0,0,3.5,42.4,19.7,12.8,14.1,7.5,674,67619,98075,1896,119,6.3,1777,93.7,1724,90.9,0,0,1,0.1,0,0,0,0,0,0,52,2.7,461.1,474.2
Bloomington High School,Bloomington SD 87,Bloomington,McLean,UNIT,LARGE,HIGH SCHOOL,12-Sep,463.2,428.6,39.2,39.2,15.6,5.9,64,21.3,12.6,2.1,38.7,41.4,14.7,5.2,391,392,Illinois,40.4868418,-88.973913,1202 East Locust Street,61701,McLean County,Bloomington,17113,"1202 East Locust Street, Bloomington, Illinois, 61701",1200,17113001200,2022,1200,McLean County,Illinois,258,9,69,146,34,1649,10,53,399,292,159,498,238,3.5,26.7,56.6,13.2,0.6,3.2,24.2,17.7,9.6,30.2,14.4,1191,58103,92736,2282,56,2.5,2226,97.5,1655,72.5,394,17.3,5,0.2,81,3.5,7,0.3,0,0,84,3.7,428.6,463.2
Hinsdale Central High School,Hinsdale Twp HSD 86,Hinsdale,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,12-Sep,598.3,601,5.7,23.1,31.3,39.9,12.1,15.3,39.5,33.1,5.5,22.6,30.3,41.6,653,654,Illinois,41.7871129,-87.9318318,5500 South Grant Street,60521,DuPage County,Hinsdale,17043,"5500 South Grant Street, Hinsdale, Illinois, 60521",845401,17043845401,2022,845401,DuPage County,Illinois,132,20,13,38,61,2731,15,77,119,267,184,717,1352,15.2,9.8,28.8,46.2,0.5,2.8,4.4,9.8,6.7,26.3,49.5,1411,247250,342709,3944,345,8.7,3599,91.3,2357,59.8,106,2.7,0,0,1028,26.1,0,0,0,0,108,2.7,601,598.3
Hinsdale South High School,Hinsdale Twp HSD 86,Darien,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,12-Sep,517.3,512.1,22.8,38.1,20.7,18.3,32.7,27.9,28.2,11.1,25.9,35.3,21.8,17.1,333,333,Illinois,41.7537297,-87.9527911,7401 Clarendon Hills Road,60561,DuPage County,Darien,17043,"7401 Clarendon Hills Road, Darien, Illinois, 60561",845811,17043845811,2022,845811,DuPage County,Illinois,245,49,77,83,36,2448,10,82,755,476,230,570,325,20,31.4,33.9,14.7,0.4,3.3,30.8,19.4,9.4,23.3,13.3,1380,100149,111598,3412,323,9.5,3089,90.5,2575,75.5,178,5.2,0,0,249,7.3,0,0,0,0,87,2.5,512.1,517.3
