School Name,District Name,Reading/Writing Score,Math Score,Tests Taken,# Students SAT ELA Participation,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
Pana Sr High School,Pana CUSD 8,473.0,438.6,79.0,79.0,Illinois,39.3588992,-89.1324866,,N/A,Christian County,N/A,17021,,958700,17021958700,2023.0,958700.0,Christian County,Illinois,446.0,74.0,94.0,265.0,13.0,4177.0,111.0,490.0,1733.0,905.0,331.0,364.0,243.0,16.6,21.1,59.4,2.9,2.7,11.7,41.5,21.7,7.9,8.7,5.8,1735.0,60172.0,73839.0,5416.0,376.0,6.9,5040.0,93.1,4628.0,85.5,292.0,5.4,1.0,0.0,14.0,0.3,3.0,0.1,0.0,0.0,102.0,1.9
South Fork Jr Sr High School,South Fork SD 14,417.0,393.5,20.0,20.0,Illinois,39.5881153,-89.4124539,612 Dial Street,62540,Christian County,Kincaid,17021,"612 Dial Street, Kincaid, Illinois, 62540",958200,17021958200,2023.0,958200.0,Christian County,Illinois,219.0,2.0,71.0,104.0,42.0,2480.0,15.0,152.0,1252.0,594.0,234.0,157.0,76.0,0.9,32.4,47.5,19.2,0.6,6.1,50.5,24.0,9.4,6.3,3.1,1528.0,66944.0,90729.0,3375.0,240.0,7.1,3135.0,92.9,3094.0,91.7,0.0,0.0,0.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,38.0,1.1
Altamont High School,Altamont CUSD 10,462.2,445.3,59.0,59.0,Illinois,39.0590516,-88.7408097,7 South Ewing Street,62411,Effingham County,Altamont,17049,"7 South Ewing Street, Altamont, Illinois, 62411",950300,17049950300,2023.0,950300.0,Effingham County,Illinois,211.0,37.0,109.0,62.0,3.0,3135.0,131.0,97.0,1070.0,837.0,440.0,407.0,153.0,17.5,51.7,29.4,1.4,4.2,3.1,34.1,26.7,14.0,13.0,4.9,1736.0,78448.0,89821.0,4333.0,16.0,0.4,4317.0,99.6,4238.0,97.8,26.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,48.0,1.1
Beecher City Jr-Sr High School,Beecher City CUSD 20,504.2,524.2,24.0,24.0,Illinois,39.1682823,-88.7301525,,N/A,Effingham County,N/A,17049,,950200,17049950200,2023.0,950200.0,Effingham County,Illinois,221.0,14.0,104.0,70.0,33.0,3339.0,60.0,132.0,944.0,647.0,521.0,729.0,306.0,6.3,47.1,31.7,14.9,1.8,4.0,28.3,19.4,15.6,21.8,9.2,1935.0,91875.0,122235.0,4812.0,49.0,1.0,4763.0,99.0,4727.0,98.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.7
Dieterich Jr/Sr High School,Dieterich CUSD 30,468.6,468.9,35.0,35.0,Illinois,39.0575103,-88.38257589999999,108 West Church Street,62424,Effingham County,Dieterich,17049,"108 West Church Street, Dieterich, Illinois, 62424",950500,17049950500,2023.0,950500.0,Effingham County,Illinois,155.0,17.0,42.0,56.0,40.0,2963.0,45.0,98.0,1089.0,581.0,386.0,587.0,177.0,11.0,27.1,36.1,25.8,1.5,3.3,36.8,19.6,13.0,19.8,6.0,1676.0,74917.0,89896.0,4414.0,66.0,1.5,4348.0,98.5,4285.0,97.1,0.0,0.0,0.0,0.0,18.0,0.4,0.0,0.0,6.0,0.1,39.0,0.9
Effingham High School,Effingham CUSD 40,471.2,451.4,168.0,168.0,Illinois,39.1163715,-88.55758709999999,1301 Grove Avenue,62401,Effingham County,Effingham,17049,"1301 Grove Avenue, Effingham, Illinois, 62401",950800,17049950800,2023.0,950800.0,Effingham County,Illinois,508.0,86.0,190.0,131.0,101.0,2621.0,140.0,108.0,822.0,476.0,370.0,435.0,270.0,16.9,37.4,25.8,19.9,5.3,4.1,31.4,18.2,14.1,16.6,10.3,1708.0,64700.0,75481.0,4031.0,397.0,9.8,3634.0,90.2,3514.0,87.2,31.0,0.8,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.0,2.1
Teutopolis High School,Teutopolis CUSD 50,503.4,492.0,93.0,93.0,Illinois,39.1288995,-88.4872311,801 West Main Street,62467,Effingham County,Teutopolis,17049,"801 West Main Street, Teutopolis, Illinois, 62467",950100,17049950100,2023.0,950100.0,Effingham County,Illinois,353.0,46.0,115.0,160.0,32.0,2710.0,19.0,77.0,891.0,518.0,387.0,530.0,288.0,13.0,32.6,45.3,9.1,0.7,2.8,32.9,19.1,14.3,19.6,10.6,1586.0,93393.0,133825.0,4044.0,39.0,1.0,4005.0,99.0,3802.0,94.0,19.0,0.5,0.0,0.0,81.0,2.0,0.0,0.0,8.0,0.2,95.0,2.3
Brownstown High School,Brownstown CUSD 201,456.2,434.8,21.0,21.0,Illinois,38.9919794,-88.9573503,421 South College Avenue,62418,Fayette County,Brownstown,17051,"421 South College Avenue, Brownstown, Illinois, 62418",950600,17051950600,2023.0,950600.0,Fayette County,Illinois,131.0,20.0,67.0,28.0,16.0,1535.0,10.0,83.0,637.0,335.0,222.0,216.0,32.0,15.3,51.1,21.4,12.2,0.7,5.4,41.5,21.8,14.5,14.1,2.1,907.0,60063.0,74329.0,2196.0,5.0,0.2,2191.0,99.8,2132.0,97.1,0.0,0.0,5.0,0.2,19.0,0.9,0.0,0.0,0.0,0.0,35.0,1.6
St Elmo Sr High School,St Elmo CUSD 202,476.6,446.9,29.0,30.0,Illinois,39.0445443,-88.8455037,,N/A,Fayette County,N/A,17051,,950500,17051950500,2023.0,950500.0,Fayette County,Illinois,221.0,24.0,88.0,92.0,17.0,1860.0,45.0,134.0,822.0,419.0,222.0,141.0,77.0,10.9,39.8,41.6,7.7,2.4,7.2,44.2,22.5,11.9,7.6,4.1,1040.0,51522.0,77608.0,2730.0,45.0,1.6,2685.0,98.4,2607.0,95.5,9.0,0.3,0.0,0.0,9.0,0.3,0.0,0.0,0.0,0.0,60.0,2.2
Vandalia Community High School,Vandalia CUSD 203,448.1,437.5,75.0,75.0,Illinois,38.972798,-89.10065469999999,1109 North 8th Street,62471,Fayette County,Vandalia,17051,"1109 North 8th Street, Vandalia, Illinois, 62471",950800,17051950800,2023.0,950800.0,Fayette County,Illinois,385.0,42.0,83.0,245.0,15.0,3256.0,81.0,355.0,1443.0,594.0,382.0,293.0,108.0,10.9,21.6,63.6,3.9,2.5,10.9,44.3,18.2,11.7,9.0,3.3,1365.0,43102.0,60979.0,4241.0,297.0,7.0,3944.0,93.0,3227.0,76.1,503.0,11.9,69.0,1.6,4.0,0.1,10.0,0.2,0.0,0.0,131.0,3.1
Ramsey High School,Ramsey CUSD 204,456.9,455.2,42.0,42.0,Illinois,39.1405275,-89.1140872,702 6th Street,62080,Fayette County,Ramsey,17051,"702 6th Street, Ramsey, Illinois, 62080",950700,17051950700,2023.0,950700.0,Fayette County,Illinois,508.0,61.0,202.0,245.0,0.0,3758.0,22.0,353.0,1173.0,682.0,409.0,763.0,356.0,12.0,39.8,48.2,0.0,0.6,9.4,31.2,18.1,10.9,20.3,9.5,1911.0,73692.0,101095.0,5570.0,186.0,3.3,5384.0,96.7,5015.0,90.0,86.0,1.5,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,278.0,5.0
Lincolnwood High School,Panhandle CUSD 2,463.7,457.0,27.0,27.0,Illinois,39.3268102,-89.5714264,507 North Prairie Street,62560,Montgomery County,Raymond,17135,"507 North Prairie Street, Raymond, Illinois, 62560",957500,17135957500,2023.0,957500.0,Montgomery County,Illinois,269.0,48.0,78.0,128.0,15.0,1982.0,31.0,88.0,663.0,486.0,216.0,339.0,159.0,17.8,29.0,47.6,5.6,1.6,4.4,33.5,24.5,10.9,17.1,8.0,1239.0,77031.0,87154.0,3082.0,179.0,5.8,2903.0,94.2,2772.0,89.9,36.0,1.2,15.0,0.5,4.0,0.1,0.0,0.0,0.0,0.0,76.0,2.5
Hillsboro High School,Hillsboro CUSD 3,457.0,431.2,105.0,105.0,Illinois,39.1527446,-89.4877793,522 East Tremont Street,62049,Montgomery County,Hillsboro,17135,"522 East Tremont Street, Hillsboro, Illinois, 62049",957900,17135957900,2023.0,957900.0,Montgomery County,Illinois,227.0,7.0,116.0,80.0,24.0,3374.0,68.0,256.0,1168.0,1000.0,262.0,316.0,304.0,3.1,51.1,35.2,10.6,2.0,7.6,34.6,29.6,7.8,9.4,9.0,2006.0,50743.0,71417.0,4623.0,105.0,2.3,4518.0,97.7,4395.0,95.1,20.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.1,53.0,1.1
Litchfield Senior High School,Litchfield CUSD 12,463.9,445.5,98.0,98.0,Illinois,39.1889,-89.65545829999999,1705 North State Street,62056,Montgomery County,Litchfield,17135,"1705 North State Street, Litchfield, Illinois, 62056",957700,17135957700,2023.0,957700.0,Montgomery County,Illinois,126.0,12.0,48.0,30.0,36.0,2117.0,35.0,76.0,857.0,340.0,195.0,415.0,199.0,9.5,38.1,23.8,28.6,1.7,3.6,40.5,16.1,9.2,19.6,9.4,1218.0,60000.0,73708.0,2934.0,7.0,0.2,2927.0,99.8,2880.0,98.2,0.0,0.0,0.0,0.0,23.0,0.8,0.0,0.0,0.0,0.0,24.0,0.8
Nokomis Jr/Sr High Sch,Nokomis CUSD 22,465.4,468.3,35.0,35.0,Illinois,39.3046773,-89.29515169999999,511 Oberle Street,62075,Montgomery County,Nokomis,17135,"511 Oberle Street, Nokomis, Illinois, 62075",957300,17135957300,2023.0,957300.0,Montgomery County,Illinois,265.0,68.0,87.0,91.0,19.0,2135.0,106.0,164.0,961.0,423.0,173.0,224.0,84.0,25.7,32.8,34.3,7.2,5.0,7.7,45.0,19.8,8.1,10.5,3.9,1291.0,62202.0,76434.0,3126.0,43.0,1.4,3083.0,98.6,2924.0,93.5,6.0,0.2,1.0,0.0,119.0,3.8,0.0,0.0,0.0,0.0,33.0,1.1
Belvidere High School,Belvidere CUSD 100,438.0,410.5,267.0,266.0,Illinois,42.2444132,-88.83082379999999,1500 East Avenue,61008,Boone County,Belvidere,17007,"1500 East Avenue, Belvidere, Illinois, 61008",010200,17007010200,2023.0,10200.0,Boone County,Illinois,420.0,42.0,70.0,277.0,31.0,3775.0,361.0,228.0,1180.0,996.0,347.0,377.0,286.0,10.0,16.7,66.0,7.4,9.6,6.0,31.3,26.4,9.2,10.0,7.6,2400.0,42466.0,67020.0,5645.0,2535.0,44.9,3110.0,55.1,2718.0,48.1,147.0,2.6,0.0,0.0,68.0,1.2,0.0,0.0,28.0,0.5,149.0,2.6
Belvidere North High Sch,Belvidere CUSD 100,480.4,454.6,322.0,322.0,Illinois,42.2892229,-88.8626944,9393 Beloit Road,61008,Boone County,Belvidere,17007,"9393 Beloit Road, Belvidere, Illinois, 61008",010502,17007010502,2023.0,10502.0,Boone County,Illinois,410.0,95.0,104.0,174.0,37.0,3747.0,74.0,146.0,1410.0,746.0,275.0,660.0,436.0,23.2,25.4,42.4,9.0,2.0,3.9,37.6,19.9,7.3,17.6,11.6,1872.0,81884.0,111635.0,5101.0,682.0,13.4,4419.0,86.6,4039.0,79.2,52.0,1.0,0.0,0.0,255.0,5.0,0.0,0.0,0.0,0.0,73.0,1.4
North Boone High School,North Boone CUSD 200,461.4,434.6,125.0,126.0,Illinois,42.4129133,-88.8191428,17823 Poplar Grove Road,61065,Boone County,Poplar Grove,17007,"17823 Poplar Grove Road, Poplar Grove, Illinois, 61065",010601,17007010601,2023.0,10601.0,Boone County,Illinois,358.0,38.0,205.0,111.0,4.0,2441.0,184.0,90.0,810.0,537.0,168.0,488.0,164.0,10.6,57.3,31.0,1.1,7.5,3.7,33.2,22.0,6.9,20.0,6.7,1300.0,96786.0,108189.0,3580.0,699.0,19.5,2881.0,80.5,2827.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.5
Auburn High School,Rockford SD 205,473.6,447.2,356.0,357.0,Illinois,42.2867708,-89.138098,5110 Auburn Street,61101,Winnebago County,Rockford,17201,"5110 Auburn Street, Rockford, Illinois, 61101",002301,17201002301,2023.0,2301.0,Winnebago County,Illinois,144.0,13.0,69.0,5.0,57.0,1694.0,22.0,256.0,652.0,423.0,94.0,130.0,117.0,9.0,47.9,3.5,39.6,1.3,15.1,38.5,25.0,5.5,7.7,6.9,871.0,34148.0,50811.0,2240.0,389.0,17.4,1851.0,82.6,1134.0,50.6,671.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.4,36.0,1.6
Rockford East High School,Rockford SD 205,429.3,410.3,336.0,338.0,Illinois,42.2563589,-89.04958669999999,2929 Charles Street,61108,Winnebago County,Rockford,17201,"2929 Charles Street, Rockford, Illinois, 61108",001500,17201001500,2023.0,1500.0,Winnebago County,Illinois,488.0,130.0,72.0,286.0,0.0,3698.0,325.0,358.0,934.0,813.0,724.0,278.0,266.0,26.6,14.8,58.6,0.0,8.8,9.7,25.3,22.0,19.6,7.5,7.2,2253.0,47420.0,66533.0,5326.0,1639.0,30.8,3687.0,69.2,2807.0,52.7,520.0,9.8,19.0,0.4,207.0,3.9,0.0,0.0,0.0,0.0,134.0,2.5
Guilford High School,Rockford SD 205,464.9,440.2,439.0,440.0,Illinois,42.2980626,-89.0069754,5620 Spring Creek Road,61114,Winnebago County,Rockford,17201,"5620 Spring Creek Road, Rockford, Illinois, 61114",000516,17201000516,2023.0,516.0,Winnebago County,Illinois,260.0,108.0,41.0,111.0,0.0,2716.0,72.0,60.0,679.0,403.0,180.0,713.0,609.0,41.5,15.8,42.7,0.0,2.7,2.2,25.0,14.8,6.6,26.3,22.4,1456.0,110116.0,115934.0,3696.0,603.0,16.3,3093.0,83.7,2801.0,75.8,130.0,3.5,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2,154.0,4.2
Jefferson High School,Rockford SD 205,406.7,385.0,450.0,450.0,Illinois,42.20709129999999,-89.0377287,4145 Samuelson Road,61109,Winnebago County,Rockford,17201,"4145 Samuelson Road, Rockford, Illinois, 61109",003706,17201003706,2023.0,3706.0,Winnebago County,Illinois,281.0,51.0,87.0,143.0,0.0,3944.0,47.0,349.0,1192.0,892.0,429.0,672.0,363.0,18.1,31.0,50.9,0.0,1.2,8.8,30.2,22.6,10.9,17.0,9.2,2245.0,90985.0,98060.0,5539.0,430.0,7.8,5109.0,92.2,3985.0,71.9,572.0,10.3,0.0,0.0,395.0,7.1,0.0,0.0,0.0,0.0,157.0,2.8
Hononegah CHD High School,Hononegah CHD 207,548.9,528.4,456.0,456.0,Illinois,42.4298917,-89.1324866,,N/A,Winnebago County,N/A,17201,,003901,17201003901,2023.0,3901.0,Winnebago County,Illinois,383.0,10.0,203.0,117.0,53.0,3393.0,1.0,71.0,975.0,625.0,453.0,642.0,626.0,2.6,53.0,30.5,13.8,0.0,2.1,28.7,18.4,13.4,18.9,18.4,1798.0,121293.0,134319.0,5231.0,623.0,11.9,4608.0,88.1,3993.0,76.3,238.0,4.5,0.0,0.0,271.0,5.2,0.0,0.0,0.0,0.0,106.0,2.0
South Beloit Sr High School,County of Winnebago SD 320,460.4,462.6,47.0,47.0,Illinois,42.4859566,-89.0426311,850 Hayes Avenue,61080,Winnebago County,South Beloit,17201,"850 Hayes Avenue, South Beloit, Illinois, 61080",004004,17201004004,2023.0,4004.0,Winnebago County,Illinois,318.0,82.0,141.0,95.0,0.0,4385.0,47.0,206.0,1511.0,858.0,727.0,644.0,392.0,25.8,44.3,29.9,0.0,1.1,4.7,34.5,19.6,16.6,14.7,8.9,2688.0,69883.0,80249.0,6297.0,541.0,8.6,5756.0,91.4,5024.0,79.8,248.0,3.9,0.0,0.0,72.0,1.1,0.0,0.0,0.0,0.0,412.0,6.5
Pecatonica High School,Pecatonica CUSD 321,533.0,510.2,83.0,83.0,Illinois,42.3024686,-89.35858160000001,1300 Main Street,61063,Winnebago County,Pecatonica,17201,"1300 Main Street, Pecatonica, Illinois, 61063",004300,17201004300,2023.0,4300.0,Winnebago County,Illinois,240.0,39.0,95.0,73.0,33.0,3554.0,33.0,71.0,1151.0,963.0,403.0,688.0,245.0,16.3,39.6,30.4,13.8,0.9,2.0,32.4,27.1,11.3,19.4,6.9,2063.0,94375.0,112080.0,5016.0,116.0,2.3,4900.0,97.7,4611.0,91.9,16.0,0.3,3.0,0.1,17.0,0.3,0.0,0.0,5.0,0.1,248.0,4.9
Durand High School,Durand CUSD 322,470.6,446.3,49.0,49.0,Illinois,42.4329245,-89.33410909999999,200 West South Street,61024,Winnebago County,Durand,17201,"200 West South Street, Durand, Illinois, 61024",004100,17201004100,2023.0,4100.0,Winnebago County,Illinois,365.0,42.0,81.0,186.0,56.0,3714.0,22.0,185.0,1278.0,901.0,486.0,585.0,257.0,11.5,22.2,51.0,15.3,0.6,5.0,34.4,24.3,13.1,15.8,6.9,2034.0,94250.0,112730.0,5081.0,74.0,1.5,5007.0,98.5,4821.0,94.9,45.0,0.9,0.0,0.0,30.0,0.6,0.0,0.0,16.0,0.3,95.0,1.9
Winnebago High School,Winnebago CUSD 323,495.9,480.1,80.0,80.0,Illinois,42.2717305,-89.239431,200 East McNair Road,61088,Winnebago County,Winnebago,17201,"200 East McNair Road, Winnebago, Illinois, 61088",004200,17201004200,2023.0,4200.0,Winnebago County,Illinois,342.0,14.0,156.0,162.0,10.0,4202.0,91.0,276.0,1104.0,965.0,496.0,616.0,654.0,4.1,45.6,47.4,2.9,2.2,6.6,26.3,23.0,11.8,14.7,15.6,2295.0,90839.0,126773.0,6017.0,381.0,6.3,5636.0,93.7,5377.0,89.4,29.0,0.5,3.0,0.0,45.0,0.7,0.0,0.0,8.0,0.1,174.0,2.9
Evanston Twp High School,Evanston Twp HSD 202,542.2,522.4,824.0,827.0,Illinois,42.04631029999999,-87.7007442,1600 Dodge Avenue,60201,Cook County,Evanston,17031,"1600 Dodge Avenue, Evanston, Illinois, 60201",809600,17031809600,2023.0,809600.0,Cook County,Illinois,83.0,10.0,30.0,43.0,0.0,2275.0,26.0,168.0,514.0,267.0,104.0,574.0,622.0,12.0,36.1,51.8,0.0,1.1,7.4,22.6,11.7,4.6,25.2,27.3,1359.0,71635.0,132870.0,2987.0,428.0,14.3,2559.0,85.7,1236.0,41.4,892.0,29.9,0.0,0.0,182.0,6.1,0.0,0.0,0.0,0.0,249.0,8.3
New Trier Township H S Winnetka,New Trier Twp HSD 203,612.4,603.8,926.0,926.0,Illinois,42.0930019,-87.7251711,High Street,60093,Cook County,Winnetka,17031,"High Street, Winnetka, Illinois, 60093",800500,17031800500,2023.0,800500.0,Cook County,Illinois,235.0,83.0,88.0,44.0,20.0,3417.0,0.0,57.0,159.0,263.0,69.0,1277.0,1592.0,35.3,37.4,18.7,8.5,0.0,1.7,4.7,7.7,2.0,37.4,46.6,1841.0,250001.0,418646.0,5465.0,80.0,1.5,5385.0,98.5,4945.0,90.5,43.0,0.8,0.0,0.0,103.0,1.9,11.0,0.2,0.0,0.0,283.0,5.2
Maine East High School,Maine Township HSD 207,483.1,465.7,451.0,452.0,Illinois,42.0383867,-87.8586582,2601 Dempster Street,60068,Cook County,Park Ridge,17031,"2601 Dempster Street, Park Ridge, Illinois, 60068",805902,17031805902,2023.0,805902.0,Cook County,Illinois,469.0,70.0,216.0,158.0,25.0,4649.0,126.0,245.0,703.0,679.0,222.0,1975.0,699.0,14.9,46.1,33.7,5.3,2.7,5.3,15.1,14.6,4.8,42.5,15.0,2194.0,153182.0,207326.0,6238.0,433.0,6.9,5805.0,93.1,3916.0,62.8,98.0,1.6,0.0,0.0,1497.0,24.0,0.0,0.0,0.0,0.0,294.0,4.7
Maine South High School,Maine Township HSD 207,549.7,542.1,578.0,578.0,Illinois,42.0004819,-87.8537674,1111 South Dee Road,60068,Cook County,Park Ridge,17031,"1111 South Dee Road, Park Ridge, Illinois, 60068",805701,17031805701,2023.0,805701.0,Cook County,Illinois,161.0,24.0,70.0,67.0,0.0,3559.0,13.0,66.0,299.0,541.0,133.0,1493.0,1014.0,14.9,43.5,41.6,0.0,0.4,1.9,8.4,15.2,3.7,41.9,28.5,2041.0,176577.0,208588.0,5258.0,458.0,8.7,4800.0,91.3,4346.0,82.7,97.0,1.8,0.0,0.0,219.0,4.2,0.0,0.0,0.0,0.0,138.0,2.6
Maine West High School,Maine Township HSD 207,484.1,469.3,437.0,438.0,Illinois,42.0210151,-87.90688089999999,1755 South Wolf Road,60018,Cook County,Des Plaines,17031,"1755 South Wolf Road, Des Plaines, Illinois, 60018",770602,17031770602,2023.0,770602.0,Cook County,Illinois,638.0,108.0,320.0,166.0,44.0,3183.0,619.0,320.0,998.0,382.0,307.0,310.0,247.0,16.9,50.2,26.0,6.9,19.4,10.1,31.4,12.0,9.6,9.7,7.8,1541.0,85913.0,94916.0,4795.0,2629.0,54.8,2166.0,45.2,1566.0,32.7,47.0,1.0,0.0,0.0,419.0,8.7,0.0,0.0,6.0,0.1,128.0,2.7
J B Conant High School,Township HSD 211,534.7,552.2,612.0,613.0,Illinois,42.0363212,-88.0619521,700 East Cougar Trail,60169,Cook County,Hoffman Estates,17031,"700 East Cougar Trail, Hoffman Estates, Illinois, 60169",804608,17031804608,2023.0,804608.0,Cook County,Illinois,237.0,39.0,91.0,75.0,32.0,2724.0,48.0,77.0,458.0,388.0,199.0,782.0,772.0,16.5,38.4,31.6,13.5,1.8,2.8,16.8,14.2,7.3,28.7,28.3,1604.0,123889.0,145020.0,3890.0,536.0,13.8,3354.0,86.2,1646.0,42.3,100.0,2.6,0.0,0.0,1380.0,35.5,0.0,0.0,72.0,1.9,156.0,4.0
Wm Fremd High School,Township HSD 211,572.1,583.2,625.0,626.0,Illinois,42.0947146,-88.0647694,1000 South Quentin Road,60067,Cook County,Palatine,17031,"1000 South Quentin Road, Palatine, Illinois, 60067",804102,17031804102,2023.0,804102.0,Cook County,Illinois,441.0,41.0,131.0,182.0,87.0,4606.0,47.0,50.0,301.0,503.0,274.0,1910.0,1521.0,9.3,29.7,41.3,19.7,1.0,1.1,6.5,10.9,5.9,41.5,33.0,2370.0,175204.0,209694.0,6763.0,141.0,2.1,6622.0,97.9,5049.0,74.7,122.0,1.8,0.0,0.0,1268.0,18.7,0.0,0.0,0.0,0.0,183.0,2.7
Palatine High School,Township HSD 211,478.3,470.6,602.0,603.0,Illinois,42.1326312,-88.0225277,1111 North Rohlwing Road,60074,Cook County,Palatine,17031,"1111 North Rohlwing Road, Palatine, Illinois, 60074",803605,17031803605,2023.0,803605.0,Cook County,Illinois,392.0,27.0,89.0,143.0,133.0,4487.0,314.0,63.0,719.0,728.0,429.0,1396.0,838.0,6.9,22.7,36.5,33.9,7.0,1.4,16.0,16.2,9.6,31.1,18.7,2510.0,103409.0,129058.0,6243.0,820.0,13.1,5423.0,86.9,3833.0,61.4,641.0,10.3,0.0,0.0,784.0,12.6,82.0,1.3,15.0,0.2,68.0,1.1
Schaumburg High School,Township HSD 211,518.3,532.3,572.0,573.0,Illinois,42.0273099,-88.1067061,1100 West Schaumburg Road,60194,Cook County,Schaumburg,17031,"1100 West Schaumburg Road, Schaumburg, Illinois, 60194",804710,17031804710,2023.0,804710.0,Cook County,Illinois,140.0,6.0,16.0,81.0,37.0,2794.0,31.0,88.0,622.0,600.0,344.0,777.0,332.0,4.3,11.4,57.9,26.4,1.1,3.1,22.3,21.5,12.3,27.8,11.9,1512.0,97917.0,113214.0,3619.0,444.0,12.3,3175.0,87.7,2322.0,64.2,86.0,2.4,0.0,0.0,642.0,17.7,0.0,0.0,0.0,0.0,125.0,3.5
Hoffman Estates High School,Township HSD 211,501.5,497.7,487.0,487.0,Illinois,42.0529247,-88.1075151,1100 West Higgins Road,60169,Cook County,Hoffman Estates,17031,"1100 West Higgins Road, Hoffman Estates, Illinois, 60169",804706,17031804706,2023.0,804706.0,Cook County,Illinois,92.0,0.0,20.0,44.0,28.0,1612.0,28.0,55.0,376.0,259.0,152.0,484.0,258.0,0.0,21.7,47.8,30.4,1.7,3.4,23.3,16.1,9.4,30.0,16.0,721.0,121838.0,140687.0,2284.0,464.0,20.3,1820.0,79.7,1236.0,54.1,61.0,2.7,0.0,0.0,354.0,15.5,0.0,0.0,6.0,0.3,163.0,7.1
Elk Grove High School,Township HSD 214,479.3,461.9,481.0,481.0,Illinois,42.0112193,-87.9976725,500 West Elk Grove Boulevard,60007,Cook County,Elk Grove Village,17031,"500 West Elk Grove Boulevard, Elk Grove Village, Illinois, 60007",770300,17031770300,2023.0,770300.0,Cook County,Illinois,440.0,22.0,215.0,169.0,34.0,4820.0,163.0,225.0,1341.0,787.0,418.0,1173.0,713.0,5.0,48.9,38.4,7.7,3.4,4.7,27.8,16.3,8.7,24.3,14.8,2791.0,80568.0,106381.0,6855.0,1102.0,16.1,5753.0,83.9,5027.0,73.3,339.0,4.9,0.0,0.0,294.0,4.3,0.0,0.0,0.0,0.0,93.0,1.4
John Hersey High School,Township HSD 214,577.9,564.2,509.0,509.0,Illinois,42.1038234,-87.9590565,1900 East Thomas Street,60004,Cook County,Arlington Heights,17031,"1900 East Thomas Street, Arlington Heights, Illinois, 60004",802608,17031802608,2023.0,802608.0,Cook County,Illinois,320.0,62.0,214.0,13.0,31.0,4564.0,93.0,35.0,998.0,682.0,404.0,1536.0,816.0,19.4,66.9,4.1,9.7,2.0,0.8,21.9,14.9,8.9,33.7,17.9,2896.0,94583.0,116598.0,5847.0,352.0,6.0,5495.0,94.0,5011.0,85.7,189.0,3.2,0.0,0.0,219.0,3.7,0.0,0.0,14.0,0.2,62.0,1.1
Prospect High School,Township HSD 214,557.9,551.1,574.0,575.0,Illinois,42.0791362,-87.9497214,801 West Kensington Road,60056,Cook County,Mount Prospect,17031,"801 West Kensington Road, Mount Prospect, Illinois, 60056",802801,17031802801,2023.0,802801.0,Cook County,Illinois,237.0,61.0,68.0,43.0,65.0,3227.0,68.0,48.0,344.0,362.0,164.0,1128.0,1113.0,25.7,28.7,18.1,27.4,2.1,1.5,10.7,11.2,5.1,35.0,34.5,1842.0,136563.0,161394.0,4690.0,644.0,13.7,4046.0,86.3,3436.0,73.3,107.0,2.3,0.0,0.0,354.0,7.5,0.0,0.0,5.0,0.1,144.0,3.1
