tract_number,tract_county,tract_state,Hispanic or Latino (of any race) (percentage),Not Hispanic or Latino (percentage),White alone (percentage),Black or African American alone (percentage),American Indian and Alaska Native alone (percentage),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (percentage),Some Other Race alone (percentage),Two or More Races alone (percentage),Total population,Hispanic or Latino (of any race),Not Hispanic or Latino,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races alone,"18-24, less than high school graduate (percentage)","18-24, high school graduate (includes equivalency) (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate (includes equivalency) (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Population 18 to 24 years,"18-24, less than high school graduate","18-24, high school graduate (includes equivalency)","18-24, some college or associate's degree","18-24, bachelor's degree or higher",Population 25 years and over,"25 and over, less than 9th grade","25 and over, 9th to 12th grade, no diploma","25 and over, high school graduate (includes equivalency)","25 and over, some college, no degree","25 and over, associate's degree","25 and over, bachelor's degree","25 and over, graduate or professional degree",total_households,Median income (dollars),Mean income (dollars)
9501.0,Polk County,Arkansas,7.0%,93.0%,87.2%,0.0%,1.9%,0.0%,0.0%,0.0%,3.9%,3653.0,254,3399,3187,0,71,0,0,0,141,24.8%,52.4%,22.9%,0.0%,5.0%,11.2%,36.2%,24.5%,5.6%,11.4%,6.0%,105,26,55,24,0,3066,154,344,1111,752,172,349,184,"1,765","49,004","71,973"
9502.01,Polk County,Arkansas,4.3%,95.7%,93.2%,0.0%,0.0%,0.0%,0.0%,0.0%,2.6%,1992.0,85,1907,1856,0,0,0,0,0,51,56.3%,43.8%,0.0%,0.0%,0.1%,3.8%,33.7%,35.9%,8.3%,11.5%,6.8%,112,63,49,0,0,1369,1,52,461,491,114,157,93,839,"66,973","68,192"
9502.02,Polk County,Arkansas,0.8%,99.2%,95.8%,0.0%,0.9%,0.0%,0.0%,0.0%,2.4%,3036.0,25,3011,2910,0,28,0,0,0,73,7.3%,81.7%,5.7%,5.3%,1.1%,7.1%,29.1%,34.5%,8.8%,17.1%,2.2%,262,19,214,15,14,2185,24,156,636,754,192,374,49,"1,317","45,869","86,048"
9503.0,Polk County,Arkansas,2.0%,98.0%,89.0%,0.3%,0.5%,0.0%,0.0%,0.0%,8.3%,2916.0,57,2859,2595,8,14,0,0,0,242,20.4%,11.2%,68.4%,0.0%,3.3%,11.6%,35.8%,30.1%,6.1%,7.5%,5.6%,98,20,11,67,0,1921,63,223,688,578,118,144,107,"1,209","39,812","93,244"
9504.0,Polk County,Arkansas,2.6%,97.4%,90.2%,0.3%,2.7%,0.0%,0.0%,0.0%,4.2%,3075.0,81,2994,2773,10,82,0,0,0,129,43.5%,21.6%,34.9%,0.0%,2.9%,4.4%,43.1%,19.9%,2.9%,16.7%,9.9%,430,187,93,150,0,2069,61,92,892,412,61,346,205,"1,121","45,764","65,795"
9505.0,Polk County,Arkansas,2.7%,97.3%,83.1%,0.0%,2.2%,0.0%,2.0%,2.5%,7.4%,2122.0,58,2064,1763,0,47,0,43,53,158,23.7%,48.0%,28.3%,0.0%,5.3%,11.4%,41.1%,24.3%,5.7%,8.9%,3.2%,152,36,73,43,0,1463,78,167,601,356,84,130,47,800,"48,929","69,928"
9506.0,Polk County,Arkansas,30.0%,70.0%,66.6%,0.0%,0.0%,0.0%,0.0%,0.7%,2.7%,2554.0,765,1789,1700,0,0,0,0,19,70,33.9%,32.2%,33.9%,0.0%,10.4%,9.6%,31.5%,28.2%,10.5%,7.1%,2.8%,283,96,91,96,0,1472,153,141,464,415,154,104,41,833,"51,083","65,933"
9507.0,Pope County,Arkansas,0.4%,99.6%,95.1%,0.3%,0.2%,0.0%,0.0%,0.0%,3.9%,4037.0,18,4019,3838,14,8,0,0,0,159,4.2%,32.7%,55.2%,7.9%,13.5%,13.3%,45.7%,14.7%,3.1%,6.6%,3.0%,165,7,54,91,13,2929,394,390,1340,431,92,193,89,"1,627","41,536","56,351"
9508.0,Pope County,Arkansas,7.0%,93.0%,90.3%,0.1%,0.0%,0.6%,0.0%,0.0%,1.9%,5045.0,355,4690,4558,6,1,30,0,0,95,15.6%,30.4%,51.8%,2.2%,7.0%,6.6%,34.9%,25.8%,4.3%,18.0%,3.4%,224,35,68,116,5,3723,260,244,1301,962,159,671,126,"1,935","75,194","83,470"
9509.01,Pope County,Arkansas,1.9%,98.1%,95.1%,0.0%,1.4%,0.0%,0.0%,0.0%,1.6%,2903.0,56,2847,2760,0,42,0,0,0,45,10.7%,42.0%,38.3%,9.1%,1.5%,5.2%,39.4%,23.5%,4.3%,20.5%,5.6%,243,26,102,93,22,1907,28,100,752,448,82,391,106,"1,107","66,813","88,622"
9509.02,Pope County,Arkansas,6.6%,93.4%,86.3%,1.7%,0.2%,0.0%,0.0%,0.0%,5.2%,4073.0,267,3806,3517,69,9,0,0,0,211,11.9%,46.8%,37.3%,4.0%,4.6%,10.8%,33.3%,26.0%,10.1%,12.4%,2.7%,126,15,59,47,5,2926,134,317,975,762,295,364,79,"1,661","43,125","68,580"
9510.0,Pope County,Arkansas,2.8%,97.2%,92.5%,0.3%,0.6%,0.0%,0.0%,0.7%,3.1%,4053.0,114,3939,3751,11,25,0,0,28,124,21.1%,36.2%,42.7%,0.0%,4.3%,12.5%,45.9%,12.0%,14.5%,7.7%,3.1%,213,45,77,91,0,2996,130,375,1374,360,435,230,92,"1,781","48,510","68,020"
9511.0,Pope County,Arkansas,0.2%,99.8%,95.1%,1.3%,0.0%,0.0%,0.0%,0.0%,3.4%,3619.0,6,3613,3443,47,0,0,0,0,123,18.8%,5.8%,44.2%,31.2%,4.4%,5.9%,37.7%,31.2%,7.6%,7.9%,5.4%,138,26,8,61,43,2773,121,163,1045,865,210,218,151,"1,451","67,434","80,586"
9512.01,Pope County,Arkansas,3.8%,96.2%,89.2%,0.6%,0.0%,0.3%,0.0%,0.0%,6.0%,3548.0,135,3413,3164,23,0,12,0,0,214,0.0%,28.4%,71.6%,0.0%,3.8%,4.8%,19.3%,18.7%,4.7%,28.8%,19.9%,102,0,29,73,0,2336,89,111,452,436,110,672,466,"1,163","89,735","108,667"
9512.02,Pope County,Arkansas,12.0%,88.0%,82.4%,3.7%,0.0%,0.2%,0.0%,0.3%,1.5%,5325.0,638,4687,4386,196,0,11,0,14,80,7.8%,61.9%,19.4%,10.9%,3.7%,4.9%,41.4%,13.8%,9.5%,17.5%,9.2%,386,30,239,75,42,3317,123,162,1373,459,314,581,305,"1,991","74,875","117,184"
9513.01,Pope County,Arkansas,24.2%,75.8%,63.0%,5.4%,0.0%,1.3%,0.0%,0.0%,6.2%,1248.0,302,946,786,67,0,16,0,0,77,5.1%,14.5%,69.9%,10.5%,3.1%,31.7%,34.6%,8.9%,3.9%,13.2%,4.6%,256,13,37,179,27,775,24,246,268,69,30,102,36,509,"36,250","46,851"
9513.02,Pope County,Arkansas,28.3%,71.7%,54.4%,6.1%,0.3%,0.0%,0.0%,1.3%,9.5%,3268.0,926,2342,1779,199,10,0,0,43,311,4.7%,15.2%,76.1%,4.0%,16.3%,16.8%,33.8%,17.6%,4.5%,9.6%,1.5%,427,20,65,325,17,2136,348,358,721,375,97,206,31,"1,337","47,550","46,878"
9513.03,Pope County,Arkansas,1.6%,98.4%,91.2%,2.7%,0.2%,0.6%,0.0%,0.0%,3.6%,2966.0,48,2918,2704,81,6,19,0,0,108,7.7%,31.2%,59.3%,1.8%,0.6%,8.0%,26.7%,18.5%,5.4%,27.2%,13.6%,509,39,159,302,9,1930,12,154,516,357,104,525,262,"1,160","51,532","67,534"
9514.0,Pope County,Arkansas,14.9%,85.1%,67.5%,9.0%,0.6%,4.3%,0.0%,0.0%,3.6%,5021.0,750,4271,3390,452,30,216,0,0,183,1.6%,10.3%,86.3%,1.7%,5.1%,13.0%,40.4%,14.6%,8.0%,12.5%,6.3%,2795,46,288,2413,48,1578,80,205,638,230,127,198,100,"1,053","31,533","47,527"
9515.01,Pope County,Arkansas,8.3%,91.7%,82.9%,1.5%,0.1%,0.0%,0.0%,0.0%,7.1%,3623.0,302,3321,3004,56,4,0,0,0,257,50.0%,7.0%,37.3%,5.7%,1.9%,6.0%,18.3%,18.4%,6.3%,31.2%,17.9%,158,79,11,59,9,2551,48,154,468,469,160,796,456,"1,380","87,614","123,829"
9515.03,Pope County,Arkansas,6.7%,93.3%,81.5%,2.3%,0.0%,5.1%,0.3%,0.0%,4.1%,2838.0,189,2649,2314,64,0,145,9,0,117,5.0%,41.9%,19.0%,34.1%,2.1%,4.8%,17.5%,23.7%,2.5%,28.7%,20.7%,258,13,108,49,88,1991,42,95,349,472,50,571,412,"1,203","54,613","83,694"
9515.04,Pope County,Arkansas,14.6%,85.4%,73.9%,2.1%,0.0%,0.6%,0.0%,1.2%,7.5%,4946.0,720,4226,3656,104,0,32,0,61,373,10.2%,39.4%,34.2%,16.3%,4.1%,8.9%,29.3%,15.9%,10.5%,14.0%,17.4%,609,62,240,208,99,3025,123,270,886,481,317,423,525,"1,742","53,382","70,035"
9516.01,Pope County,Arkansas,30.8%,69.2%,62.1%,0.5%,0.0%,1.9%,0.5%,0.0%,4.3%,6304.0,1943,4361,3912,30,0,119,29,0,271,12.0%,18.5%,59.5%,10.0%,4.5%,7.5%,44.9%,16.1%,7.0%,13.2%,6.8%,810,97,150,482,81,3938,176,297,1768,634,275,519,269,"2,587","46,016","62,549"
9516.02,Pope County,Arkansas,1.4%,98.6%,91.0%,0.0%,0.0%,1.4%,0.0%,0.0%,6.2%,1013.0,14,999,922,0,0,14,0,0,63,13.2%,21.1%,57.9%,7.9%,3.6%,3.3%,44.8%,32.1%,7.3%,7.2%,1.6%,114,15,24,66,9,669,24,22,300,215,49,48,11,386,"64,375","75,987"
4601.0,Prairie County,Arkansas,3.3%,96.7%,86.8%,6.0%,0.0%,0.0%,0.0%,0.0%,3.9%,3473.0,116,3357,3015,207,0,0,0,0,135,17.3%,29.8%,44.0%,8.9%,7.2%,9.3%,48.3%,12.3%,9.7%,7.8%,5.3%,225,39,67,99,20,2664,193,249,1286,329,258,207,142,"1,442","39,506","68,932"
4602.0,Prairie County,Arkansas,1.9%,98.1%,83.1%,11.6%,0.1%,0.0%,0.0%,0.4%,2.8%,3056.0,57,2999,2540,356,4,0,0,12,87,6.4%,46.6%,24.1%,22.9%,3.8%,5.8%,36.9%,24.2%,4.9%,17.2%,7.2%,266,17,124,64,61,2057,79,120,759,497,101,353,148,"1,119","66,953","88,218"
4603.0,Prairie County,Arkansas,0.4%,99.6%,79.1%,18.0%,0.0%,0.0%,0.0%,0.0%,2.6%,1633.0,6,1627,1291,294,0,0,0,0,42,60.0%,24.4%,15.6%,0.0%,6.6%,9.4%,46.2%,20.1%,6.0%,8.4%,3.2%,90,54,22,14,0,1211,80,114,560,243,73,102,39,700,"63,750","66,501"
5.0,Pulaski County,Arkansas,2.5%,97.5%,7.1%,85.4%,0.0%,0.0%,0.0%,0.0%,5.0%,1625.0,41,1584,115,1388,0,0,0,0,81,0.0%,76.4%,15.7%,7.9%,0.0%,23.6%,32.4%,22.4%,8.5%,6.3%,6.7%,178,0,136,28,14,1201,0,284,389,269,102,76,81,825,"26,359","37,494"
11.0,Pulaski County,Arkansas,0.0%,100.0%,3.4%,91.1%,0.1%,4.8%,0.0%,0.0%,0.6%,1954.0,0,1954,67,1781,2,93,0,0,11,0.0%,87.0%,13.0%,0.0%,3.0%,10.1%,44.8%,20.0%,3.5%,12.1%,6.5%,247,0,215,32,0,1194,36,120,535,239,42,144,78,704,"38,333","56,859"
12.0,Pulaski County,Arkansas,3.0%,97.0%,25.5%,67.9%,0.0%,0.0%,0.0%,0.0%,3.6%,1787.0,54,1733,456,1213,0,0,0,0,64,29.4%,34.9%,35.8%,0.0%,3.9%,12.1%,40.5%,33.0%,2.9%,5.4%,2.1%,109,32,38,39,0,1474,58,178,597,487,43,80,31,425,"35,750","37,369"
13.0,Pulaski County,Arkansas,2.7%,97.3%,12.7%,83.6%,0.0%,0.0%,0.0%,0.0%,1.0%,2120.0,57,2063,269,1773,0,0,0,0,21,19.2%,36.0%,10.8%,34.0%,1.2%,10.5%,41.0%,26.3%,10.2%,7.3%,3.4%,250,48,90,27,85,1416,17,149,581,373,145,103,48,736,"38,750","49,488"
15.01,Pulaski County,Arkansas,4.0%,96.0%,87.8%,3.5%,0.1%,1.2%,0.0%,0.7%,2.6%,3380.0,135,3245,2969,119,4,40,0,25,88,3.0%,0.0%,30.4%,66.6%,0.4%,0.5%,8.7%,8.6%,3.9%,39.4%,38.6%,299,9,0,91,199,2744,12,13,238,235,107,1081,1058,"1,902","92,019","126,096"
15.02,Pulaski County,Arkansas,2.5%,97.5%,78.3%,12.7%,0.0%,1.7%,1.7%,1.1%,1.9%,3846.0,97,3749,3011,488,1,65,66,44,74,0.0%,13.4%,18.1%,68.5%,3.2%,3.2%,9.9%,10.3%,10.8%,34.0%,28.6%,425,0,57,77,291,2811,91,89,278,290,304,956,803,"2,206","76,010","138,175"
16.0,Pulaski County,Arkansas,0.7%,99.3%,83.7%,7.9%,1.6%,1.7%,0.0%,0.0%,4.5%,5986.0,39,5947,5012,470,96,101,0,0,268,3.3%,29.7%,32.1%,34.9%,0.0%,0.6%,6.2%,12.3%,5.1%,43.9%,32.0%,421,14,125,135,147,4106,0,24,253,504,208,1802,1315,"2,750","100,643","196,360"
18.0,Pulaski County,Arkansas,3.3%,96.7%,13.2%,76.2%,0.0%,0.0%,0.0%,0.0%,7.3%,4454.0,146,4308,588,3395,0,0,0,0,325,16.0%,62.2%,20.1%,1.8%,3.4%,8.4%,36.9%,22.2%,6.8%,17.6%,4.7%,394,63,245,79,7,2973,102,251,1098,659,201,523,139,"2,135","32,321","41,313"
19.0,Pulaski County,Arkansas,4.0%,96.0%,21.1%,71.0%,0.3%,0.9%,0.0%,0.0%,2.6%,3668.0,146,3522,775,2606,12,33,0,0,96,4.2%,35.0%,50.9%,9.9%,4.9%,9.5%,43.4%,15.3%,13.8%,6.8%,6.3%,1018,43,356,518,101,1988,97,189,862,305,275,135,125,"1,292","28,176","50,484"
20.01,Pulaski County,Arkansas,40.2%,59.8%,6.6%,52.7%,0.0%,0.0%,0.0%,0.0%,0.5%,6543.0,2632,3911,429,3450,0,0,0,0,32,33.6%,42.2%,4.7%,19.6%,12.9%,11.5%,26.8%,20.4%,8.8%,15.3%,4.3%,751,252,317,35,147,3434,442,396,919,702,303,524,148,"2,297","46,995","46,600"
20.02,Pulaski County,Arkansas,17.9%,82.1%,8.7%,68.7%,0.0%,0.0%,0.0%,0.0%,4.7%,3905.0,700,3205,339,2681,0,0,0,0,185,18.9%,23.6%,57.5%,0.0%,4.5%,7.7%,47.3%,24.6%,5.1%,7.1%,3.7%,530,100,125,305,0,2196,99,169,1038,540,112,157,81,"1,739","28,092","37,565"
21.02,Pulaski County,Arkansas,11.7%,88.3%,28.7%,54.0%,0.5%,0.9%,0.3%,0.0%,3.8%,4253.0,499,3754,1222,2296,22,40,13,1,160,19.7%,35.9%,37.6%,6.8%,1.4%,9.4%,28.3%,27.3%,6.4%,20.4%,6.8%,740,146,266,278,50,2512,36,235,712,685,160,513,171,"1,842","36,460","52,236"
21.03,Pulaski County,Arkansas,1.7%,98.3%,59.7%,29.4%,0.0%,7.0%,0.0%,0.0%,2.1%,3363.0,58,3305,2007,990,1,236,0,0,71,0.0%,61.3%,23.8%,14.9%,3.1%,2.1%,14.9%,23.2%,7.2%,27.3%,22.3%,315,0,193,75,47,2504,77,52,373,580,181,683,558,"1,673","59,292","80,148"
21.04,Pulaski County,Arkansas,0.0%,100.0%,78.7%,14.2%,0.5%,2.3%,0.0%,0.0%,4.3%,5289.0,0,5289,4161,750,27,123,0,0,228,0.0%,25.8%,61.9%,12.4%,0.4%,1.6%,15.2%,10.8%,2.4%,44.7%,24.8%,194,0,50,120,24,3932,17,62,598,426,96,1757,976,"2,291","116,197","130,696"
22.03,Pulaski County,Arkansas,2.6%,97.4%,60.6%,30.1%,0.0%,0.0%,0.0%,0.8%,5.9%,4267.0,109,4158,2587,1285,0,0,0,36,250,12.7%,57.8%,3.2%,26.3%,0.8%,1.7%,15.2%,23.1%,10.3%,33.8%,15.0%,472,60,273,15,124,2881,24,49,438,665,298,974,433,"2,179","44,713","71,387"
22.06,Pulaski County,Arkansas,3.0%,97.0%,55.3%,37.3%,0.0%,2.3%,0.0%,0.0%,2.2%,3948.0,118,3830,2184,1471,0,89,0,0,86,0.0%,64.8%,20.0%,15.1%,0.0%,2.4%,24.8%,24.8%,6.5%,21.1%,20.4%,1058,0,686,212,160,2377,0,57,589,590,155,502,484,"1,939","62,798","70,658"
22.08,Pulaski County,Arkansas,7.5%,92.5%,48.6%,31.9%,1.5%,5.7%,0.5%,0.0%,4.3%,2088.0,157,1931,1014,666,31,120,10,0,90,18.1%,36.2%,45.8%,0.0%,4.6%,1.0%,22.6%,28.3%,9.4%,22.6%,11.5%,177,32,64,81,0,1438,66,15,325,407,135,325,165,893,"63,886","69,460"
22.09,Pulaski County,Arkansas,11.2%,88.8%,44.6%,37.9%,0.0%,0.7%,0.0%,0.0%,5.6%,3174.0,356,2818,1415,1204,0,22,0,0,177,26.7%,35.3%,33.6%,4.5%,2.1%,2.9%,20.4%,20.9%,9.5%,29.8%,14.5%,581,155,205,195,26,2030,42,58,415,425,192,604,294,"1,555","55,717","70,077"
22.1,Pulaski County,Arkansas,0.9%,99.1%,80.3%,15.5%,0.0%,0.0%,0.0%,0.0%,3.3%,1975.0,18,1957,1586,306,0,0,0,0,65,26.4%,7.6%,56.3%,9.7%,0.0%,0.0%,4.9%,11.5%,3.3%,34.4%,45.9%,144,38,11,81,14,1330,0,0,65,153,44,458,610,829,"136,875","141,784"
22.11,Pulaski County,Arkansas,8.4%,91.6%,48.4%,33.7%,0.0%,1.2%,0.0%,0.0%,8.2%,6512.0,550,5962,3151,2196,0,80,0,0,535,11.4%,46.7%,41.9%,0.0%,0.3%,2.8%,21.5%,26.1%,4.2%,31.4%,13.6%,422,48,197,177,0,4292,14,122,921,1122,181,1347,585,"2,626","71,643","106,253"
24.03,Pulaski County,Arkansas,8.1%,91.9%,22.2%,66.3%,0.0%,1.2%,0.0%,0.0%,2.3%,3554.0,287,3267,788,2357,0,41,0,0,81,4.4%,60.9%,9.1%,25.6%,0.6%,8.2%,35.4%,24.2%,10.8%,13.7%,7.1%,386,17,235,35,99,2503,15,205,887,605,270,343,178,"1,667","37,893","47,826"
24.05,Pulaski County,Arkansas,27.9%,72.1%,15.4%,56.7%,0.0%,0.0%,0.0%,0.0%,0.0%,6114.0,1705,4409,944,3465,0,0,0,0,0,19.5%,40.9%,32.4%,7.2%,4.1%,5.0%,21.1%,30.0%,7.9%,23.5%,8.5%,599,117,245,194,43,4127,169,208,870,1237,325,969,349,"2,266","62,203","73,787"
24.06,Pulaski County,Arkansas,27.1%,72.9%,22.9%,48.3%,0.0%,0.0%,0.0%,0.0%,1.7%,3052.0,826,2226,700,1475,0,0,0,0,51,14.9%,52.3%,32.9%,0.0%,2.3%,6.7%,38.1%,25.6%,9.4%,8.5%,9.3%,511,76,267,168,0,2110,49,142,804,540,198,180,197,"1,140","50,217","70,730"
24.07,Pulaski County,Arkansas,20.4%,79.6%,56.6%,10.9%,0.6%,10.6%,0.0%,0.0%,0.8%,2113.0,432,1681,1197,230,13,224,0,0,17,0.0%,42.3%,44.7%,13.0%,2.2%,8.0%,6.5%,17.3%,7.3%,32.8%,25.9%,123,0,52,55,16,1705,37,137,111,295,124,560,441,"1,078","76,383","85,663"
24.09,Pulaski County,Arkansas,3.9%,96.1%,21.2%,66.1%,0.0%,3.1%,0.0%,0.0%,5.6%,3399.0,133,3266,719,2248,0,107,0,0,192,6.1%,60.5%,23.4%,10.0%,2.4%,5.4%,28.0%,23.1%,7.3%,21.4%,12.4%,261,16,158,61,26,2003,48,108,560,463,147,429,248,"1,514","46,814","54,424"
24.1,Pulaski County,Arkansas,0.1%,99.9%,20.6%,76.6%,0.0%,1.2%,0.0%,0.0%,1.4%,3372.0,5,3367,696,2584,0,39,0,0,48,0.0%,73.0%,20.5%,6.6%,2.1%,10.3%,35.5%,28.9%,1.8%,14.4%,6.9%,259,0,189,53,17,2467,52,255,877,713,44,356,170,"1,536","26,875","44,833"
25.0,Pulaski County,Arkansas,2.2%,97.8%,52.4%,34.5%,0.0%,4.3%,0.5%,0.0%,6.1%,1259.0,28,1231,660,434,0,54,6,0,77,0.0%,30.8%,24.7%,44.5%,4.1%,1.4%,18.1%,17.6%,12.3%,24.0%,22.5%,182,0,56,45,81,1007,41,14,182,177,124,242,227,890,"51,563","62,165"
26.0,Pulaski County,Arkansas,0.0%,100.0%,13.0%,87.0%,0.0%,0.0%,0.0%,0.0%,0.0%,988.0,0,988,128,860,0,0,0,0,0,0.0%,100.0%,0.0%,0.0%,2.9%,10.5%,41.9%,37.5%,0.6%,5.1%,1.4%,21,0,21,0,0,863,25,91,362,324,5,44,12,483,"30,602","45,048"
27.0,Pulaski County,Arkansas,10.2%,89.8%,17.8%,66.7%,1.9%,0.0%,0.0%,0.0%,3.4%,5960.0,608,5352,1058,3978,116,0,0,0,200,4.5%,50.6%,43.8%,1.0%,9.7%,14.4%,32.1%,13.0%,8.2%,20.4%,2.0%,682,31,345,299,7,3565,347,515,1146,464,292,729,72,"2,459","26,880","34,055"
28.0,Pulaski County,Arkansas,1.9%,98.1%,0.0%,96.3%,0.0%,0.0%,0.0%,0.0%,1.8%,1820.0,35,1785,0,1753,0,0,0,0,32,16.7%,35.8%,47.5%,0.0%,3.6%,29.4%,48.6%,7.6%,3.8%,7.1%,0.0%,204,34,73,97,0,984,35,289,478,75,37,70,0,846,"12,188","25,277"
29.0,Pulaski County,Arkansas,14.4%,85.6%,6.8%,77.1%,0.0%,0.0%,0.0%,0.0%,1.7%,1241.0,179,1062,84,957,0,0,0,0,21,46.2%,53.8%,0.0%,0.0%,2.1%,14.1%,33.3%,31.9%,4.1%,11.2%,3.4%,182,84,98,0,0,715,15,101,238,228,29,80,24,567,"32,745","35,716"
30.01,Pulaski County,Arkansas,4.5%,95.5%,42.3%,51.0%,0.2%,1.8%,0.0%,0.0%,0.2%,2596.0,117,2479,1099,1324,4,47,0,0,5,44.8%,15.1%,11.8%,28.3%,5.0%,9.9%,28.3%,26.5%,0.8%,15.3%,14.2%,212,95,32,25,60,1801,90,179,509,477,15,275,256,"1,317","40,880","62,502"
30.02,Pulaski County,Arkansas,4.0%,96.0%,30.6%,64.3%,0.0%,0.0%,0.0%,0.0%,1.1%,2828.0,113,2715,864,1819,0,0,0,0,32,38.3%,9.3%,35.5%,16.8%,4.8%,4.0%,46.6%,21.8%,5.6%,13.7%,3.4%,214,82,20,76,36,1982,95,80,923,433,111,272,68,"1,354","26,711","35,130"
31.0,Pulaski County,Arkansas,0.7%,99.3%,10.5%,87.8%,1.0%,0.0%,0.0%,0.0%,0.0%,1007.0,7,1000,106,884,10,0,0,0,0,37.9%,22.7%,39.4%,0.0%,5.8%,12.8%,42.6%,26.0%,7.2%,2.3%,3.4%,132,50,30,52,0,711,41,91,303,185,51,16,24,496,"18,657","26,283"
32.02,Pulaski County,Arkansas,11.6%,88.4%,33.0%,52.7%,0.2%,0.0%,0.0%,0.0%,2.5%,6619.0,767,5852,2187,3486,13,0,0,0,166,19.8%,28.9%,51.3%,0.0%,8.9%,5.2%,27.7%,21.2%,10.6%,16.6%,9.7%,318,63,92,163,0,4318,384,226,1198,917,457,715,421,"2,607","47,030","73,831"
32.07,Pulaski County,Arkansas,9.5%,90.5%,40.9%,37.3%,0.0%,0.7%,0.0%,0.0%,11.6%,2357.0,225,2132,964,879,0,16,0,0,273,0.0%,90.6%,9.4%,0.0%,2.0%,7.4%,33.2%,29.4%,8.8%,14.4%,4.8%,64,0,58,6,0,1525,31,113,507,448,134,219,73,"1,005","66,875","68,480"
32.08,Pulaski County,Arkansas,10.7%,89.3%,32.7%,47.5%,0.0%,0.0%,0.0%,7.5%,1.6%,5009.0,538,4471,1638,2378,0,0,0,375,80,16.5%,18.5%,39.5%,25.5%,5.4%,7.3%,41.9%,23.7%,8.8%,8.5%,4.3%,243,40,45,96,62,3543,193,259,1486,839,313,302,151,"2,209","37,011","47,009"
33.03,Pulaski County,Arkansas,4.5%,95.5%,80.3%,6.1%,0.4%,0.6%,0.0%,0.0%,8.2%,4969.0,225,4744,3989,302,18,30,0,0,405,0.0%,35.6%,31.1%,33.3%,1.4%,0.3%,25.5%,25.2%,3.1%,27.6%,16.9%,267,0,95,83,89,3658,50,12,933,921,112,1010,620,"2,337","88,806","105,647"
33.05,Pulaski County,Arkansas,24.9%,75.1%,43.9%,26.6%,0.0%,0.9%,0.0%,0.0%,3.7%,4267.0,1064,3203,1873,1135,0,39,0,0,156,0.0%,71.7%,25.1%,3.3%,7.3%,4.8%,36.4%,17.2%,6.7%,17.4%,10.2%,307,0,220,77,10,3038,222,146,1106,522,204,529,309,"1,795","60,375","71,850"
33.06,Pulaski County,Arkansas,4.0%,96.0%,54.4%,32.2%,0.5%,3.9%,0.0%,0.5%,4.5%,3126.0,125,3001,1700,1006,16,122,0,17,140,17.8%,26.1%,19.0%,37.0%,2.3%,2.2%,30.8%,23.9%,10.9%,15.6%,14.4%,494,88,129,94,183,1998,46,43,615,477,218,312,287,"1,581","53,924","60,481"
33.07,Pulaski County,Arkansas,4.3%,95.7%,62.1%,30.3%,0.0%,0.0%,0.0%,0.0%,3.3%,1705.0,73,1632,1058,517,0,0,0,0,57,5.5%,17.7%,71.7%,5.1%,1.2%,0.9%,27.3%,15.9%,10.6%,24.3%,19.8%,237,13,42,170,12,1090,13,10,298,173,115,265,216,947,"52,484","78,967"
33.08,Pulaski County,Arkansas,1.0%,99.0%,87.0%,8.2%,0.0%,0.7%,0.0%,1.1%,1.9%,4044.0,42,4002,3520,331,0,30,0,44,77,6.7%,79.5%,0.0%,13.8%,0.0%,3.5%,18.3%,22.5%,6.8%,25.8%,23.2%,195,13,155,0,27,3184,0,112,583,715,215,821,738,"1,975","84,922","107,276"
34.03,Pulaski County,Arkansas,1.1%,98.9%,90.1%,1.6%,0.0%,1.9%,0.0%,0.0%,5.3%,2623.0,28,2595,2364,42,0,51,0,0,138,0.0%,23.6%,32.7%,43.8%,3.8%,8.1%,29.5%,20.8%,15.8%,12.0%,10.0%,208,0,49,68,91,2022,76,164,597,421,319,243,202,"1,181","60,408","95,137"
34.04,Pulaski County,Arkansas,1.2%,98.8%,81.8%,6.8%,0.2%,5.8%,0.0%,0.0%,4.1%,4486.0,54,4432,3669,306,10,261,0,0,186,63.3%,7.8%,28.9%,0.0%,0.3%,7.2%,41.4%,25.0%,11.6%,9.7%,4.8%,128,81,10,37,0,3306,11,237,1370,825,383,320,160,"1,879","54,470","98,727"
34.05,Pulaski County,Arkansas,4.0%,96.0%,69.8%,18.7%,0.2%,4.2%,0.0%,0.0%,3.1%,1315.0,53,1262,918,246,2,55,0,0,41,0.0%,11.3%,88.8%,0.0%,4.6%,9.0%,17.0%,10.5%,2.8%,48.0%,8.0%,80,0,9,71,0,1033,48,93,176,108,29,496,83,756,"22,946","44,421"
34.06,Pulaski County,Arkansas,2.1%,97.9%,71.0%,20.7%,0.8%,0.7%,0.0%,0.1%,4.6%,4610.0,98,4512,3274,954,38,30,0,3,213,2.6%,44.4%,47.5%,5.5%,2.1%,2.6%,31.7%,27.7%,14.3%,16.3%,5.4%,419,11,186,199,23,3227,67,85,1023,894,460,525,173,"1,846","69,716","76,504"
