District Name,School Name,N,English Avg,English % Met,Math Avg,Math % Met,Reading Avg,Reading % Met,Science Avg,Science % Met,All % Met,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),Math Scores,RW Scores
POTTSVILLE SCHOOL DISTRICT,POTTSVILLE HIGH SCHOOL,99,18.9,55.60%,18,15.20%,19.5,38.40%,19.2,30.30%,9.10%,Arkansas,35.2389165,-93.0287288,500 Apache Drive,72858,Pope County,Pottsville,5115,"500 Apache Drive, Pottsville, Arkansas, 72858",951202,5115951202,2021,951202,Pope County,Arkansas,450,11,256,102,81,3194,123,215,1345,420,278,633,180,2.4,56.9,22.7,18,3.9,6.7,42.1,13.1,8.7,19.8,5.6,2027,57734,98281,5105,414,8.1,4691,91.9,4358,85.4,238,4.7,0,0,0,0,0,0,0,0,95,1.9,18,19.5
RUSSELLVILLE SCHOOL DISTRICT,RUSSELLVILLE HIGH SCHOOL,291,18.4,51.90%,18.4,23.00%,19.7,39.90%,19.6,28.90%,15.80%,Arkansas,35.2578473,-93.1179535,2203 South Knoxville Avenue,72802,Pope County,Russellville,5115,"2203 South Knoxville Avenue, Russellville, Arkansas, 72802",951601,5115951601,2021,951601,Pope County,Arkansas,620,7,159,387,67,4015,346,470,1422,829,273,509,166,1.1,25.6,62.4,10.8,8.6,11.7,35.4,20.6,6.8,12.7,4.1,2547,37278,64238,6700,2287,34.1,4413,65.9,4134,61.7,59,0.9,0,0,17,0.3,0,0,0,0,203,3,18.4,19.7
DES ARC SCHOOL DISTRICT,DES ARC HIGH SCHOOL,48,18.4,45.80%,19.9,35.40%,19,33.30%,19.4,29.20%,22.90%,Arkansas,34.977855,-91.4990196,601 Main Street,72040,Prairie County,Des Arc,5117,"601 Main Street, Des Arc, Arkansas, 72040",460100,5117460100,2021,460100,Prairie County,Arkansas,255,20,82,139,14,2501,73,225,1271,347,304,160,121,7.8,32.2,54.5,5.5,2.9,9,50.8,13.9,12.2,6.4,4.8,1466,42266,60614,3429,71,2.1,3358,97.9,3042,88.7,222,6.5,0,0,0,0,0,0,0,0,94,2.7,19.9,19
HAZEN SCHOOL DISTRICT,HAZEN HIGH SCHOOL,37,16.9,45.90%,17.1,13.50%,16.8,16.20%,17.4,13.50%,2.70%,Arkansas,34.7843835,-91.580752,477 North Hazen Avenue,72064,Prairie County,Hazen,5117,"477 North Hazen Avenue, Hazen, Arkansas, 72064",460200,5117460200,2021,460200,Prairie County,Arkansas,224,24,86,51,63,2074,104,157,684,582,80,315,152,10.7,38.4,22.8,28.1,5,7.6,33,28.1,3.9,15.2,7.3,1107,56146,69162,2975,28,0.9,2947,99.1,2374,79.8,429,14.4,4,0.1,29,1,0,0,19,0.6,92,3.1,17.1,16.8
LITTLE ROCK SCHOOL DISTRICT,CENTRAL HIGH SCHOOL,450,20.7,60.40%,19.8,31.60%,21.2,44.90%,20.8,39.10%,26.70%,Arkansas,34.7367998,-92.2986873,1500 S Little Rock Nine Way,72202,Pulaski County,Little Rock,5119,"1500 S Little Rock Nine Way, Little Rock, Arkansas, 72202",4500,5119004500,2021,4500,Pulaski County,Arkansas,553,24,69,447,13,1154,63,89,364,278,109,143,108,4.3,12.5,80.8,2.4,5.5,7.7,31.5,24.1,9.4,12.4,9.4,717,28750,42228,1973,128,6.5,1845,93.5,253,12.8,1553,78.7,7,0.4,1,0.1,0,0,0,0,31,1.6,19.8,21.2
LITTLE ROCK SCHOOL DISTRICT,PARKVIEW MAGNET HIGH SCHOOL,222,16.6,41.00%,17,13.10%,17.3,20.30%,18.2,18.50%,8.60%,Arkansas,34.7314138,-92.3702359,2501 John Barrow Road,72204,Pulaski County,Little Rock,5119,"2501 John Barrow Road, Little Rock, Arkansas, 72204",2403,5119002403,2021,2403,Pulaski County,Arkansas,354,0,134,164,56,2759,49,161,912,592,459,426,160,0,37.9,46.3,15.8,1.8,5.8,33.1,21.5,16.6,15.4,5.8,1703,46338,54228,4048,264,6.5,3784,93.5,841,20.8,2721,67.2,0,0,48,1.2,0,0,94,2.3,80,2,17,17.3
LITTLE ROCK SCHOOL DISTRICT,LITTLE ROCK SOUTHWEST HIGH SCHOOL,227,11.9,9.30%,14.7,1.80%,13.3,4.80%,14.5,2.20%,0.40%,Arkansas,34.6622517,-92.3858553,9715 Mabelvale Pike,72103,Pulaski County,Little Rock,5119,"9715 Mabelvale Pike, Little Rock, Arkansas, 72103",4105,5119004105,2021,4105,Pulaski County,Arkansas,423,64,228,131,0,3732,256,433,1487,820,255,324,157,15.1,53.9,31,0,6.9,11.6,39.8,22,6.8,8.7,4.2,2190,48250,58846,6057,1452,24,4605,76,854,14.1,3479,57.4,32,0.5,0,0,0,0,30,0.5,210,3.5,14.7,13.3
LITTLE ROCK SCHOOL DISTRICT,LITTLE ROCK HALL STEAM MAGNET HIGH SCHOOL,56,12.2,7.10%,14.7,1.80%,13.5,1.80%,14.6,3.60%,0.00%,Arkansas,34.7605212,-92.3474361,6700 H Street,72205,Pulaski County,Little Rock,5119,"6700 H Street, Little Rock, Arkansas, 72205",2104,5119002104,2021,2104,Pulaski County,Arkansas,315,71,12,146,86,4231,12,115,772,417,103,1744,1068,22.5,3.8,46.3,27.3,0.3,2.7,18.2,9.9,2.4,41.2,25.2,2382,104426,112324,5619,49,0.9,5570,99.1,4564,81.2,618,11,25,0.4,226,4,0,0,0,0,137,2.4,14.7,13.5
NORTH LITTLE ROCK SCHOOL DISTRICT,NORTH LITTLE ROCK HIGH SCHOOL,363,15.6,33.10%,16.6,11.00%,16.5,19.60%,16.6,10.70%,5.80%,Arkansas,34.7765663,-92.2690704,201 West 22nd Street,72114,Pulaski County,North Little Rock,5119,"201 West 22nd Street, North Little Rock, Arkansas, 72114",2900,5119002900,2021,2900,Pulaski County,Arkansas,89,70,19,0,0,810,38,75,318,236,24,93,26,78.7,21.3,0,0,4.7,9.3,39.3,29.1,3,11.5,3.2,582,29261,32091,1066,185,17.4,881,82.6,109,10.2,764,71.7,0,0,0,0,0,0,5,0.5,3,0.3,16.6,16.5
NORTH LITTLE ROCK SCHOOL DISTRICT,NORTH LITTLE ROCK CENTER OF EXCELLENCE,70,16.2,37.10%,16.6,12.90%,17.5,22.90%,17.9,17.10%,8.60%,Arkansas,34.7864492,-92.2531929,,N/A,Pulaski County,N/A,5119,,3308,5119003308,2021,3308,Pulaski County,Arkansas,177,23,93,35,26,3356,37,197,632,604,153,1062,671,13,52.5,19.8,14.7,1.1,5.9,18.8,18,4.6,31.6,20,1850,102786,141255,4335,295,6.8,4040,93.2,3616,83.4,229,5.3,0,0,47,1.1,0,0,51,1.2,97,2.2,16.6,17.5
PULASKI COUNTY SPECIAL SCHOOL DISTRICT,MILLS UNIVERSITY STUDIES HIGH SCHOOL,114,14.6,20.20%,15.3,4.40%,15.2,11.40%,16.4,5.30%,1.80%,Arkansas,34.6738395,-92.2573013,708 East Dixon Road,72206,Pulaski County,Little Rock,5119,"708 East Dixon Road, Little Rock, Arkansas, 72206",4001,5119004001,2021,4001,Pulaski County,Arkansas,206,41,99,66,0,1220,84,182,325,207,93,266,63,19.9,48.1,32,0,6.9,14.9,26.6,17,7.6,21.8,5.2,759,57566,50909,2178,0,0,2178,100,343,15.7,1828,83.9,0,0,0,0,0,0,0,0,7,0.3,15.3,15.2
PULASKI COUNTY SPECIAL SCHOOL DISTRICT,JOE T. ROBINSON HIGH SCHOOL,124,17.6,43.50%,17.2,17.70%,18.5,26.60%,19.4,23.40%,9.70%,Arkansas,34.8139114,-92.5068359,21501 Cantrell Road,72223,Pulaski County,Little Rock,5119,"21501 Cantrell Road, Little Rock, Arkansas, 72223",4213,5119004213,2021,4213,Pulaski County,Arkansas,512,29,70,337,76,3451,77,27,174,580,60,1228,1305,5.7,13.7,65.8,14.8,2.2,0.8,5,16.8,1.7,35.6,37.8,2036,186389,263196,5032,10,0.2,5022,99.8,4541,90.2,224,4.5,0,0,195,3.9,22,0.4,0,0,40,0.8,17.2,18.5
PULASKI COUNTY SPECIAL SCHOOL DISTRICT,SYLVAN HILLS HIGH SCHOOL,229,18,50.70%,17.3,20.10%,19,32.30%,18.9,22.30%,13.10%,Arkansas,34.8502799,-92.2359143,484 Bear Paw Road,72120,Pulaski County,Sherwood,5119,"484 Bear Paw Road, Sherwood, Arkansas, 72120",3713,5119003713,2021,3713,Pulaski County,Arkansas,390,29,195,111,55,2810,55,83,716,787,153,613,403,7.4,50,28.5,14.1,2,3,25.5,28,5.4,21.8,14.3,1676,79400,93414,4058,95,2.3,3963,97.7,2793,68.8,1039,25.6,0,0,0,0,0,0,0,0,131,3.2,17.3,19
PULASKI COUNTY SPECIAL SCHOOL DISTRICT,MAUMELLE HIGH SCHOOL,198,18.1,49.50%,17.6,20.20%,18.5,28.30%,18.5,21.20%,12.10%,Arkansas,34.8627538,-92.384935,100 Victory Lane,72113,Pulaski County,Maumelle,5119,"100 Victory Lane, Maumelle, Arkansas, 72113",4309,5119004309,2021,4309,Pulaski County,Arkansas,264,10,230,24,0,2522,0,151,221,578,361,537,674,3.8,87.1,9.1,0,0,6,8.8,22.9,14.3,21.3,26.7,1481,107813,112550,3745,99,2.6,3646,97.4,2475,66.1,914,24.4,0,0,243,6.5,0,0,0,0,14,0.4,17.6,18.5
JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,JACKSONVILLE HIGH SCHOOL,160,14.9,25.00%,15.5,7.50%,15.6,16.90%,17.1,8.80%,3.80%,Arkansas,34.8674331,-92.1270445,,N/A,Pulaski County,Jacksonville,5119,,3605,5119003605,2021,3604,Pulaski County,Arkansas,411,0,143,268,0,4036,42,220,1385,1041,496,508,344,0,34.8,65.2,0,1,5.5,34.3,25.8,12.3,12.6,8.5,2456,57708,65187,6040,78,1.3,5962,98.7,2982,49.4,2902,48,0,0,38,0.6,0,0,23,0.4,17,0.3,15.5,15.6
ACADEMICS PLUS PUBLIC CHARTER SCHOOLS,MAUMELLE CHARTER HIGH SCHOOL,59,20.5,67.80%,19.4,32.20%,20.4,39.00%,20.2,28.80%,20.30%,Arkansas,34.862572,-92.4044777,600 Edgewood Drive,72113,Pulaski County,Maumelle,5119,"600 Edgewood Drive, Maumelle, Arkansas, 72113",4306,5119004306,2021,4306,Pulaski County,Arkansas,352,23,86,92,151,4481,143,178,797,860,767,936,800,6.5,24.4,26.1,42.9,3.2,4,17.8,19.2,17.1,20.9,17.9,2642,59844,90900,6627,313,4.7,6314,95.3,4211,63.5,1770,26.7,35,0.5,49,0.7,0,0,0,0,249,3.8,19.4,20.4
LISA ACADEMY,LISA ACADEMY WEST HIGH SCHOOL,88,16.5,39.80%,16.5,8.00%,16.7,21.60%,17.6,12.50%,6.80%,Arkansas,35.20105,-91.8318334,,N/A,White County,N/A,5145,,71001,5145071001,2021,71001,White County,Arkansas,82,6,76,0,0,2769,24,167,1384,429,153,495,117,7.3,92.7,0,0,0.9,6,50,15.5,5.5,17.9,4.2,1374,53520,85378,3407,125,3.7,3282,96.3,3073,90.2,50,1.5,32,0.9,0,0,0,0,0,0,127,3.7,16.5,16.7
LISA ACADEMY,LISA ACADEMY NORTH HIGH SCHOOL,48,17.4,47.90%,17.8,18.80%,16.5,22.90%,17.2,8.30%,6.30%,Arkansas,34.7514746,-92.388168,23 Corporate Hill Drive,72205,Pulaski County,Little Rock,5119,"23 Corporate Hill Drive, Little Rock, Arkansas, 72205",2208,5119002208,2021,2208,Pulaski County,Arkansas,233,20,58,93,62,1387,87,15,351,368,73,348,145,8.6,24.9,39.9,26.6,6.3,1.1,25.3,26.5,5.3,25.1,10.5,876,63750,72108,2100,136,6.5,1964,93.5,1104,52.6,492,23.4,27,1.3,150,7.1,12,0.6,0,0,179,8.5,17.8,16.5
ARKANSAS VIRTUAL ACADEMY,ARKANSAS VIRTUAL ACADEMY HIGH SCHOOL,91,17.3,45.10%,17.4,15.40%,18.2,29.70%,19.1,25.30%,11.00%,Arkansas,35.20105,-91.8318334,,N/A,White County,N/A,5145,,71001,5145071001,2021,71001,White County,Arkansas,82,6,76,0,0,2769,24,167,1384,429,153,495,117,7.3,92.7,0,0,0.9,6,50,15.5,5.5,17.9,4.2,1374,53520,85378,3407,125,3.7,3282,96.3,3073,90.2,50,1.5,32,0.9,0,0,0,0,0,0,127,3.7,17.4,18.2
ESTEM PUBLIC CHARTER SCHOOL,ESTEM HIGH SCHOOL,148,17.9,47.30%,17.6,17.60%,18.4,27.00%,18.8,18.90%,12.80%,Arkansas,35.20105,-91.8318334,,N/A,White County,N/A,5145,,71001,5145071001,2021,71001,White County,Arkansas,82,6,76,0,0,2769,24,167,1384,429,153,495,117,7.3,92.7,0,0,0.9,6,50,15.5,5.5,17.9,4.2,1374,53520,85378,3407,125,3.7,3282,96.3,3073,90.2,50,1.5,32,0.9,0,0,0,0,0,0,127,3.7,17.6,18.4
JACKSONVILLE LIGHTHOUSE CHARTER,JACKSONVILLE LIGHTHOUSE COLLEGE PREPARATORY ACADEM,37,14.8,27.00%,14.7,0.00%,16.1,13.50%,16.2,5.40%,0.00%,Arkansas,34.8687399,-92.1084908,251 North 1st Street,72076,Pulaski County,Jacksonville,5119,"251 North 1st Street, Jacksonville, Arkansas, 72076",3608,5119003608,2021,3608,Pulaski County,Arkansas,714,176,279,259,0,3958,102,201,1501,1082,256,502,314,24.6,39.1,36.3,0,2.6,5.1,37.9,27.3,6.5,12.7,7.9,2397,36011,49928,6095,226,3.7,5869,96.3,2343,38.4,3402,55.8,0,0,0,0,0,0,0,0,124,2,14.7,16.1
GRADUATE ARKANSAS  CHARTER,GRADUATE ARKANSAS CHARTER HIGH,5,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,Arkansas,35.20105,-91.8318334,,N/A,White County,N/A,5145,,71001,5145071001,2021,71001,White County,Arkansas,82,6,76,0,0,2769,24,167,1384,429,153,495,117,7.3,92.7,0,0,0.9,6,50,15.5,5.5,17.9,4.2,1374,53520,85378,3407,125,3.7,3282,96.3,3073,90.2,50,1.5,32,0.9,0,0,0,0,0,0,127,3.7,,
RESPONSIVE ED SOLUTIONS PREMIER HIGH SCHOOL OF LIT,PREMIER HIGH SCHOOL OF LITTLE ROCK,14,12.1,7.10%,13.5,0.00%,12.7,0.00%,14.1,0.00%,0.00%,Arkansas,34.7444618,-92.2880157,,N/A,Pulaski County,Little Rock,5119,,4400,5119004400,2021,4400,Pulaski County,Arkansas,150,5,28,37,80,1826,8,137,235,199,96,504,647,3.3,18.7,24.7,53.3,0.4,7.5,12.9,10.9,5.3,27.6,35.4,1357,68009,119865,2108,36,1.7,2072,98.3,1644,78,314,14.9,0,0,24,1.1,0,0,0,0,90,4.3,13.5,12.7
RESPONSIVE ED SOLUTIONS PREMIER HIGH SCHOOL OF NOR,PREMIER HIGH SCHOOL OF NORTH LITTLE ROCK,10,17.1,50.00%,14.4,0.00%,17,20.00%,15,0.00%,0.00%,Arkansas,34.756104,-92.2677497,,N/A,Pulaski County,North Little Rock,5119,,2500,5119002500,2021,2500,Pulaski County,Arkansas,130,0,41,36,53,1030,32,51,185,153,59,271,279,0,31.5,27.7,40.8,3.1,5,18,14.9,5.7,26.3,27.1,810,54881,68972,1270,53,4.2,1217,95.8,678,53.4,376,29.6,8,0.6,42,3.3,0,0,22,1.7,91,7.2,14.4,17
ARKANSAS SCHOOL FOR THE BLIND,ARKANSAS SCHOOL FOR THE BLIND HIGH SCHOOL,4,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,Arkansas,35.20105,-91.8318334,,N/A,White County,N/A,5145,,71001,5145071001,2021,71001,White County,Arkansas,82,6,76,0,0,2769,24,167,1384,429,153,495,117,7.3,92.7,0,0,0.9,6,50,15.5,5.5,17.9,4.2,1374,53520,85378,3407,125,3.7,3282,96.3,3073,90.2,50,1.5,32,0.9,0,0,0,0,0,0,127,3.7,,
ARKANSAS SCHOOL FOR THE DEAF,SCHOOL FOR THE DEAF,12,10.5,0.00%,13.7,0.00%,12.9,0.00%,14,0.00%,0.00%,Arkansas,35.20105,-91.8318334,,N/A,White County,N/A,5145,,71001,5145071001,2021,71001,White County,Arkansas,82,6,76,0,0,2769,24,167,1384,429,153,495,117,7.3,92.7,0,0,0.9,6,50,15.5,5.5,17.9,4.2,1374,53520,85378,3407,125,3.7,3282,96.3,3073,90.2,50,1.5,32,0.9,0,0,0,0,0,0,127,3.7,13.7,12.9
DIVISION OF YOUTH SERVICES SCHOOL SYSTEM,ARKANSAS CONSOLIDATED HIGH SCHOOL-ALEXANDER,10,11.2,0.00%,13,0.00%,13.3,0.00%,12.9,0.00%,0.00%,Arkansas,35.20105,-91.8318334,,N/A,White County,N/A,5145,,71001,5145071001,2021,71001,White County,Arkansas,82,6,76,0,0,2769,24,167,1384,429,153,495,117,7.3,92.7,0,0,0.9,6,50,15.5,5.5,17.9,4.2,1374,53520,85378,3407,125,3.7,3282,96.3,3073,90.2,50,1.5,32,0.9,0,0,0,0,0,0,127,3.7,13,13.3
DIVISION OF YOUTH SERVICES SCHOOL SYSTEM,ARKANSAS CONSOLIDATED HIGH SCHOOL-DERMOTT,3,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,Arkansas,33.524958,-91.436095,,71638,Chicot County,Dermott,5017,,80200,5017080200,2021,80200,Chicot County,Arkansas,194,16,102,76,0,1465,100,247,565,311,75,157,10,8.2,52.6,39.2,0,6.8,16.9,38.6,21.2,5.1,10.7,0.7,912,29000,44913,2152,1,0,2151,100,545,25.3,1600,74.3,0,0,0,0,0,0,0,0,6,0.3,,
DIVISION OF YOUTH SERVICES SCHOOL SYSTEM,ARKANSAS CONSOLIDATED HIGH SCHOOL-MANSFIELD,1,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,Arkansas,35.20105,-91.8318334,,N/A,White County,N/A,5145,,71001,5145071001,2021,71001,White County,Arkansas,82,6,76,0,0,2769,24,167,1384,429,153,495,117,7.3,92.7,0,0,0.9,6,50,15.5,5.5,17.9,4.2,1374,53520,85378,3407,125,3.7,3282,96.3,3073,90.2,50,1.5,32,0.9,0,0,0,0,0,0,127,3.7,,
MAYNARD SCHOOL DISTRICT,MAYNARD HIGH SCHOOL,34,14.9,23.50%,16.2,2.90%,17,17.60%,16.9,8.80%,2.90%,Arkansas,36.4179869,-90.899011,74 Campus Drive,72444,Randolph County,Maynard,5121,"74 Campus Drive, Maynard, Arkansas, 72444",960100,5121960100,2021,960100,Randolph County,Arkansas,229,60,74,95,0,3196,220,211,1249,714,418,269,115,26.2,32.3,41.5,0,6.9,6.6,39.1,22.3,13.1,8.4,3.6,1635,47922,55018,4293,82,1.9,4211,98.1,4015,93.5,3,0.1,31,0.7,1,0,0,0,7,0.2,154,3.6,16.2,17
POCAHONTAS SCHOOL DISTRICT,POCAHONTAS HIGH SCHOOL,112,18.1,41.10%,18,21.40%,17.5,27.70%,18.5,23.20%,13.40%,Arkansas,36.2803717,-90.9817087,2312 Stadium Drive,72455,Randolph County,Pocahontas,5121,"2312 Stadium Drive, Pocahontas, Arkansas, 72455",960301,5121960301,2021,960301,Randolph County,Arkansas,317,98,157,52,10,2931,124,198,1195,620,143,378,273,30.9,49.5,16.4,3.2,4.2,6.8,40.8,21.2,4.9,12.9,9.3,1664,37305,62467,4594,132,2.9,4462,97.1,4263,92.8,25,0.5,0,0,26,0.6,22,0.5,0,0,126,2.7,18,17.5
FORREST CITY SCHOOL DISTRICT,FORREST CITY HIGH SCHOOL,108,14,13.90%,14.7,2.80%,14.4,4.60%,15.7,1.90%,1.90%,Arkansas,35.0203693,-90.7946678,467 Victoria Avenue,72335,St. Francis County,Forrest City,5123,"467 Victoria Avenue, Forrest City, Arkansas, 72335",960400,5123960400,2021,960400,St. Francis County,Arkansas,571,251,99,221,0,2322,94,354,776,667,247,165,19,44,17.3,38.7,0,4,15.2,33.4,28.7,10.6,7.1,0.8,1443,27477,47485,4298,0,0,4298,100,312,7.3,3945,91.8,0,0,13,0.3,0,0,0,0,28,0.7,14.7,14.4
PALESTINE-WHEATLEY SCHOOL DISTRICT,PALESTINE-WHEATLEY SENIOR HIGH,37,19.2,64.90%,18.2,21.60%,19.1,35.10%,19.2,24.30%,10.80%,Arkansas,34.9910985,-90.9438468,,N/A,St. Francis County,N/A,5123,,960300,5123960300,2021,960300,St. Francis County,Arkansas,153,46,58,49,0,1821,137,150,865,323,151,152,43,30.1,37.9,32,0,7.5,8.2,47.5,17.7,8.3,8.3,2.4,1011,37461,52356,2596,67,2.6,2529,97.4,1806,69.6,662,25.5,0,0,0,0,0,0,0,0,61,2.3,18.2,19.1
BAUXITE SCHOOL DISTRICT,BAUXITE HIGH SCHOOL,89,17.7,46.10%,17.5,16.90%,17.8,27.00%,19.1,30.30%,10.10%,Arkansas,34.5535477,-92.5108387,800 School Street,72011,Saline County,Bauxite,5125,"800 School Street, Bauxite, Arkansas, 72011",10602,5125010602,2021,10602,Saline County,Arkansas,267,34,150,29,54,1539,10,206,592,437,130,108,56,12.7,56.2,10.9,20.2,0.6,13.4,38.5,28.4,8.4,7,3.6,912,53676,54042,2366,72,3,2294,97,1950,82.4,260,11,0,0,0,0,0,0,0,0,84,3.6,17.5,17.8
BAUXITE SCHOOL DISTRICT,MINER ACADEMY,20,15.4,30.00%,15.7,5.00%,15.6,20.00%,16,10.00%,5.00%,Arkansas,34.504805,-92.5197932,,N/A,Saline County,N/A,5125,,10407,5125010407,2021,10407,Saline County,Arkansas,321,10,153,117,41,3161,29,289,1166,827,315,445,90,3.1,47.7,36.4,12.8,0.9,9.1,36.9,26.2,10,14.1,2.8,1730,65667,88255,4652,290,6.2,4362,93.8,4277,91.9,9,0.2,0,0,0,0,0,0,0,0,76,1.6,15.7,15.6
BENTON SCHOOL DISTRICT,BENTON HIGH SCHOOL,354,18.4,51.40%,18.9,24.30%,19.7,37.90%,19.5,27.10%,17.50%,Arkansas,34.5654181,-92.5743607,211 North Border Street,72015,Saline County,Benton,5125,"211 North Border Street, Benton, Arkansas, 72015",10101,5125010101,2021,10101,Saline County,Arkansas,308,29,163,116,0,2546,42,419,855,668,250,217,95,9.4,52.9,37.7,0,1.6,16.5,33.6,26.2,9.8,8.5,3.7,1547,55322,56521,3702,314,8.5,3388,91.5,3002,81.1,244,6.6,21,0.6,0,0,45,1.2,0,0,76,2.1,18.9,19.7
BRYANT SCHOOL DISTRICT,BRYANT HIGH SCHOOL,532,19.4,58.30%,19,28.00%,19.6,35.30%,20.1,33.10%,18.00%,Arkansas,34.6088451,-92.4937164,1511 North Reynolds Road,72022,Saline County,Bryant,5125,"1511 North Reynolds Road, Bryant, Arkansas, 72022",10107,5125010107,2021,10107,Saline County,Arkansas,495,92,168,213,22,3556,117,110,1037,889,407,672,324,18.6,33.9,43,4.4,3.3,3.1,29.2,25,11.4,18.9,9.1,2527,55958,65081,5256,85,1.6,5171,98.4,4217,80.2,523,10,15,0.3,162,3.1,0,0,0,0,254,4.8,19,19.6
HARMONY GROVE SCHOOL DISTRICT (SALINE),HARMONY GROVE HIGH SCHOOL,96,17.9,52.10%,17.4,14.60%,18.6,33.30%,19.3,22.90%,10.40%,Arkansas,34.508336,-92.6435323,2621 Arkansas 229,72015,Saline County,Benton,5125,"2621 Arkansas 229, Benton, Arkansas, 72015",10514,5125010514,2021,10514,Saline County,Arkansas,234,114,84,33,3,2338,147,206,841,451,189,336,168,48.7,35.9,14.1,1.3,6.3,8.8,36,19.3,8.1,14.4,7.2,1046,72875,76558,3132,181,5.8,2951,94.2,2693,86,223,7.1,0,0,7,0.2,0,0,0,0,28,0.9,17.4,18.6
WALDRON SCHOOL DISTRICT,WALDRON HIGH SCHOOL,70,16.2,32.90%,16.7,7.10%,16.8,18.60%,16.9,7.10%,4.30%,Arkansas,34.9002949,-94.11506,736 Arkansas 80,72958,Scott County,Waldron,5127,"736 Arkansas 80, Waldron, Arkansas, 72958",950200,5127950200,2021,950200,Scott County,Arkansas,360,59,159,92,50,2657,308,372,1061,468,179,191,78,16.4,44.2,25.6,13.9,11.6,14,39.9,17.6,6.7,7.2,2.9,1565,36404,41673,3945,728,18.5,3217,81.5,3090,78.3,0,0,0,0,0,0,0,0,0,0,127,3.2,16.7,16.8
SEARCY COUNTY SCHOOL DISTRICT,MARSHALL HIGH SCHOOL,49,18.6,55.10%,17.9,12.20%,19.3,36.70%,18.9,22.40%,10.20%,Arkansas,35.9091004,-92.6590391,950 U.S. 65,72650,Searcy County,Marshall,5129,"950 U.S. 65, Marshall, Arkansas, 72650",970200,5129970200,2021,970200,Searcy County,Arkansas,179,0,117,60,2,2757,364,341,1123,453,156,210,110,0,65.4,33.5,1.1,13.2,12.4,40.7,16.4,5.7,7.6,4,1420,31471,41648,3697,126,3.4,3571,96.6,3188,86.2,33,0.9,32,0.9,0,0,0,0,0,0,318,8.6,17.9,19.3
OZARK MOUNTAIN SCHOOL DISTRICT,ST. JOE K-12 SCHOOL,11,17.8,54.50%,16.3,0.00%,19.8,45.50%,18.2,18.20%,0.00%,Arkansas,36.0998069,-92.8178291,,N/A,Marion County,N/A,5089,,960100,5089960100,2021,960100,Marion County,Arkansas,225,21,58,127,19,3121,237,225,1065,829,300,275,190,9.3,25.8,56.4,8.4,7.6,7.2,34.1,26.6,9.6,8.8,6.1,1854,41624,55206,3884,155,4,3729,96,3630,93.5,0,0,0,0,16,0.4,0,0,0,0,83,2.1,16.3,19.8
OZARK MOUNTAIN SCHOOL DISTRICT,WESTERN GROVE K-12 SCHOOL,9,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,N<10,Arkansas,36.0998069,-92.8178291,,N/A,Marion County,N/A,5089,,960100,5089960100,2021,960100,Marion County,Arkansas,225,21,58,127,19,3121,237,225,1065,829,300,275,190,9.3,25.8,56.4,8.4,7.6,7.2,34.1,26.6,9.6,8.8,6.1,1854,41624,55206,3884,155,4,3729,96,3630,93.5,0,0,0,0,16,0.4,0,0,0,0,83,2.1,,
