District Name,School Name,Number of Test Takers,Math Avg,Math % Met,English Avg,English % Met,Reading Avg,Reading % Met,Science Avg,Science % Met,All % Met,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),Math Scores,RW Scores
CHARLESTON SCHOOL DISTRICT,CHARLESTON HIGH SCHOOL,45,19.9,31.10%,20.8,68.90%,19.6,33.30%,20.8,31.10%,17.80%,Arkansas,35.2941544,-94.046352,305 Dale Bumpers Drive,72933,Franklin County,Charleston,5047,"305 Dale Bumpers Drive, Charleston, Arkansas, 72933",950302,5047950302,2022,950302,Franklin County,Arkansas,252,22,105,87,38,2049,26,168,825,397,199,317,117,8.7,41.7,34.5,15.1,1.3,8.2,40.3,19.4,9.7,15.5,5.7,1165,61563,72891,3086,7,0.2,3079,99.8,2712,87.9,24,0.8,5,0.2,26,0.8,0,0,0,0,312,10.1,19.9,19.6
COUNTY LINE SCHOOL DISTRICT,COUNTY LINE HIGH SCHOOL,33,18.9,30.30%,17.9,45.50%,19,30.30%,20.2,33.30%,27.30%,Arkansas,35.307318,-93.9167499,Arkansas 22,72928,Logan County,Branch,5083,"Arkansas 22, Branch, Arkansas, 72928",950200,5083950200,2022,950200,Logan County,Arkansas,365,13,137,172,43,2325,86,213,860,567,191,289,119,3.6,37.5,47.1,11.8,3.7,9.2,37,24.4,8.2,12.4,5.1,1356,65533,94789,3667,129,3.5,3538,96.5,2877,78.5,94,2.6,4,0.1,108,2.9,0,0,0,0,455,12.4,18.9,19
OZARK SCHOOL DISTRICT,OZARK JR/SR HIGH SCHOOL,104,16.9,10.60%,16.9,40.40%,18.2,29.80%,17.9,17.30%,7.70%,Arkansas,35.55037,-93.7841503,,N/A,Franklin County,N/A,5047,,950201,5047950201,2022,950201,Franklin County,Arkansas,182,66,101,15,0,2437,95,198,923,745,209,189,78,36.3,55.5,8.2,0,3.9,8.1,37.9,30.6,8.6,7.8,3.2,1305,39628,61949,3473,28,0.8,3445,99.2,3143,90.5,4,0.1,0,0,0,0,0,0,0,0,298,8.6,16.9,18.2
MAMMOTH SPRING SCHOOL DISTRICT,MAMMOTH SPRING HIGH SCHOOL,19,17.2,15.80%,16.1,31.60%,18.4,31.60%,17.6,10.50%,5.30%,Arkansas,36.490791,-91.5418359,410 Goldsmith Avenue,72554,Fulton County,Mammoth Spring,5049,"410 Goldsmith Avenue, Mammoth Spring, Arkansas, 72554",550102,5049550102,2022,550102,Fulton County,Arkansas,96,36,18,37,5,1740,16,227,466,511,179,275,66,37.5,18.8,38.5,5.2,0.9,13,26.8,29.4,10.3,15.8,3.8,882,50542,59771,2224,0,0,2224,100,2088,93.9,0,0,0,0,0,0,0,0,0,0,136,6.1,17.2,18.4
SALEM SCHOOL DISTRICT,SALEM HIGH SCHOOL,53,18.4,22.60%,18.3,54.70%,19.8,34.00%,19.7,28.30%,15.10%,Arkansas,36.3593264,-91.8166092,313 U.S. 62,72576,Fulton County,Salem,5049,"313 U.S. 62, Salem, Arkansas, 72576",550201,5049550201,2022,550201,Fulton County,Arkansas,245,32,96,115,2,2400,151,69,986,694,151,242,107,13.1,39.2,46.9,0.8,6.3,2.9,41.1,28.9,6.3,10.1,4.5,1274,35329,45809,3131,22,0.7,3109,99.3,2849,91,21,0.7,0,0,4,0.1,0,0,0,0,235,7.5,18.4,19.8
VIOLA SCHOOL DISTRICT,VIOLA HIGH SCHOOL,24,17.6,12.50%,16.5,37.50%,17.8,25.00%,17.8,20.80%,8.30%,Arkansas,36.3959776,-91.9864296,314 Longhorn Drive,72583,Fulton County,Viola,5049,"314 Longhorn Drive, Viola, Arkansas, 72583",550202,5049550202,2022,550202,Fulton County,Arkansas,349,18,303,12,16,2175,138,216,886,468,203,126,138,5.2,86.8,3.4,4.6,6.3,9.9,40.7,21.5,9.3,5.8,6.3,1170,41944,60246,3450,4,0.1,3446,99.9,3256,94.4,0,0,0,0,0,0,0,0,0,0,190,5.5,17.6,17.8
CUTTER-MORNING STAR SCHOOL DISTRICT,CUTTER-MORNING STAR HIGH SCHOOL,49,16.5,8.20%,15.4,28.60%,16.9,20.40%,17.4,10.20%,4.10%,Arkansas,34.5031471,-92.9905242,2801 Spring Street,71901,Garland County,Hot Springs,5051,"2801 Spring Street, Hot Springs, Arkansas, 71901",11601,5051011601,2022,11601,Garland County,Arkansas,671,49,374,231,17,3286,69,105,796,667,429,697,523,7.3,55.7,34.4,2.5,2.1,3.2,24.2,20.3,13.1,21.2,15.9,1999,68277,84730,4899,524,10.7,4375,89.3,3763,76.8,249,5.1,0,0,131,2.7,0,0,0,0,232,4.7,16.5,16.9
FOUNTAIN LAKE SCHOOL DISTRICT,FOUNTAIN LAKE CHARTER HIGH SCHOOL,96,18.5,22.90%,18.9,56.30%,19.6,42.70%,19.5,31.30%,18.80%,Arkansas,34.605212,-92.9775558,,N/A,Garland County,N/A,5051,,10401,5051010401,2022,10401,Garland County,Arkansas,259,66,81,110,2,3229,78,210,980,896,143,597,325,25.5,31.3,42.5,0.8,2.4,6.5,30.3,27.7,4.4,18.5,10.1,1852,66985,80152,4022,11,0.3,4011,99.7,3890,96.7,17,0.4,7,0.2,28,0.7,0,0,14,0.3,55,1.4,18.5,19.6
HOT SPRINGS SCHOOL DISTRICT,HOT SPRINGS WORLD CLASS HIGH SCHOOL,180,16.2,9.40%,15.9,38.90%,17.2,21.70%,17.3,13.30%,3.90%,Arkansas,34.4754828,-93.0699854,701 Emory Street,71913,Garland County,Hot Springs,5051,"701 Emory Street, Hot Springs, Arkansas, 71913",11300,5051011300,2022,11300,Garland County,Arkansas,516,94,222,169,31,3508,205,163,1037,968,370,489,276,18.2,43,32.8,6,5.8,4.6,29.6,27.6,10.5,13.9,7.9,2267,42104,54865,5228,883,16.9,4345,83.1,2900,55.5,1231,23.5,0,0,17,0.3,0,0,18,0.3,179,3.4,16.2,17.2
JESSIEVILLE SCHOOL DISTRICT,JESSIEVILLE HIGH SCHOOL,54,18.1,22.20%,18.2,57.40%,19.2,29.60%,19.3,25.90%,13.00%,Arkansas,34.6998624,-93.0618054,7900 North Highway 7,71949,Garland County,Hot Springs Village,5051,"7900 North Highway 7, Hot Springs Village, Arkansas, 71949",12001,5051012001,2022,12001,Garland County,Arkansas,128,0,128,0,0,3829,87,54,1207,1024,509,537,411,0,100,0,0,2.3,1.4,31.5,26.7,13.3,14,10.7,2275,54519,61664,4421,0,0,4421,100,4303,97.3,1,0,29,0.7,0,0,0,0,0,0,88,2,18.1,19.2
LAKE HAMILTON SCHOOL DISTRICT,LAKE HAMILTON HIGH SCHOOL,269,18,20.10%,18.3,53.50%,19.2,35.70%,19.2,27.50%,12.30%,Arkansas,34.4409766,-93.2123587,280 Wolf Street,71964,Garland County,Pearcy,5051,"280 Wolf Street, Pearcy, Arkansas, 71964",11101,5051011101,2022,11101,Garland County,Arkansas,604,81,141,284,98,3614,134,349,1132,793,315,668,223,13.4,23.3,47,16.2,3.7,9.7,31.3,21.9,8.7,18.5,6.2,2115,53710,72837,5363,49,0.9,5314,99.1,5075,94.6,4,0.1,0,0,0,0,0,0,0,0,235,4.4,18,19.2
LAKESIDE SCHOOL DISTRICT (GARLAND),LAKESIDE HIGH SCHOOL,208,18,21.60%,19.3,58.20%,19.7,38.00%,19.4,25.00%,15.90%,Arkansas,34.4741704,-92.9970904,2871 Malvern Avenue,71901,Garland County,Hot Springs,5051,"2871 Malvern Avenue, Hot Springs, Arkansas, 71901",11601,5051011601,2022,11601,Garland County,Arkansas,671,49,374,231,17,3286,69,105,796,667,429,697,523,7.3,55.7,34.4,2.5,2.1,3.2,24.2,20.3,13.1,21.2,15.9,1999,68277,84730,4899,524,10.7,4375,89.3,3763,76.8,249,5.1,0,0,131,2.7,0,0,0,0,232,4.7,18,19.7
MOUNTAIN PINE SCHOOL DISTRICT,MOUNTAIN PINE HIGH SCHOOL,14,16.5,14.30%,17.5,42.90%,20.1,50.00%,20.4,28.60%,14.30%,Arkansas,34.5761762,-93.1786983,734 Blakely Dam Road,71956,Garland County,Mountain Pine,5051,"734 Blakely Dam Road, Mountain Pine, Arkansas, 71956",10301,5051010301,2022,10301,Garland County,Arkansas,207,46,43,108,10,2938,20,245,1461,581,282,208,141,22.2,20.8,52.2,4.8,0.7,8.3,49.7,19.8,9.6,7.1,4.8,1657,51959,63714,3631,380,10.5,3251,89.5,3040,83.7,49,1.3,0,0,0,0,46,1.3,0,0,116,3.2,16.5,20.1
POYEN SCHOOL DISTRICT,POYEN HIGH SCHOOL,35,16.7,11.40%,15.5,28.60%,17.1,25.70%,17.4,5.70%,2.90%,Arkansas,34.3247954,-92.6445624,111 North School Street,72128,Grant County,Poyen,5053,"111 North School Street, Poyen, Arkansas, 72128",470300,5053470300,2022,470300,Grant County,Arkansas,275,26,180,67,2,2703,94,163,1242,558,237,306,103,9.5,65.5,24.4,0.7,3.5,6,45.9,20.6,8.8,11.3,3.8,1360,59750,75239,3804,207,5.4,3597,94.6,3387,89,136,3.6,5,0.1,2,0.1,0,0,5,0.1,62,1.6,16.7,17.1
SHERIDAN SCHOOL DISTRICT,SHERIDAN HIGH SCHOOL,243,18.3,23.00%,17.8,46.90%,19.2,35.40%,19,26.70%,16.50%,Arkansas,34.3112523,-92.4076598,800 West Vine Street,72150,Grant County,Sheridan,5053,"800 West Vine Street, Sheridan, Arkansas, 72150",470401,5053470401,2022,470401,Grant County,Arkansas,337,71,83,183,0,2632,42,98,936,740,189,417,210,21.1,24.6,54.3,0,1.6,3.7,35.6,28.1,7.2,15.8,8,1526,56971,77132,3916,110,2.8,3806,97.2,3507,89.6,112,2.9,0,0,10,0.3,22,0.6,65,1.7,90,2.3,18.3,19.2
MARMADUKE SCHOOL DISTRICT,MARMADUKE HIGH SCHOOL,43,16.3,7.00%,15.7,27.90%,17.1,25.60%,18.5,14.00%,7.00%,Arkansas,36.1930301,-90.3937388,1010 Greyhound Drive,72443,Greene County,Marmaduke,5055,"1010 Greyhound Drive, Marmaduke, Arkansas, 72443",480100,5055480100,2022,480100,Greene County,Arkansas,301,38,159,71,33,2007,106,313,936,246,134,208,64,12.6,52.8,23.6,11,5.3,15.6,46.6,12.3,6.7,10.4,3.2,1243,48582,58817,2947,48,1.6,2899,98.4,2833,96.1,0,0,0,0,0,0,0,0,0,0,66,2.2,16.3,17.1
GREENE COUNTY TECH SCHOOL DISTRICT,GREENE COUNTY TECH HIGH SCHOOL,259,17.9,22.00%,16.9,40.90%,18.6,27.40%,18.8,25.10%,12.40%,Arkansas,36.0069915,-90.5306031,4601 Linwood Drive,72450,Greene County,Paragould,5055,"4601 Linwood Drive, Paragould, Arkansas, 72450",480802,5055480802,2022,480802,Greene County,Arkansas,792,64,440,205,83,3240,72,147,1234,774,279,500,234,8.1,55.6,25.9,10.5,2.2,4.5,38.1,23.9,8.6,15.4,7.2,1901,58869,81431,5479,144,2.6,5335,97.4,4720,86.1,285,5.2,0,0,192,3.5,0,0,0,0,138,2.5,17.9,18.6
PARAGOULD SCHOOL DISTRICT,PARAGOULD HIGH SCHOOL,172,17.5,18.60%,17.5,45.90%,17.7,24.40%,18.2,23.80%,11.00%,Arkansas,36.0582487,-90.5070714,1701 West Court Street,72450,Greene County,Paragould,5055,"1701 West Court Street, Paragould, Arkansas, 72450",480402,5055480402,2022,480402,Greene County,Arkansas,190,11,58,92,29,1758,36,249,1023,222,33,69,126,5.8,30.5,48.4,15.3,2,14.2,58.2,12.6,1.9,3.9,7.2,1131,53721,53486,2471,142,5.7,2329,94.3,2218,89.8,71,2.9,0,0,0,0,0,0,0,0,40,1.6,17.5,17.7
BLEVINS SCHOOL DISTRICT,BLEVINS HIGH SCHOOL,27,16,7.40%,16.1,29.60%,16.9,25.90%,16.6,7.40%,3.70%,Arkansas,33.8747387,-93.5722025,5954 Arkansas 29,71825,Hempstead County,Blevins,5057,"5954 Arkansas 29, Blevins, Arkansas, 71825",480102,5057480102,2022,480102,Hempstead County,Arkansas,208,16,53,139,0,1699,48,93,559,396,152,254,197,7.7,25.5,66.8,0,2.8,5.5,32.9,23.3,8.9,14.9,11.6,853,57546,72548,2400,36,1.5,2364,98.5,1806,75.3,489,20.4,9,0.4,0,0,0,0,0,0,60,2.5,16,16.9
HOPE SCHOOL DISTRICT,HOPE HIGH SCHOOL,106,15.4,6.60%,15.1,30.20%,17,21.70%,16.8,12.30%,4.70%,Arkansas,33.6527043,-93.5848795,1701 South Main Street,71801,Hempstead County,Hope,5057,"1701 South Main Street, Hope, Arkansas, 71801",480302,5057480302,2022,480302,Hempstead County,Arkansas,198,10,96,92,0,1938,119,141,789,405,105,258,121,5.1,48.5,46.5,0,6.1,7.3,40.7,20.9,5.4,13.3,6.2,1143,43117,64715,3173,298,9.4,2875,90.6,1527,48.1,1302,41,46,1.4,0,0,0,0,0,0,0,0,15.4,17
HOPE SCHOOL DISTRICT,CREATIVE ACTION TEAM SCHOOL,10,12.5,0.00%,9.5,0.00%,11.1,0.00%,11.7,0.00%,0.00%,Arkansas,33.6988777,-93.6217802,,N/A,Hempstead County,N/A,5057,,480102,5057480102,2022,480102,Hempstead County,Arkansas,208,16,53,139,0,1699,48,93,559,396,152,254,197,7.7,25.5,66.8,0,2.8,5.5,32.9,23.3,8.9,14.9,11.6,853,57546,72548,2400,36,1.5,2364,98.5,1806,75.3,489,20.4,9,0.4,0,0,0,0,0,0,60,2.5,12.5,11.1
SPRING HILL SCHOOL DISTRICT,SPRING HILL HIGH SCHOOL,36,16.9,13.90%,15.9,30.60%,17.1,13.90%,17.2,8.30%,0.00%,Arkansas,33.5848428,-93.6512498,633 Arkansas 355,71801,Hempstead County,Hope,5057,"633 Arkansas 355, Hope, Arkansas, 71801",480400,5057480400,2022,480400,Hempstead County,Arkansas,328,73,120,117,18,2538,293,207,736,726,223,227,126,22.3,36.6,35.7,5.5,11.5,8.2,29,28.6,8.8,8.9,5,1376,56127,64795,3873,543,14,3330,86,3025,78.1,139,3.6,40,1,29,0.7,0,0,19,0.5,78,2,16.9,17.1
GLEN ROSE SCHOOL DISTRICT,GLEN ROSE HIGH SCHOOL,62,18,19.40%,16.9,43.50%,18.2,35.50%,18.9,24.20%,14.50%,Arkansas,34.4568119,-92.7310722,14334 U.S. 67,72104,Hot Spring County,Malvern,5059,"14334 U.S. 67, Malvern, Arkansas, 72104",20102,5059020102,2022,20102,Hot Spring County,Arkansas,297,5,121,171,0,2347,75,262,945,417,243,273,132,1.7,40.7,57.6,0,3.2,11.2,40.3,17.8,10.4,11.6,5.6,1202,64028,87472,3439,106,3.1,3333,96.9,3074,89.4,80,2.3,0,0,43,1.3,0,0,0,0,136,4,18,18.2
MAGNET COVE SCHOOL DISTRICT,MAGNET COVE HIGH SCHOOL,37,17.5,13.50%,18.5,56.80%,18.3,27.00%,18.9,27.00%,5.40%,Arkansas,34.4452518,-92.8357306,472 Magnet School Road,72104,Hot Spring County,Malvern,5059,"472 Magnet School Road, Malvern, Arkansas, 72104",20101,5059020101,2022,20101,Hot Spring County,Arkansas,520,52,288,176,4,2458,75,76,817,637,249,432,172,10,55.4,33.8,0.8,3.1,3.1,33.2,25.9,10.1,17.6,7,1296,62073,71134,3695,138,3.7,3557,96.3,3406,92.2,15,0.4,0,0,0,0,0,0,0,0,136,3.7,17.5,18.3
MALVERN SCHOOL DISTRICT,MALVERN HIGH SCHOOL,83,16.7,9.60%,16.1,36.10%,17.8,21.70%,18,14.50%,6.00%,Arkansas,34.3556676,-92.8050971,525 East Highland Avenue,72104,Hot Spring County,Malvern,5059,"525 East Highland Avenue, Malvern, Arkansas, 72104",20400,5059020400,2022,20400,Hot Spring County,Arkansas,327,25,160,106,36,3973,162,322,1730,727,360,423,249,7.6,48.9,32.4,11,4.1,8.1,43.5,18.3,9.1,10.6,6.3,2325,33109,52023,5783,362,6.3,5421,93.7,4136,71.5,1077,18.6,30,0.5,33,0.6,0,0,0,0,145,2.5,16.7,17.8
OUACHITA SCHOOL DISTRICT,OUACHITA HIGH SCHOOL,40,17.4,12.50%,16.9,45.00%,17.9,22.50%,18.8,22.50%,7.50%,Arkansas,34.2393626,-92.963071,258 Schoolhouse Road,71941,Hot Spring County,Donaldson,5059,"258 Schoolhouse Road, Donaldson, Arkansas, 71941",20600,5059020600,2022,20600,Hot Spring County,Arkansas,261,41,73,147,0,2812,37,133,1095,714,225,420,188,15.7,28,56.3,0,1.3,4.7,38.9,25.4,8,14.9,6.7,1479,56836,76661,3597,17,0.5,3580,99.5,3505,97.4,0,0,3,0.1,6,0.2,0,0,0,0,66,1.8,17.4,17.9
DIERKS SCHOOL DISTRICT,DIERKS HIGH SCHOOL,33,19.5,42.40%,19.8,60.60%,20.2,39.40%,20.7,33.30%,24.20%,Arkansas,34.1190901,-94.0304333,900 Old Highway 70 West,71833,Howard County,Dierks,5061,"900 Old Highway 70 West, Dierks, Arkansas, 71833",950100,5061950100,2022,950100,Howard County,Arkansas,357,52,219,51,35,2538,84,221,1063,474,192,308,196,14.6,61.3,14.3,9.8,3.3,8.7,41.9,18.7,7.6,12.1,7.7,1606,35313,67841,3834,4,0.1,3830,99.9,3655,95.3,116,3,10,0.3,0,0,0,0,0,0,49,1.3,19.5,20.2
MINERAL SPRINGS SCHOOL DISTRICT,MINERAL SPRINGS HIGH SCHOOL,21,14.5,4.80%,13,14.30%,14.7,19.00%,15.2,4.80%,4.80%,Arkansas,33.8782324,-93.9179431,130 West Browning Street,71851,Howard County,Mineral Springs,5061,"130 West Browning Street, Mineral Springs, Arkansas, 71851",950200,5061950200,2022,950200,Howard County,Arkansas,242,31,108,67,36,3200,94,230,1410,697,411,312,46,12.8,44.6,27.7,14.9,2.9,7.2,44.1,21.8,12.8,9.8,1.4,1928,51554,64919,4906,651,13.3,4255,86.7,2382,48.6,1740,35.5,0,0,20,0.4,27,0.6,0,0,86,1.8,14.5,14.7
NASHVILLE SCHOOL DISTRICT,NASHVILLE HIGH SCHOOL,140,16.6,12.90%,16.9,40.00%,17.3,22.10%,17.7,15.00%,7.10%,Arkansas,33.9562806,-93.8517684,1301 Mount Pleasant Drive,71852,Howard County,Nashville,5061,"1301 Mount Pleasant Drive, Nashville, Arkansas, 71852",950200,5061950200,2022,950200,Howard County,Arkansas,242,31,108,67,36,3200,94,230,1410,697,411,312,46,12.8,44.6,27.7,14.9,2.9,7.2,44.1,21.8,12.8,9.8,1.4,1928,51554,64919,4906,651,13.3,4255,86.7,2382,48.6,1740,35.5,0,0,20,0.4,27,0.6,0,0,86,1.8,16.6,17.3
SOUTHSIDE SCHOOL DISTRICT (INDEPENDENCE),SOUTHSIDE CHARTER HIGH SCHOOL,112,18,22.30%,17.7,50.90%,18.2,28.60%,19,26.80%,12.50%,Arkansas,35.7004824,-91.62609,70 Scott Drive,72501,Independence County,Batesville,5063,"70 Scott Drive, Batesville, Arkansas, 72501",490702,5063490702,2022,490702,Independence County,Arkansas,589,134,158,297,0,2059,70,237,803,525,142,244,38,22.8,26.8,50.4,0,3.4,11.5,39,25.5,6.9,11.9,1.8,1159,45733,72227,3649,205,5.6,3444,94.4,3083,84.5,0,0,0,0,0,0,124,3.4,0,0,237,6.5,18,18.2
MIDLAND SCHOOL DISTRICT,MIDLAND HIGH SCHOOL,29,15.5,0.00%,14.1,20.70%,18.3,31.00%,17.1,3.40%,0.00%,Arkansas,35.5472344,-91.6249662,741 Main Street,72568,Independence County,Pleasant Plains,5063,"741 Main Street, Pleasant Plains, Arkansas, 72568",490800,5063490800,2022,490800,Independence County,Arkansas,306,0,52,253,1,3463,98,194,1781,701,288,260,141,0,17,82.7,0.3,2.8,5.6,51.4,20.2,8.3,7.5,4.1,1820,51923,66225,5071,96,1.9,4975,98.1,4768,94,4,0.1,0,0,0,0,0,0,0,0,203,4,15.5,18.3
CEDAR RIDGE SCHOOL DISTRICT,CEDAR RIDGE HIGH SCHOOL,40,16.8,12.50%,16,30.00%,17.8,22.50%,17.5,15.00%,10.00%,Arkansas,35.7199993,-91.4455801,1500 North Hill Street,72562,Independence County,Newark,5063,"1500 North Hill Street, Newark, Arkansas, 72562",490400,5063490400,2022,490400,Independence County,Arkansas,326,42,118,144,22,2971,114,361,1060,753,355,255,73,12.9,36.2,44.2,6.7,3.8,12.2,35.7,25.3,11.9,8.6,2.5,1802,44049,57209,4231,66,1.6,4165,98.4,3880,91.7,14,0.3,1,0,0,0,0,0,0,0,270,6.4,16.8,17.8
CALICO ROCK SCHOOL DISTRICT,CALICO ROCK HIGH SCHOOL,27,17.2,11.10%,17.1,37.00%,19.4,29.60%,18.7,22.20%,11.10%,Arkansas,36.1226593,-92.1263721,1 Pirate Place,72519,Izard County,Calico Rock,5065,"1 Pirate Place, Calico Rock, Arkansas, 72519",960300,5065960300,2022,960300,Izard County,Arkansas,149,11,86,51,1,2617,233,418,1097,421,97,275,76,7.4,57.7,34.2,0.7,8.9,16,41.9,16.1,3.7,10.5,2.9,1016,43000,48466,3098,169,5.5,2929,94.5,2223,71.8,226,7.3,0,0,2,0.1,4,0.1,0,0,474,15.3,17.2,19.4
MELBOURNE SCHOOL DISTRICT,MELBOURNE HIGH SCHOOL,49,20.4,40.80%,21.8,73.50%,21.8,46.90%,22.2,44.90%,28.60%,Arkansas,36.0700762,-91.8343653,310 Bearkat Drive,72556,Izard County,Melbourne,5065,"310 Bearkat Drive, Melbourne, Arkansas, 72556",960200,5065960200,2022,960200,Izard County,Arkansas,443,80,164,187,12,3104,161,273,1019,668,266,553,164,18.1,37,42.2,2.7,5.2,8.8,32.8,21.5,8.6,17.8,5.3,1751,53355,81822,4704,18,0.4,4686,99.6,4461,94.8,10,0.2,111,2.4,2,0,0,0,0,0,102,2.2,20.4,21.8
IZARD COUNTY CONSOLIDATED SCHOOL DISTRICT,IZARD COUNTY CONSOLIDATED HIGH SCHOOL,39,17.3,23.10%,16.1,35.90%,17,23.10%,17.6,20.50%,12.80%,Arkansas,36.1548745,-91.9234721,5068 Arkansas 9,72517,Izard County,N/A,5065,"5068 Arkansas 9, N/A, Arkansas, 72517",960200,5065960200,2022,960200,Izard County,Arkansas,443,80,164,187,12,3104,161,273,1019,668,266,553,164,18.1,37,42.2,2.7,5.2,8.8,32.8,21.5,8.6,17.8,5.3,1751,53355,81822,4704,18,0.4,4686,99.6,4461,94.8,10,0.2,111,2.4,2,0,0,0,0,0,102,2.2,17.3,17
NEWPORT SCHOOL DISTRICT,NEWPORT HIGH SCHOOL,82,15.3,3.70%,14.3,20.70%,15.8,13.40%,16.4,4.90%,2.40%,Arkansas,35.6010273,-91.2729184,406 Wilkerson Drive,72112,Jackson County,Newport,5067,"406 Wilkerson Drive, Newport, Arkansas, 72112",480200,5067480200,2022,480200,Jackson County,Arkansas,413,125,238,17,33,2148,69,301,876,379,201,194,128,30.3,57.6,4.1,8,3.2,14,40.8,17.6,9.4,9,6,1279,45281,53967,3387,70,2.1,3317,97.9,2038,60.2,860,25.4,0,0,3,0.1,0,0,0,0,416,12.3,15.3,15.8
JACKSON CO. SCHOOL DISTRICT,TUCKERMAN HIGH SCHOOL,58,18.1,25.90%,20.2,56.90%,19.7,34.50%,19.9,36.20%,20.70%,Arkansas,35.7363403,-91.2003036,300 Dowell Street,72473,Jackson County,Tuckerman,5067,"300 Dowell Street, Tuckerman, Arkansas, 72473",480100,5067480100,2022,480100,Jackson County,Arkansas,173,0,107,59,7,2209,56,181,942,566,133,207,124,0,61.8,34.1,4,2.5,8.2,42.6,25.6,6,9.4,5.6,1255,51645,62864,3251,30,0.9,3221,99.1,2962,91.1,18,0.6,0,0,0,0,0,0,0,0,241,7.4,18.1,19.7
PINE BLUFF SCHOOL DISTRICT,PINE BLUFF HIGH SCHOOL,117,14.9,4.30%,14.4,22.20%,15.5,13.70%,16.2,6.00%,2.60%,Arkansas,34.2192758,-92.0095733,711 West 11th Avenue,71601,Jefferson County,Pine Bluff,5069,"711 West 11th Avenue, Pine Bluff, Arkansas, 71601",1200,5069001200,2022,1200,Jefferson County,Arkansas,104,0,46,48,10,1223,203,102,477,139,54,192,56,0,44.2,46.2,9.6,16.6,8.3,39,11.4,4.4,15.7,4.6,816,25391,66649,1631,0,0,1631,100,154,9.4,1477,90.6,0,0,0,0,0,0,0,0,0,0,14.9,15.5
WATSON CHAPEL SCHOOL DISTRICT,WATSON CHAPEL HIGH SCHOOL,154,14.7,1.90%,14,18.80%,15.3,11.00%,15.6,5.20%,1.30%,Arkansas,34.1887184,-92.0672938,4000 South Camden Road,71603,Jefferson County,Pine Bluff,5069,"4000 South Camden Road, Pine Bluff, Arkansas, 71603",1501,5069001501,2022,1501,Jefferson County,Arkansas,260,59,119,82,0,2311,0,114,686,710,139,478,184,22.7,45.8,31.5,0,0,4.9,29.7,30.7,6,20.7,8,1431,42986,49901,3796,0,0,3796,100,213,5.6,3465,91.3,1,0,33,0.9,0,0,0,0,84,2.2,14.7,15.3
WHITE HALL SCHOOL DISTRICT,WHITE HALL HIGH SCHOOL,201,17.5,19.90%,16.7,39.30%,17.9,26.90%,18.3,22.90%,13.40%,Arkansas,34.283473,-92.1103403,700 Bulldog Drive,71602,Jefferson County,White Hall,5069,"700 Bulldog Drive, White Hall, Arkansas, 71602",302,5069000302,2022,302,Jefferson County,Arkansas,313,30,218,53,12,3286,266,204,1260,473,181,644,258,9.6,69.6,16.9,3.8,8.1,6.2,38.3,14.4,5.5,19.6,7.9,1789,87688,94735,5139,411,8,4728,92,3636,70.8,644,12.5,0,0,105,2,95,1.8,0,0,248,4.8,17.5,17.9
FRIENDSHIP ASPIRE ACADEMY SOUTHEAST PINE BLUFF,FRIENDSHIP ASPIRE ACADEMY SOUTHEAST PINE BLUFF HIG,19,13.6,0.00%,10.5,0.00%,12.2,5.30%,13.3,0.00%,0.00%,Arkansas,34.1895753,-92.022838,3911 South Hazel Street,71603,Jefferson County,Pine Bluff,5069,"3911 South Hazel Street, Pine Bluff, Arkansas, 71603",1800,5069001800,2022,1800,Jefferson County,Arkansas,317,9,122,142,44,2050,35,61,399,304,74,534,643,2.8,38.5,44.8,13.9,1.7,3,19.5,14.8,3.6,26,31.4,1256,60294,91097,3030,8,0.3,3022,99.7,684,22.6,2199,72.6,0,0,27,0.9,112,3.7,0,0,0,0,13.6,12.2
